ivtyp,iregn,ildv,iage,2016,2017,2018,2019,2020,2021,2022,2023,2024
2,5,6,17,6385,8495,10605,10246,12006,8026,7071,10979,10988
2,5,6,18,6100,8118,10135,9806,11428,7708,6778,10580,10872
2,5,6,19,5713,7677,9642,9379,10916,7338,6518,10338,10478
2,5,6,20,5444,7350,9256,8923,10454,7031,6208,10138,10234
2,5,6,21,5084,6938,8792,8578,9947,6721,5947,10125,10031
2,5,6,22,4824,6615,8405,8137,9565,6400,5688,10050,10015
2,5,6,23,4555,6242,7929,7774,9049,6160,5423,9941,9945
2,5,6,24,4151,5839,7527,7372,8693,5858,5217,9864,9831
2,5,6,25,3094,4434,5775,5781,6859,4729,4303,9204,9204
2,6,6,1,9878,9878,9878,9878,9878,5890,7542,12093,7663
2,6,6,2,8482,10758,13035,10727,14007,6730,5198,14877,12180
2,6,6,3,9385,12249,15113,13200,16322,8472,6176,15267,15052
2,6,6,4,9772,12566,15360,13877,16817,8820,6226,15074,15286
2,6,6,5,10056,13192,16329,14662,17727,9368,6482,14990,15058
2,6,6,6,10176,13400,16623,15481,18467,9783,6674,14773,15007
2,6,6,7,9839,13081,16322,15502,18543,9953,6765,14508,14787
2,6,6,8,9502,12787,16073,15215,18348,9955,6833,14239,14512
2,6,6,9,9442,12421,15401,15006,17797,9782,6789,13987,14233
2,6,6,10,9215,12046,14877,14343,17426,9502,6636,13652,13963
2,6,6,11,8792,11683,14575,13812,16520,9285,6422,13169,13637
2,6,6,12,8530,11351,14172,13577,15840,8780,6264,12787,13155
2,6,6,13,8163,10786,13409,13174,15475,8394,5884,12472,12772
2,6,6,14,7760,10332,12905,12439,14925,8175,5621,11901,12464
2,6,6,15,7399,9860,12322,11960,14073,7894,5466,11504,11896
2,6,6,16,7040,9368,11696,11453,13484,7426,5278,11339,11503
2,6,6,17,6661,8908,11156,10863,12886,7117,4953,11207,11343
2,6,6,18,6326,8477,10628,10363,12207,6807,4749,10766,11214
2,6,6,19,5954,8004,10054,9875,11658,6459,4542,10572,10772
2,6,6,20,5658,7635,9612,9361,11080,6167,4306,10358,10578
2,6,6,21,5320,7190,9059,8955,10558,5876,4114,10322,10357
2,6,6,22,5043,6868,8693,8436,10072,5584,3918,10250,10319
2,6,6,23,4714,6483,8251,8038,9571,5362,3740,10134,10254
2,6,6,24,4311,6054,7796,7665,9062,5074,3595,10008,10131
2,6,6,25,3126,4506,5886,5920,7152,4066,2908,9340,9447
2,7,6,1,9607,9607,9607,9607,9607,6076,6146,11781,7432
2,7,6,2,8771,10602,12433,10468,12955,6733,6691,14564,11837
2,7,6,3,9939,12465,14991,13314,15609,8551,7735,14568,14428
2,7,6,4,10439,12988,15537,14205,16373,8903,7747,14339,14635
2,7,6,5,10553,13571,16589,14989,17137,9632,8143,14240,14258
2,7,6,6,10589,13686,16783,15741,17558,9905,8475,13976,14186
2,7,6,7,10146,13289,16432,15740,17756,10001,8538,13681,13919
2,7,6,8,9782,13000,16217,15411,17504,10079,8553,13426,13621
2,7,6,9,9784,12573,15363,15199,16973,9897,8567,13181,13360
2,7,6,10,9514,12176,14838,14408,16616,9587,8352,12899,13109
2,7,6,11,8964,11724,14484,13772,15569,9379,8080,12387,12836
2,7,6,12,8716,11419,14123,13562,14888,8778,7892,12039,12329
2,7,6,13,8390,10848,13305,13199,14548,8375,7351,11723,11990
2,7,6,14,8004,10423,12841,12436,14109,8166,7001,11101,11673
2,7,6,15,7673,9996,12318,11988,13253,7920,6813,10767,11061
2,7,6,16,7321,9544,11767,11517,12754,7427,6602,10590,10730
2,7,6,17,6857,9063,11269,10996,12240,7155,6184,10469,10554
2,7,6,18,6537,8655,10772,10542,11664,6873,5960,10047,10435
2,7,6,19,6096,8140,10184,10077,11156,6554,5716,9863,10020
2,7,6,20,5803,7766,9728,9550,10668,6273,5459,9684,9827
2,7,6,21,5446,7318,9190,9122,10112,6006,5221,9646,9642
2,7,6,22,5206,6983,8761,8623,9678,5702,4999,9609,9605
2,7,6,23,4900,6648,8396,8217,9143,5457,4760,9548,9572
2,7,6,24,4440,6213,7986,7899,8755,5162,4554,9491,9507
2,7,6,25,3072,4500,5929,6055,6895,4151,3728,8864,8936
2,8,6,1,9185,9185,9185,9185,9185,6734,6483,11440,6930
2,8,6,2,7695,9429,11162,9343,11917,6835,6830,13875,11489
2,8,6,3,8649,10886,13123,11360,14009,8873,8363,14099,14053
2,8,6,4,9008,11159,13309,12171,14804,9351,8635,13951,14202
2,8,6,5,9111,11663,14215,12704,15525,10097,9044,13901,13904
2,8,6,6,9190,11871,14552,13513,15859,10454,9448,13694,13854
2,8,6,7,8867,11558,14249,13619,16099,10511,9576,13433,13635
2,8,6,8,8588,11364,14140,13362,15963,10625,9573,13167,13362
2,8,6,9,8625,11084,13543,13250,15584,10491,9627,12864,13091
2,8,6,10,8486,10825,13163,12712,15345,10262,9489,12534,12780
2,8,6,11,8173,10578,12984,12362,14642,10105,9268,12112,12455
2,8,6,12,7972,10346,12719,12231,14161,9642,9100,11801,12035
2,8,6,13,7680,9944,12208,11969,13940,9328,8695,11518,11727
2,8,6,14,7390,9614,11839,11495,13596,9163,8364,11056,11449
2,8,6,15,7119,9264,11408,11144,12999,8950,8219,10623,10988
2,8,6,16,6888,8929,10971,10750,12534,8544,8021,10503,10563
2,8,6,17,6564,8568,10573,10315,12079,8240,7629,10378,10446
2,8,6,18,6307,8248,10188,9948,11513,7933,7373,9977,10320
2,8,6,19,5952,7850,9748,9576,11100,7573,7098,9793,9921
2,8,6,20,5708,7524,9339,9163,10657,7292,6784,9607,9731
2,8,6,21,5406,7147,8887,8800,10200,7023,6522,9590,9549
2,8,6,22,5089,6824,8558,8379,9774,6690,6276,9507,9524
2,8,6,23,4785,6487,8188,8052,9315,6426,5993,9458,9446
2,8,6,24,4390,6064,7738,7754,8929,6095,5750,9378,9397
2,8,6,25,3097,4419,5740,5856,6949,4862,4709,8868,8881
2,9,6,1,9976,9976,9976,9976,9976,6916,5959,12481,7471
2,9,6,2,8166,10024,11881,9762,12667,6630,8388,13854,12489
2,9,6,3,9143,11670,14197,12444,15201,8805,10429,14186,13871
2,9,6,4,9406,11864,14323,13403,16243,9344,10613,13979,14154
2,9,6,5,9767,12595,15423,13898,17217,10316,11201,14047,13816
2,9,6,6,9921,12854,15786,14913,17773,10917,12114,13886,13836
2,9,6,7,9582,12557,15531,15061,18041,11013,12336,13760,13657
2,9,6,8,9427,12402,15378,14821,17899,11137,12361,13520,13524
2,9,6,9,9406,12108,14810,14688,17470,10975,12374,13244,13286
2,9,6,10,9293,11929,14565,14169,17206,10794,12247,12917,13011
2,9,6,11,8983,11653,14323,13847,16435,10600,11983,12511,12688
2,9,6,12,8769,11410,14051,13702,16052,10184,11787,12232,12292
2,9,6,13,8471,11004,13538,13439,15788,9882,11269,11928,12019
2,9,6,14,8220,10689,13158,12963,15455,9737,10944,11411,11718
2,9,6,15,7954,10317,12680,12583,14795,9503,10715,11046,11208
2,9,6,16,7715,10005,12294,12163,14391,9135,10480,10976,10851
2,9,6,17,7366,9615,11864,11738,13827,8836,10047,10903,10788
2,9,6,18,7051,9293,11534,11378,13371,8529,9703,10575,10714
2,9,6,19,6695,8863,11031,11014,12892,8220,9360,10363,10395
2,9,6,20,6400,8492,10584,10546,12486,7943,9012,10178,10185
2,9,6,21,5990,8044,10098,10109,11939,7663,8705,10175,9998
2,9,6,22,5657,7686,9715,9666,11468,7346,8395,10121,9992
2,9,6,23,5306,7247,9187,9284,10922,7056,8033,10081,9940
2,9,6,24,4865,6844,8823,8863,10534,6726,7720,10094,9900
2,9,6,25,3849,5470,7091,7286,8778,5740,6685,9570,9487
2,1,7,1,12666,7900,3133,3409,12666,4108,4704,13073,12259
2,1,7,2,10645,8213,5781,5219,3317,2054,6931,15534,14015
2,1,7,3,11813,9427,7041,8510,6459,3844,4400,15392,16203
2,1,7,4,11852,9411,6971,8887,8505,8504,5117,18070,16091
2,1,7,5,12541,10079,7616,9247,9098,8723,9377,16666,15401
2,1,7,6,13013,10469,7925,10203,9774,9605,9390,14922,15894
2,1,7,7,12757,10286,7815,10376,9915,9795,9636,13806,14953
2,1,7,8,12462,10122,7781,10196,9856,9906,9729,13545,13898
2,1,7,9,12316,9960,7603,10159,9604,9790,9750,13209,13637
2,1,7,10,11893,9650,7407,9879,9471,9545,9608,12868,13283
2,1,7,11,11544,9407,7270,9615,9150,9400,9336,12473,12949
2,1,7,12,11128,9073,7018,9459,8843,9052,9160,12107,12554
2,1,7,13,10670,8718,6767,9125,8634,8754,8798,11795,12186
2,1,7,14,10035,8264,6493,8768,8305,8536,8475,11412,11871
2,1,7,15,9524,7871,6218,8412,7933,8202,8237,11003,11486
2,1,7,16,8902,7415,5927,8053,7591,7821,7918,10878,11078
2,1,7,17,8351,7012,5673,7675,7233,7466,7508,10683,10958
2,1,7,18,7846,6598,5350,7340,6891,7121,7161,10310,10768
2,1,7,19,7377,6232,5087,6936,6573,6770,6834,10070,10378
2,1,7,20,6987,5918,4849,6567,6220,6479,6503,9822,10134
2,1,7,21,6508,5563,4617,6277,5875,6099,6215,9805,9882
2,1,7,22,6006,5213,4420,5998,5616,5824,5846,9755,9864
2,1,7,23,5657,4948,4239,5718,5359,5531,5581,9625,9816
2,1,7,24,5432,4700,3967,5487,5144,5279,5322,9523,9679
2,1,7,25,4262,3677,3092,4318,4137,4353,4501,8877,9035
2,2,7,1,12970,8164,3358,3674,12970,4632,4803,12980,12959
2,2,7,2,10927,6752,2577,6091,2877,2786,6311,16100,13687
2,2,7,3,11983,7548,3114,6432,6615,3221,5538,15253,16739
2,2,7,4,11979,7555,3131,6840,8083,8148,5511,17287,16248
2,2,7,5,12879,8168,3457,7155,8796,8070,8591,16334,14762
2,2,7,6,13452,8529,3607,7986,9463,8988,9236,14502,15407
2,2,7,7,13121,8336,3550,8058,9621,9139,9496,13776,14678
2,2,7,8,12849,8195,3542,7954,9508,9263,9557,13471,14029
2,2,7,9,12788,8118,3449,7926,9299,9112,9623,13099,13715
2,2,7,10,12426,7896,3366,7717,9178,8924,9419,12733,13340
2,2,7,11,12087,7699,3311,7498,8827,8793,9195,12277,12968
2,2,7,12,11666,7435,3205,7382,8524,8416,9048,11968,12503
2,2,7,13,11223,7161,3099,7156,8330,8110,8604,11652,12190
2,2,7,14,10665,6815,2966,6887,8045,7920,8255,11249,11867
2,2,7,15,10167,6513,2858,6592,7696,7634,8058,10869,11451
2,2,7,16,9577,6154,2731,6359,7346,7294,7769,10727,11067
2,2,7,17,9101,5854,2608,6058,7073,6968,7395,10568,10923
2,2,7,18,8714,5594,2475,5793,6728,6702,7048,10229,10764
2,2,7,19,8306,5332,2359,5497,6428,6385,6782,9970,10411
2,2,7,20,7913,5092,2270,5248,6095,6114,6468,9706,10140
2,2,7,21,7446,4809,2171,5050,5834,5779,6188,9692,9871
2,2,7,22,7028,4557,2086,4831,5612,5543,5895,9614,9853
2,2,7,23,6689,4335,1982,4645,5358,5360,5609,9508,9778
2,2,7,24,6257,4059,1861,4426,5173,5102,5412,9441,9662
2,2,7,25,4997,3259,1522,3649,4273,4326,4693,8879,9125
2,3,7,1,12826,7970,3115,3166,12826,4270,4615,13913,11739
2,3,7,2,11166,7371,3576,4747,2583,4209,6845,16179,14696
2,3,7,3,12342,8270,4198,7457,6880,2938,3476,15462,16776
2,3,7,4,12747,8487,4228,7843,7893,9272,5200,17815,16269
2,3,7,5,13215,8912,4608,8213,8458,8736,9148,16790,15153
2,3,7,6,13405,9086,4766,8949,8880,9327,9460,14916,16065
2,3,7,7,13108,8891,4674,9052,9059,9451,9646,13948,15270
2,3,7,8,12766,8687,4608,8893,9004,9580,9692,13647,14117
2,3,7,9,12647,8556,4465,8757,8779,9476,9748,13311,13804
2,3,7,10,12219,8282,4344,8485,8576,9234,9596,13046,13457
2,3,7,11,11745,7992,4239,8206,8203,9020,9318,12556,13180
2,3,7,12,11405,7753,4102,8049,7921,8588,9086,12227,12688
2,3,7,13,10891,7408,3924,7783,7725,8276,8597,11883,12353
2,3,7,14,10350,7061,3772,7432,7441,8056,8246,11402,12007
2,3,7,15,9873,6742,3612,7137,7060,7760,8020,10968,11518
2,3,7,16,9258,6347,3436,6827,6763,7354,7719,10776,11081
2,3,7,17,8774,6029,3285,6490,6457,7031,7296,10588,10889
2,3,7,18,8383,5744,3105,6201,6126,6725,6963,10227,10707
2,3,7,19,7858,5405,2952,5861,5842,6370,6674,10009,10335
2,3,7,20,7526,5180,2834,5577,5524,6077,6323,9767,10109
2,3,7,21,7054,4872,2689,5354,5246,5743,6023,9771,9863
2,3,7,22,6620,4601,2582,5085,5048,5473,5705,9685,9865
2,3,7,23,6134,4300,2466,4888,4795,5253,5430,9574,9784
2,3,7,24,5527,3926,2325,4673,4608,5001,5202,9485,9669
2,3,7,25,4200,3019,1837,3756,3790,4212,4471,9007,9178
2,4,7,1,12547,7864,3181,2988,12547,3926,4184,13351,11743
2,4,7,2,10106,6252,2398,8200,2830,1294,5329,15863,14221
2,4,7,3,11124,6947,2770,8071,7629,3280,3137,14950,16487
2,4,7,4,11755,7279,2804,8480,9230,8456,4690,17545,15848
2,4,7,5,12369,7671,2972,8839,9728,8988,9496,16259,15063
2,4,7,6,12497,7767,3037,9382,10145,9448,10198,15013,15769
2,4,7,7,12203,7598,2993,9473,10273,9561,10308,14128,15252
2,4,7,8,11914,7438,2961,9313,10199,9636,10378,13795,14182
2,4,7,9,11789,7336,2884,9220,9968,9530,10384,13495,13842
2,4,7,10,11556,7189,2822,8922,9771,9334,10223,13130,13534
2,4,7,11,11159,6948,2737,8637,9368,9121,9989,12668,13164
2,4,7,12,10980,6819,2658,8462,9055,8761,9730,12365,12704
2,4,7,13,10411,6465,2520,8223,8823,8415,9276,12002,12398
2,4,7,14,9992,6216,2440,7776,8551,8222,8917,11538,12035
2,4,7,15,9491,5912,2334,7519,8050,7951,8662,11092,11571
2,4,7,16,9034,5630,2226,7188,7746,7499,8398,10900,11128
2,4,7,17,8481,5299,2117,6848,7353,7182,7876,10711,10935
2,4,7,18,8205,5102,1999,6534,7027,6856,7549,10329,10751
2,4,7,19,7627,4758,1888,6177,6681,6518,7197,10125,10362
2,4,7,20,7372,4593,1814,5834,6331,6225,6843,9906,10149
2,4,7,21,6784,4248,1712,5607,5969,5893,6520,9884,9934
2,4,7,22,6516,4076,1636,5298,5788,5566,6202,9777,9905
2,4,7,23,5935,3743,1551,5069,5460,5369,5858,9694,9802
2,4,7,24,5468,3472,1475,4795,5245,5102,5667,9553,9714
2,4,7,25,3810,2453,1095,3651,4006,4012,4573,8999,9102
2,5,7,1,12379,7652,2925,3603,12379,4539,5000,13603,11155
2,5,7,2,10215,7089,3962,5253,2585,3017,5112,16336,14417
2,5,7,3,11436,8057,4677,6271,6214,3113,5416,15842,17062
2,5,7,4,11762,8230,4698,6700,7903,8288,5201,17660,16539
2,5,7,5,12180,8610,5039,7000,8343,8656,8826,16470,14349
2,5,7,6,12413,8793,5174,7505,8695,9136,8998,14570,15810
2,5,7,7,12035,8569,5103,7581,8840,9241,9180,13813,14807
2,5,7,8,11649,8352,5054,7471,8751,9352,9221,13588,14068
2,5,7,9,11764,8309,4854,7396,8549,9210,9262,13292,13834
2,5,7,10,11615,8165,4714,7105,8402,8978,9075,13034,13526
2,5,7,11,11152,7903,4653,6870,7988,8821,8840,12569,13261
2,5,7,12,10809,7679,4550,6796,7679,8370,8655,12244,12791
2,5,7,13,10434,7390,4347,6648,7560,8014,8181,11909,12461
2,5,7,14,9928,7055,4181,6337,7360,7885,7816,11372,12120
2,5,7,15,9485,6755,4025,6101,6967,7662,7660,11001,11577
2,5,7,16,9045,6443,3841,5865,6684,7255,7435,10871,11199
2,5,7,17,8612,6141,3669,5594,6422,6957,7022,10755,11072
2,5,7,18,8227,5867,3507,5354,6113,6681,6731,10364,10956
2,5,7,19,7705,5520,3336,5121,5839,6361,6472,10127,10559
2,5,7,20,7342,5272,3203,4872,5592,6094,6165,9931,10312
2,5,7,21,6857,4949,3042,4683,5320,5826,5906,9918,10108
2,5,7,22,6506,4707,2908,4443,5116,5548,5648,9844,10091
2,5,7,23,6144,4444,2744,4244,4840,5340,5385,9737,10021
2,5,7,24,5599,4101,2604,4025,4650,5078,5181,9662,9906
2,5,7,25,4172,3085,1998,3157,3669,4099,4273,9016,9274
2,6,7,1,12730,8129,3528,3255,12730,5047,5512,14475,10984
2,6,7,2,10930,6546,2162,4259,2892,1604,5193,17748,15157
2,6,7,3,12094,7300,2506,9141,7393,3110,3479,16723,18210
2,6,7,4,12592,7570,2547,9610,8832,8699,4524,18709,17317
2,6,7,5,12958,7833,2708,10153,9309,9681,9337,17230,14760
2,6,7,6,13114,7935,2757,10721,9698,10110,10592,15655,15945
2,6,7,7,12679,7693,2707,10735,9738,10286,10736,14880,15684
2,6,7,8,12244,7455,2665,10536,9635,10288,10845,14604,15002
2,6,7,9,12167,7361,2554,10392,9346,10109,10775,14345,14713
2,6,7,10,11875,7171,2467,9933,9151,9820,10532,14003,14433
2,6,7,11,11329,6873,2417,9565,8676,9596,10192,13507,14096
2,6,7,12,10992,6671,2350,9402,8319,9074,9941,13115,13598
2,6,7,13,10519,6371,2224,9123,8127,8674,9338,12792,13203
2,6,7,14,10000,6070,2140,8614,7838,8448,8921,12206,12884
2,6,7,15,9535,5789,2043,8282,7391,8158,8676,11800,12297
2,6,7,16,9072,5506,1939,7931,7081,7675,8377,11629,11891
2,6,7,17,8584,5217,1850,7522,6767,7355,7862,11494,11726
2,6,7,18,8152,4957,1762,7176,6410,7035,7536,11043,11592
2,6,7,19,7673,4670,1667,6839,6122,6675,7209,10844,11136
2,6,7,20,7292,4443,1594,6483,5818,6374,6834,10623,10934
2,6,7,21,6856,4179,1502,6202,5544,6073,6529,10587,10706
2,6,7,22,6499,3970,1442,5842,5289,5770,6218,10513,10667
2,6,7,23,6075,3722,1368,5566,5026,5542,5936,10394,10600
2,6,7,24,5555,3424,1293,5308,4759,5244,5705,10264,10472
2,6,7,25,4028,2502,976,4099,3756,4202,4615,9580,9765
2,7,7,1,13098,8036,2974,3027,13098,4835,4733,14935,11262
2,7,7,2,11959,8097,4234,6581,2908,2182,6209,17832,15522
2,7,7,3,13552,9329,5105,7392,6117,3563,5092,16848,18445
2,7,7,4,14234,9763,5291,7887,8093,7675,5285,17885,17564
2,7,7,5,14389,10020,5650,8322,8471,8595,8479,17013,15812
2,7,7,6,14438,10077,5716,8739,8679,8838,9440,14790,16368
2,7,7,7,13834,9715,5596,8738,8777,8924,9511,13987,14929
2,7,7,8,13338,9430,5523,8556,8652,8993,9527,13726,14078
2,7,7,9,13340,9286,5232,8438,8390,8831,9543,13476,13808
2,7,7,10,12972,9013,5054,7999,8213,8555,9304,13188,13549
2,7,7,11,12222,8577,4933,7646,7696,8369,9000,12665,13267
2,7,7,12,11884,8347,4810,7530,7359,7833,8792,12309,12744
2,7,7,13,11440,7986,4531,7328,7191,7473,8189,11986,12392
2,7,7,14,10914,7644,4373,6904,6974,7287,7798,11349,12065
2,7,7,15,10461,7328,4195,6656,6551,7067,7589,11008,11432
2,7,7,16,9982,6995,4008,6394,6304,6627,7354,10828,11090
2,7,7,17,9349,6594,3838,6105,6050,6384,6889,10704,10908
2,7,7,18,8913,6291,3669,5853,5765,6133,6639,10272,10785
2,7,7,19,8312,5890,3469,5595,5514,5848,6367,10084,10356
2,7,7,20,7912,5613,3313,5302,5273,5597,6081,9901,10156
2,7,7,21,7425,5278,3130,5064,4998,5359,5816,9863,9965
2,7,7,22,7098,5041,2984,4787,4784,5088,5569,9824,9927
2,7,7,23,6682,4771,2859,4562,4519,4869,5302,9762,9894
2,7,7,24,6054,4387,2720,4385,4328,4606,5073,9703,9826
2,7,7,25,4189,3104,2019,3362,3408,3704,4153,9063,9236
2,8,7,1,12556,8754,4952,3181,12556,4074,4753,13253,11859
2,8,7,2,10520,6269,2019,8588,2858,2164,6288,15497,14275
2,8,7,3,11824,7099,2373,6981,7493,3443,4468,15540,16252
2,8,7,4,12314,7361,2407,7479,8268,8978,5327,17593,16017
2,8,7,5,12456,7513,2571,7807,8671,9061,8849,16539,14576
2,8,7,6,12563,7597,2632,8304,8858,9381,9162,14343,16060
2,8,7,7,12122,7350,2577,8369,8992,9432,9286,13611,14587
2,8,7,8,11741,7149,2557,8212,8916,9535,9283,13341,13745
2,8,7,9,11791,7120,2449,8143,8704,9414,9335,13034,13466
2,8,7,10,11601,6991,2380,7812,8571,9209,9202,12700,13146
2,8,7,11,11173,6761,2348,7597,8178,9068,8987,12272,12811
2,8,7,12,10899,6599,2300,7516,7909,8653,8825,11957,12380
2,8,7,13,10500,6354,2208,7355,7786,8370,8432,11670,12063
2,8,7,14,10102,6122,2141,7064,7594,8223,8110,11202,11777
2,8,7,15,9733,5898,2063,6848,7260,8031,7970,10764,11303
2,8,7,16,9416,5700,1984,6606,7000,7667,7778,10642,10865
2,8,7,17,8973,5443,1912,6339,6746,7394,7398,10515,10745
2,8,7,18,8623,5232,1842,6113,6430,7119,7149,10109,10616
2,8,7,19,8136,4950,1763,5885,6200,6796,6883,9923,10205
2,8,7,20,7804,4746,1689,5631,5952,6543,6579,9734,10010
2,8,7,21,7391,4499,1607,5408,5697,6302,6324,9717,9823
2,8,7,22,6958,4253,1548,5149,5459,6003,6086,9633,9797
2,8,7,23,6542,4011,1481,4948,5202,5766,5811,9583,9717
2,8,7,24,6002,3700,1399,4765,4987,5469,5576,9502,9666
2,8,7,25,4234,2636,1038,3599,3881,4363,4566,8985,9136
2,9,7,1,12990,8233,3476,2770,12990,4426,4429,13586,12394
2,9,7,2,10634,6682,2730,6626,2480,1797,6033,16096,14408
2,9,7,3,11906,7584,3263,7331,6912,3460,4798,15185,16804
2,9,7,4,12248,7770,3291,7896,7990,8677,5510,17309,16001
2,9,7,5,12719,8131,3544,8188,8469,8259,8546,15859,14625
2,9,7,6,12918,8273,3628,8786,8742,8740,9391,14104,15329
2,9,7,7,12478,8023,3569,8873,8874,8817,9564,13426,14240
2,9,7,8,12275,7905,3534,8732,8804,8915,9582,13192,13503
2,9,7,9,12248,7826,3403,8653,8593,8786,9593,12923,13266
2,9,7,10,12101,7724,3347,8347,8463,8641,9495,12603,12991
2,9,7,11,11697,7494,3291,8158,8084,8486,9290,12207,12669
2,9,7,12,11419,7324,3229,8072,7896,8153,9138,11935,12274
2,9,7,13,11031,7071,3111,7917,7766,7911,8736,11638,12001
2,9,7,14,10703,6863,3024,7637,7602,7795,8484,11133,11701
2,9,7,15,10358,6636,2914,7413,7277,7608,8307,10777,11191
2,9,7,16,10047,6436,2825,7166,7079,7313,8124,10709,10834
2,9,7,17,9592,6159,2726,6916,6801,7074,7789,10638,10771
2,9,7,18,9182,5916,2651,6703,6577,6828,7522,10318,10698
2,9,7,19,8717,5626,2535,6489,6341,6580,7256,10112,10379
2,9,7,20,8334,5383,2432,6213,6142,6358,6986,9930,10170
2,9,7,21,7800,5060,2320,5956,5872,6134,6749,9928,9983
2,9,7,22,7367,4800,2232,5695,5641,5881,6508,9875,9977
2,9,7,23,6910,4510,2111,5470,5372,5648,6228,9836,9925
2,9,7,24,6335,4181,2027,5222,5181,5385,5985,9849,9885
2,9,7,25,5012,3321,1630,4292,4318,4595,5182,9338,9473
2,1,15,1,10526,6830,3133,3450,5984,7668,4244,11209,9843
2,1,15,2,8846,7314,5781,5178,5923,6920,14258,14035,10782
2,1,15,3,9817,8429,7041,8489,6697,5757,10245,13148,14123
2,1,15,4,9849,8410,6971,8866,9345,7317,9415,16541,13329
2,1,15,5,10422,9019,7616,9225,9996,7833,9492,15899,16699
2,1,15,6,10815,9370,7925,10179,10740,8625,9482,14922,15891
2,1,15,7,10602,9208,7815,10351,10895,8795,9730,13806,14953
2,1,15,8,10356,9069,7781,10171,10830,8895,9824,13545,13898
2,1,15,9,10235,8919,7603,10134,10553,8791,9846,13209,13637
2,1,15,10,9883,8645,7407,9856,10407,8571,9702,12868,13283
2,1,15,11,9593,8432,7270,9592,10054,8441,9428,12473,12949
2,1,15,12,9248,8133,7018,9436,9717,8129,9250,12107,12554
2,1,15,13,8867,7817,6767,9103,9487,7861,8884,11795,12186
2,1,15,14,8340,7416,6493,8746,9126,7665,8558,11412,11871
2,1,15,15,7915,7066,6218,8392,8717,7365,8318,11003,11486
2,1,15,16,7398,6663,5927,8033,8341,7023,7995,10878,11078
2,1,15,17,6940,6307,5673,7656,7947,6704,7582,10683,10958
2,1,15,18,6521,5935,5350,7322,7572,6394,7231,10310,10768
2,1,15,19,6131,5609,5087,6920,7222,6079,6901,10070,10378
2,1,15,20,5806,5328,4849,6551,6835,5818,6566,9822,10134
2,1,15,21,5408,5013,4617,6262,6455,5476,6276,9805,9882
2,1,15,22,4991,4706,4420,5983,6171,5229,5903,9755,9864
2,1,15,23,4701,4470,4239,5704,5889,4967,5636,9625,9816
2,1,15,24,4514,4241,3967,5474,5652,4741,5375,9523,9679
2,1,15,25,3542,3317,3092,4308,4546,3908,4545,8877,9035
2,2,15,1,10509,6933,3358,3237,3697,7685,4962,11029,9989
2,2,15,2,8854,5715,2577,6528,4820,5138,10655,13752,10460
2,2,15,3,9709,6412,3114,6651,8073,5788,10049,12861,13883
2,2,15,4,9706,6419,3131,7072,9544,7130,8785,15745,13069
2,2,15,5,10435,6946,3457,7398,10387,7307,8551,14941,16041
2,2,15,6,10899,7253,3607,8257,11175,8138,9204,14502,15120
2,2,15,7,10632,7091,3550,8332,11361,8275,9463,13776,14678
2,2,15,8,10411,6976,3542,8224,11228,8387,9524,13471,14029
2,2,15,9,10362,6905,3449,8195,10981,8250,9590,13099,13715
2,2,15,10,10068,6717,3366,7979,10838,8080,9386,12733,13340
2,2,15,11,9794,6553,3311,7752,10423,7962,9163,12277,12968
2,2,15,12,9452,6329,3205,7633,10065,7620,9016,11968,12503
2,2,15,13,9094,6096,3099,7399,9837,7343,8575,11652,12190
2,2,15,14,8641,5804,2966,7121,9500,7171,8226,11249,11867
2,2,15,15,8238,5548,2858,6816,9087,6912,8030,10869,11451
2,2,15,16,7759,5245,2731,6575,8675,6604,7742,10727,11067
2,2,15,17,7375,4991,2608,6264,8352,6309,7369,10568,10923
2,2,15,18,7060,4768,2475,5990,7945,6068,7023,10229,10764
2,2,15,19,6730,4544,2359,5684,7590,5781,6758,9970,10411
2,2,15,20,6412,4341,2270,5426,7197,5535,6445,9706,10140
2,2,15,21,6034,4102,2171,5221,6890,5233,6167,9692,9871
2,2,15,22,5695,3890,2086,4995,6626,5019,5875,9614,9853
2,2,15,23,5420,3701,1982,4802,6327,4853,5590,9508,9778
2,2,15,24,5070,3466,1861,4577,6109,4620,5393,9441,9662
2,2,15,25,4049,2785,1522,3773,5046,3917,4677,8879,9125
2,3,15,1,11277,7196,3115,2801,3786,8067,4325,11615,10938
2,3,15,2,9817,6697,3576,5112,3521,4063,14098,14399,11362
2,3,15,3,10851,7525,4198,7639,8427,6657,9963,13665,14408
2,3,15,4,11207,7717,4228,8035,9262,8007,9477,16808,13808
2,3,15,5,11618,8113,4608,8415,9924,7787,9221,15904,17178
2,3,15,6,11786,8276,4766,9168,10420,8314,9518,14916,16186
2,3,15,7,11525,8099,4674,9274,10631,8424,9706,13948,15270
2,3,15,8,11224,7916,4608,9111,10566,8539,9751,13647,14117
2,3,15,9,11119,7792,4465,8971,10301,8447,9807,13311,13804
2,3,15,10,10743,7544,4344,8693,10064,8231,9654,13046,13457
2,3,15,11,10326,7282,4239,8407,9626,8040,9375,12556,13180
2,3,15,12,10027,7064,4102,8246,9295,7655,9142,12227,12688
2,3,15,13,9575,6750,3924,7973,9065,7377,8649,11883,12353
2,3,15,14,9100,6436,3772,7614,8731,7181,8297,11402,12007
