ivtyp,iregn,ildv,iage,2016,2017,2018,2019,2020,2021,2022,2023,2024
1,9,7,15,8278,8220,8163,8073,8691,8659,8627,10502,10895
1,9,7,16,7953,7925,7897,7714,8389,8327,8435,10196,10532
1,9,7,17,7670,7602,7534,7452,7964,7981,8075,10165,10225
1,9,7,18,7269,7284,7298,7109,7680,7590,7751,9806,10200
1,9,7,19,7026,7020,7014,6875,7313,7297,7368,9658,9836
1,9,7,20,6645,6695,6745,6617,7064,6955,7077,9429,9688
1,9,7,21,6150,6348,6546,6362,6780,6708,6726,9404,9459
1,9,7,22,5751,6007,6263,6178,6520,6466,6499,9326,9427
1,9,7,23,5408,5655,5902,5896,6351,6207,6237,9306,9343
1,9,7,24,5105,5351,5597,5559,6062,6028,6007,9434,9313
1,9,7,25,3900,4127,4354,4338,4648,4689,4866,9020,9077
1,1,15,1,5831,4607,3383,5043,4434,5049,5879,10568,10702
1,1,15,2,10394,6851,3307,5471,7677,6354,7755,13573,10586
1,1,15,3,9778,9720,9662,5431,7964,7824,8242,13545,13832
1,1,15,4,9255,9451,9647,8569,8670,7864,8362,13459,13696
1,1,15,5,6328,7928,9529,8791,9174,7873,8498,12501,13539
1,1,15,6,3933,7411,10889,8830,10039,9046,9240,13587,12540
1,1,15,7,3879,6017,8154,10334,10509,9744,8698,11405,13627
1,1,15,8,3843,3409,2976,7397,10667,9656,9660,11426,11504
1,1,15,9,3712,3308,2904,2433,7544,9746,10523,11586,11490
1,1,15,10,3618,3229,2840,2373,3266,7856,10489,11350,11605
1,1,15,11,3453,3100,2747,2309,3163,2156,8335,11503,11381
1,1,15,12,3312,2985,2657,2239,3053,2088,1939,11422,11483
1,1,15,13,3113,2827,2541,2155,2934,2004,1872,8372,11401
1,1,15,14,2931,2675,2419,2065,2810,1928,1794,8276,8414
1,1,15,15,2743,2518,2292,1962,2669,1837,1711,8021,8317
1,1,15,16,2581,2373,2164,1859,2535,1747,1635,7706,8062
1,1,15,17,2437,2238,2039,1753,2391,1658,1545,7614,7734
1,1,15,18,2293,2113,1933,1649,2253,1563,1473,7352,7646
1,1,15,19,2219,2029,1840,1563,2102,1468,1388,7193,7376
1,1,15,20,2064,1909,1754,1488,1980,1364,1297,6986,7218
1,1,15,21,1911,1808,1705,1417,1896,1282,1202,6960,7008
1,1,15,22,1744,1679,1614,1380,1803,1231,1132,6801,6964
1,1,15,23,1637,1576,1515,1304,1760,1171,1089,6685,6787
1,1,15,24,1596,1498,1400,1221,1661,1137,1042,6785,6659
1,1,15,25,1096,1035,973,846,1152,806,781,6114,6199
1,2,15,1,4805,3979,3153,3489,3894,5124,6085,10544,11385
1,2,15,2,6950,5588,4227,6494,6917,6286,7504,13332,10662
1,2,15,3,9596,9228,8860,6374,7558,7864,8171,13250,13695
1,2,15,4,9468,10000,10532,8562,8441,7630,7992,12733,13434
1,2,15,5,6882,8047,9212,8624,8457,7541,8223,11704,12836
1,2,15,6,3183,6550,9916,9432,10040,8380,8401,13181,11823
1,2,15,7,3101,5894,8686,9671,10008,10056,8796,11124,13318
1,2,15,8,3052,3036,3019,8998,9618,9276,8948,11291,11388
1,2,15,9,2986,2948,2910,3194,9711,9309,9481,11317,11451
1,2,15,10,2901,2867,2834,3082,3567,9292,9112,11228,11404
1,2,15,11,2781,2770,2759,2984,3409,1855,8402,11345,11280
1,2,15,12,2658,2655,2652,2908,3270,1768,2012,11417,11353
1,2,15,13,2504,2526,2547,2791,3160,1697,1910,8911,11486
1,2,15,14,2375,2401,2426,2681,3011,1632,1828,8808,9130
1,2,15,15,2223,2260,2297,2547,2881,1554,1750,8533,9022
1,2,15,16,2100,2132,2164,2411,2722,1485,1670,8221,8738
1,2,15,17,2018,2028,2038,2272,2566,1400,1587,8116,8410
1,2,15,18,1892,1919,1946,2132,2416,1326,1502,7867,8303
1,2,15,19,1821,1839,1857,2035,2251,1247,1417,7698,8041
1,2,15,20,1720,1745,1770,1948,2151,1158,1336,7456,7867
1,2,15,21,1569,1640,1711,1851,2057,1104,1236,7404,7614
1,2,15,22,1456,1537,1618,1791,1961,1058,1170,7258,7548
1,2,15,23,1370,1445,1519,1707,1890,1000,1131,7153,7383
1,2,15,24,1286,1352,1418,1588,1815,973,1061,7249,7268
1,2,15,25,943,984,1025,1153,1272,701,813,6489,6708
1,3,15,1,3916,3787,3658,3668,4353,5105,5523,10995,11130
1,3,15,2,8383,5224,2065,5064,6427,6238,7850,13979,11151
1,3,15,3,9570,9202,8835,5747,7406,8335,8620,13917,14406
1,3,15,4,9483,9700,9916,9127,8768,8229,8952,13771,14057
1,3,15,5,8095,8948,9802,8961,8780,7470,9106,12267,13924
1,3,15,6,3873,6974,10075,10187,10333,8901,9477,13759,12394
1,3,15,7,3754,6073,8393,10250,10222,9714,9639,11522,13832
1,3,15,8,3662,3296,2930,9722,10463,9499,9895,11557,11749
1,3,15,9,3605,3212,2819,2632,8287,9118,9505,11700,11687
1,3,15,10,3456,3094,2731,2532,3394,8279,9514,11588,11747
1,3,15,11,3304,2982,2659,2434,3231,2177,7988,11679,11620
1,3,15,12,3163,2852,2541,2380,3096,2069,2018,11794,11700
1,3,15,13,2985,2713,2441,2270,3005,1979,1904,9055,11814
1,3,15,14,2821,2571,2321,2176,2854,1917,1819,8840,9004
1,3,15,15,2626,2416,2206,2066,2720,1819,1756,8552,8793
1,3,15,16,2488,2281,2073,1959,2566,1733,1660,8289,8507
1,3,15,17,2368,2153,1938,1842,2424,1631,1581,8123,8233
1,3,15,18,2194,2023,1851,1716,2282,1541,1483,7897,8072
1,3,15,19,2084,1924,1764,1639,2110,1447,1403,7702,7842
1,3,15,20,1942,1797,1652,1564,2018,1335,1315,7503,7653
1,3,15,21,1757,1674,1590,1460,1920,1273,1204,7463,7447
1,3,15,22,1606,1552,1499,1408,1795,1217,1149,7319,7400
1,3,15,23,1467,1423,1378,1327,1732,1136,1103,7257,7229
1,3,15,24,1355,1319,1283,1219,1635,1094,1029,7302,7172
1,3,15,25,928,898,868,831,1087,740,737,6566,6592
1,4,15,1,5395,4698,4001,4242,4611,5092,6207,10801,10269
1,4,15,2,5659,4638,3617,6005,7769,7067,7505,13837,10942
1,4,15,3,7678,8018,8358,6752,8503,8518,8887,13879,14481
1,4,15,4,6982,8511,10040,8913,9173,8618,8915,13778,14149
1,4,15,5,6782,7751,8720,9166,8845,8307,9258,12408,13918
1,4,15,6,6802,8387,9971,9654,9621,8969,8912,14011,12517
1,4,15,7,6618,7907,9196,10412,11117,9386,9035,11650,14060
1,4,15,8,6457,7755,9053,8957,10453,10108,9340,11659,11800
1,4,15,9,6365,7553,8740,8804,9257,9586,9049,12030,11799
1,4,15,10,6166,7342,8518,8468,9004,8212,8865,11885,12047
1,4,15,11,5988,7115,8241,8153,8558,1851,7610,11927,11854
1,4,15,12,5763,6829,7895,7951,8265,1769,1835,11953,11947
1,4,15,13,5452,6516,7579,7620,8004,1701,1738,7635,11978
1,4,15,14,5152,6196,7240,7332,7667,1654,1677,7410,11613
1,4,15,15,4821,5864,6906,6966,7319,1575,1617,7182,11273
1,4,15,16,4582,5554,6527,6650,6945,1510,1544,6978,10927
1,4,15,17,4353,5243,6132,6249,6570,1425,1468,6854,10608
1,4,15,18,4098,4996,5895,5894,6182,1355,1394,6678,10425
1,4,15,19,3875,4740,5605,5627,5778,1265,1315,6547,10153
1,4,15,20,3639,4465,5292,5388,5545,1190,1235,6411,9957
1,4,15,21,3269,4175,5082,5049,5278,1133,1148,6371,9745
1,4,15,22,3041,3924,4808,4882,4974,1085,1104,6283,9679
1,4,15,23,2710,3585,4459,4605,4765,1016,1052,6262,9522
1,4,15,24,2574,3373,4171,4275,4521,985,989,6309,9491
1,4,15,25,1718,2198,2678,2742,2796,616,671,5866,8980
1,5,15,1,4290,4137,3984,4119,4842,5915,6070,11121,11443
1,5,15,2,6651,4846,3041,5677,6829,6092,7169,13886,11342
1,5,15,3,9291,8670,8049,5590,7557,7483,8387,13971,14415
1,5,15,4,8595,8901,9206,8267,8736,7639,8563,13490,14159
1,5,15,5,6932,7922,8911,8201,8341,7693,8349,12380,13579
1,5,15,6,3623,6527,9432,8890,9399,8721,8517,13908,12455
1,5,15,7,3563,6176,8789,8940,9124,8943,8884,11556,13968
1,5,15,8,3482,2887,2293,8884,9394,8691,8954,11722,11704
1,5,15,9,3402,2816,2230,2008,9144,9025,9121,11759,11847
1,5,15,10,3324,2742,2161,1950,2263,8425,9326,11668,11838
1,5,15,11,3179,2635,2090,1877,2176,1673,8693,11759,11681
1,5,15,12,3031,2526,2021,1817,2080,1603,1921,11572,11687
1,5,15,13,2840,2389,1937,1757,2002,1529,1830,8561,11597
1,5,15,14,2719,2280,1841,1682,1923,1471,1744,8398,8600
1,5,15,15,2553,2146,1739,1597,1834,1412,1671,8117,8435
1,5,15,16,2428,2043,1658,1508,1732,1344,1603,7835,8154
1,5,15,17,2352,1960,1568,1438,1633,1270,1524,7721,7863
1,5,15,18,2218,1860,1502,1357,1555,1200,1440,7485,7755
1,5,15,19,2132,1789,1446,1301,1464,1141,1357,7320,7515
1,5,15,20,2010,1695,1380,1258,1403,1073,1294,7118,7346
1,5,15,21,1861,1596,1332,1201,1356,1029,1211,7102,7143
1,5,15,22,1732,1501,1270,1158,1294,996,1166,7002,7121
1,5,15,23,1621,1404,1187,1107,1248,949,1128,6974,7002
1,5,15,24,1494,1310,1126,1027,1191,921,1073,7075,6978
1,5,15,25,986,862,738,694,788,618,767,6587,6653
1,6,15,1,3882,3149,2415,3887,4127,5986,6276,11815,12071
1,6,15,2,7943,6126,4308,5195,9167,6407,7764,14770,11881
1,6,15,3,9680,9868,10056,5844,9766,8807,9141,14820,15168
1,6,15,4,8534,10118,11702,8852,8801,8438,9238,14509,14777
1,6,15,5,7862,9099,10335,8721,9176,7818,9524,13306,14429
1,6,15,6,4558,7576,10593,9874,10725,8710,8484,14971,13250
1,6,15,7,4478,6947,9416,9386,11467,9273,9428,12398,14896
1,6,15,8,4359,3847,3335,8834,10455,9558,8757,12311,12404
1,6,15,9,4247,3740,3232,2890,9653,9286,10305,12427,12337
1,6,15,10,4081,3599,3117,2792,3832,8528,9402,12596,12322
1,6,15,11,3892,3448,3004,2675,3656,2302,8568,12476,12474
1,6,15,12,3717,3297,2877,2591,3488,2203,2028,12240,12376
1,6,15,13,3457,3105,2753,2475,3356,2091,1930,9061,11821
1,6,15,14,3262,2931,2600,2369,3197,2008,1831,8844,9130
1,6,15,15,3067,2758,2449,2237,3040,1912,1753,8562,8913
1,6,15,16,2901,2606,2310,2104,2856,1813,1668,8297,8631
1,6,15,17,2790,2487,2185,1984,2687,1709,1582,8145,8359
1,6,15,18,2603,2342,2081,1873,2538,1609,1487,7935,8209
1,6,15,19,2476,2239,2002,1786,2390,1521,1399,7770,7999
1,6,15,20,2324,2103,1881,1714,2281,1433,1321,7579,7827
1,6,15,21,2151,1973,1795,1621,2189,1366,1244,7568,7636
1,6,15,22,1972,1837,1703,1546,2076,1317,1190,7479,7622
1,6,15,23,1814,1700,1587,1472,1986,1246,1150,7462,7517
1,6,15,24,1657,1568,1479,1366,1863,1195,1087,7519,7502
1,6,15,25,1092,1009,926,861,1151,739,717,7088,7194
1,7,15,1,5755,4772,3789,4031,5229,5468,5837,12280,12772
1,7,15,2,5692,5091,4490,6393,5973,5773,7238,14955,12433
1,7,15,3,8982,8576,8170,6206,6801,7182,8131,14753,15364
1,7,15,4,8121,8611,9100,8332,8242,7801,8339,13950,14810
1,7,15,5,7078,7983,8887,8325,8235,7760,8484,12618,13964
1,7,15,6,3174,6154,9135,8813,9066,8606,8459,14198,12652
1,7,15,7,3117,5897,8677,9190,9143,9061,9115,11968,14258
1,7,15,8,3034,2985,2937,9773,9850,9243,9224,12003,12172
1,7,15,9,2984,2915,2846,3163,9067,9265,9173,11981,12074
1,7,15,10,2867,2809,2750,3060,3346,8459,9399,11818,12006
1,7,15,11,2719,2683,2648,2910,3192,3665,8065,11791,11815
1,7,15,12,2613,2579,2545,2833,3040,3503,751,11922,11793
1,7,15,13,2416,2424,2432,2719,2938,3319,711,8906,11961
1,7,15,14,2283,2301,2319,2594,2809,3203,673,8706,9044
1,7,15,15,2119,2148,2177,2474,2677,3070,649,8409,8843
1,7,15,16,2023,2037,2050,2325,2535,2917,621,8144,8542
1,7,15,17,1944,1933,1922,2191,2379,2769,591,8005,8271
1,7,15,18,1816,1834,1852,2048,2242,2597,559,7785,8133
1,7,15,19,1733,1756,1778,1977,2089,2454,524,7648,7912
1,7,15,20,1620,1650,1679,1904,2026,2285,496,7408,7776
1,7,15,21,1480,1547,1614,1791,1950,2203,461,7390,7530
1,7,15,22,1370,1448,1526,1721,1835,2130,444,7266,7502
1,7,15,23,1259,1337,1415,1637,1767,2007,431,7280,7360
1,7,15,24,1166,1250,1335,1507,1672,1943,407,7342,7379
1,7,15,25,778,835,893,1032,1111,1307,291,6806,6984
1,8,15,1,4766,4821,4876,4316,5149,5921,6569,10695,11164
1,8,15,2,9939,6206,2473,6145,7070,6508,7588,13586,10954
1,8,15,3,8597,8447,8296,6264,7868,8239,8363,13561,14135
1,8,15,4,9637,9517,9397,8452,9073,7909,8567,13218,13753
1,8,15,5,8140,8600,9060,8631,9255,8029,8624,12156,13384
1,8,15,6,3094,6383,9672,9041,9668,8714,8355,13757,12237
1,8,15,7,3060,5730,8401,9976,9567,9230,8695,11543,13845
1,8,15,8,2960,2776,2592,8629,9777,9116,9445,11512,11725
1,8,15,9,2900,2714,2528,1639,8959,9527,8907,11654,11660
1,8,15,10,2843,2641,2438,1600,3011,8789,9268,11612,11693
1,8,15,11,2740,2553,2365,1540,2917,2018,8509,11626,11627
1,8,15,12,2659,2481,2304,1500,2804,1965,1894,11641,11640
1,8,15,13,2516,2372,2229,1460,2713,1876,1837,8640,11726
1,8,15,14,2425,2286,2146,1416,2626,1819,1759,8466,8730
1,8,15,15,2300,2173,2046,1364,2537,1764,1701,8164,8555
1,8,15,16,2203,2082,1961,1298,2428,1699,1645,7906,8254
1,8,15,17,2125,1998,1871,1243,2299,1628,1582,7802,7991
1,8,15,18,2005,1903,1801,1187,2201,1539,1516,7575,7889
1,8,15,19,1938,1837,1736,1139,2101,1471,1433,7434,7655
1,8,15,20,1841,1749,1658,1101,2010,1404,1367,7251,7508
1,8,15,21,1711,1659,1607,1050,1943,1343,1304,7240,7324
1,8,15,22,1579,1557,1535,1021,1845,1299,1252,7176,7306
1,8,15,23,1455,1447,1438,974,1800,1229,1207,7160,7226
1,8,15,24,1364,1360,1356,917,1718,1200,1149,7236,7211
1,8,15,25,925,923,921,630,1174,838,857,6984,7078
1,9,15,1,4550,4097,3645,4248,4911,5390,6351,11981,13176
1,9,15,2,8083,5479,2874,5456,6115,6629,7094,14345,11938
1,9,15,3,9765,9184,8602,5514,8054,7859,7951,13938,14563
1,9,15,4,10079,9942,9805,8602,8595,8169,8002,13485,13989
1,9,15,5,8365,8941,9517,8449,8405,7583,8284,12099,13514
1,9,15,6,4665,7555,10445,9344,9814,8970,8341,13716,12157
1,9,15,7,4621,6803,8986,10074,10160,9771,9457,12116,13758
1,9,15,8,4516,4047,3577,8761,10477,9666,9632,11833,12193
1,9,15,9,4388,3948,3507,3005,8754,9967,9615,11614,11905
1,9,15,10,4351,3881,3410,2946,3578,8522,9936,11571,11641
1,9,15,11,4187,3741,3295,2839,3472,2135,8754,11653,11583
1,9,15,12,4073,3659,3245,2767,3343,2089,2939,11537,11676
1,9,15,13,3871,3498,3125,2721,3239,2002,2856,9112,11550
1,9,15,14,3754,3391,3028,2627,3173,1946,2742,9018,9146
1,9,15,15,3572,3228,2884,2536,3046,1900,2650,8717,9055
1,9,15,16,3432,3111,2790,2423,2941,1827,2591,8463,8754
1,9,15,17,3310,2986,2662,2341,2792,1751,2481,8438,8499
1,9,15,18,3137,2858,2579,2233,2692,1665,2381,8140,8478
1,9,15,19,3032,2755,2478,2159,2564,1601,2264,8017,8175
1,9,15,20,2867,2625,2383,2078,2476,1526,2174,7827,8052
1,9,15,21,2654,2483,2313,1998,2376,1472,2066,7806,7862
1,9,15,22,2482,2347,2213,1940,2285,1418,1997,7741,7835
1,9,15,23,2334,2210,2085,1852,2226,1362,1916,7724,7765
1,9,15,24,2203,2090,1977,1746,2125,1322,1845,7831,7741
1,9,15,25,1683,1611,1538,1362,1629,1029,1495,7488,7544
1,1,16,1,11329,9339,7350,8211,7257,7061,9449,16866,13368
1,1,16,2,11516,11509,11503,9473,9507,7292,7370,17949,16943
1,1,16,3,11082,11382,11682,11152,11714,10079,8340,15794,18105
1,1,16,4,11308,11760,12213,10811,11900,11110,9859,16434,16643
1,1,16,5,12641,12976,13311,12065,12118,11923,11681,16220,16501
1,1,16,6,12994,13064,13135,12835,13289,12220,12000,16055,16276
1,1,16,7,13983,13734,13485,12787,13272,12844,11699,15401,16065
1,1,16,8,13715,13524,13332,12924,12868,12849,12196,14790,15387
1,1,16,9,13788,13770,13752,12728,12883,12317,12282,14427,14794
1,1,16,10,13129,13247,13364,13005,12677,12284,11792,14043,14406
1,1,16,11,12505,12864,13224,12670,12774,12233,11783,13624,14046
1,1,16,12,11828,12206,12583,12580,12187,12246,11707,13653,13642
1,1,16,13,10910,11558,12207,11848,12117,11764,11552,13352,13609
1,1,16,14,9482,10527,11572,11590,11509,11506,11169,13008,13334
1,1,16,15,8722,9740,10759,10973,11079,10834,10828,12323,13025
1,1,16,16,8202,9051,9900,10249,10462,10588,10236,12334,12326
1,1,16,17,7580,8144,8709,9220,9718,9943,9968,12191,12320
1,1,16,18,7131,8118,9105,8311,8612,9412,9454,11941,12164
1,1,16,19,6903,7697,8491,8294,7879,8154,8880,11814,11948
1,1,16,20,6420,7258,8096,8192,7687,7634,7693,11583,11777
1,1,16,21,5943,6906,7869,7804,8070,7430,7342,11398,11601
1,1,16,22,5426,6437,7447,7598,7675,7854,6987,11532,11385
1,1,16,23,5094,6043,6993,7182,7495,7467,6764,11064,11559
1,1,16,24,4964,5713,6462,6724,7071,7251,6477,10047,11056
1,1,16,25,3411,3950,4490,4657,4906,5142,4852,9053,10063
1,2,16,1,11607,9824,8041,8076,7001,7170,9396,16655,12912
1,2,16,2,11378,10858,10337,10427,9368,5549,6835,17714,16617
1,2,16,3,11746,11446,11146,11167,12061,9676,7657,15554,17854
1,2,16,4,11934,12269,12605,11016,12133,11332,9375,15961,16235
1,2,16,5,13496,14042,14589,13353,12795,12283,11698,15862,16043
1,2,16,6,13407,13358,13309,14048,14436,12826,12450,15807,15885
1,2,16,7,13393,13305,13217,12809,13748,13608,12104,15209,15829
1,2,16,8,13286,13185,13085,12608,12733,13117,12886,14571,15235
1,2,16,9,13232,13090,12948,12536,12614,12192,12423,14294,14604
1,2,16,10,12520,12673,12826,12451,12350,12085,11649,13841,14359
1,2,16,11,11833,12214,12595,12180,12235,11938,11667,13275,13887
1,2,16,12,11285,11599,11913,12056,11829,11747,11427,13405,13322
1,2,16,13,10445,10955,11465,11341,11662,11267,11143,13073,13443
1,2,16,14,9021,9992,10964,10991,10926,11052,10680,12685,13124
1,2,16,15,8445,9440,10434,10472,10656,10458,10408,12043,12732
1,2,16,16,7933,8568,9202,9951,10044,10018,9893,12072,12102
1,2,16,17,7798,8131,8465,8865,9423,9598,9538,11793,12114
1,2,16,18,7313,8143,8974,8220,8114,9012,9105,11584,11809
1,2,16,19,7038,7747,8456,8407,7957,7714,8338,11333,11595
1,2,16,20,6645,7353,8062,8169,7896,7814,7196,11011,11367
1,2,16,21,6065,6928,7791,7760,8630,7708,7038,10876,11024
1,2,16,22,5625,6497,7369,7508,8225,7489,7261,10823,10859
1,2,16,23,5295,6106,6918,7156,7926,7081,6750,10748,10881
1,2,16,24,4970,5713,6456,6656,7615,6884,6334,9920,10723
1,2,16,25,3644,4157,4669,4834,5337,4963,4850,8880,9932
1,3,16,1,12309,10194,8080,8035,7361,7964,10139,17372,14299
1,3,16,2,10955,11207,11459,11190,10489,6353,7686,18386,17411
1,3,16,3,11785,11966,12147,12094,12891,10723,8965,16417,18602
1,3,16,4,11876,12036,12197,11660,12774,12062,10514,16688,17284
1,3,16,5,12747,13147,13547,12214,12710,12788,12375,16702,16750
1,3,16,6,13158,13312,13467,13374,13266,12545,12769,16435,16708
1,3,16,7,13709,13594,13479,13043,13539,12750,12306,15783,16437
1,3,16,8,13738,13544,13350,12976,13073,12868,12278,14986,15776
1,3,16,9,13881,13726,13572,12857,13039,12584,12255,14526,14971
1,3,16,10,12990,13233,13477,13117,12717,12443,12011,14272,14529
1,3,16,11,12501,12922,13342,12878,12735,12212,11863,13794,14262
1,3,16,12,11872,12268,12664,12775,12482,12138,11692,13868,13805
1,3,16,13,10923,11542,12161,12073,12259,11868,11513,13485,13850
1,3,16,14,9912,10741,11571,11603,11641,11696,11310,13140,13530
1,3,16,15,9031,9973,10915,11075,11091,11036,11046,12459,13145
1,3,16,16,8589,9282,9975,10453,10533,10452,10487,12500,12459
1,3,16,17,7983,8638,9294,9645,9892,10030,9792,12268,12472
1,3,16,18,7396,8344,9293,8981,9156,9544,9453,12135,12281
1,3,16,19,7024,7844,8664,8855,8708,8530,9010,11885,12109
1,3,16,20,6547,7330,8113,8307,8160,8220,8047,11573,11889
1,3,16,21,5922,6865,7808,7755,7841,7955,7861,11517,11559
1,3,16,22,5412,6386,7360,7481,7333,7587,7557,11537,11516
1,3,16,23,4946,5857,6769,7050,7072,7082,7800,11252,11535
1,3,16,24,4566,5434,6302,6474,6679,6821,7277,10461,11226
1,3,16,25,3127,3696,4265,4412,4441,4610,5207,9407,10448
1,4,16,1,12086,10094,8102,8625,7610,7810,10235,17236,13992
1,4,16,2,10180,10972,11764,10289,11221,7088,7928,18368,17285
1,4,16,3,10724,11280,11836,11791,12758,11555,9121,16329,18574
1,4,16,4,11223,11509,11795,11399,12825,12226,11577,16907,17337
1,4,16,5,11936,12188,12440,11697,12395,12725,12396,16784,16914
1,4,16,6,12510,12703,12897,12453,12968,12357,12631,16487,16821
1,4,16,7,13512,13123,12734,12599,13161,12547,11960,15736,16491
1,4,16,8,13434,13076,12717,12471,13148,12673,12043,14980,15741
1,4,16,9,13472,13321,13170,12456,12774,12583,12026,14602,15000
1,4,16,10,12884,12949,13013,12823,12622,12333,12000,14404,14625
1,4,16,11,12352,12662,12972,12601,12828,12001,11782,13915,14390
1,4,16,12,11778,12114,12450,12532,12548,12421,11571,13909,13885
1,4,16,13,10977,11480,11982,11996,12310,11980,11703,13655,13898
1,4,16,14,10040,10690,11340,11453,11839,11768,11409,13094,13662
1,4,16,15,9632,10277,10923,10890,11099,11196,11169,12576,13068
1,4,16,16,8615,9298,9980,10434,10547,10789,10602,12562,12566
1,4,16,17,7995,8633,9272,9606,10205,10093,10171,12423,12548
1,4,16,18,7526,8289,9052,8950,9152,9580,9619,12383,12404
1,4,16,19,7117,7442,7768,8656,8817,9042,9054,12109,12392
1,4,16,20,6683,7008,7334,8054,8300,8307,8286,11780,12114
1,4,16,21,6004,6523,7043,7548,7955,7690,7828,11747,11858
1,4,16,22,5585,6124,6664,7298,7497,7437,7629,11770,11688
1,4,16,23,4977,5579,6180,6885,7182,6963,7109,11451,11776
1,4,16,24,4729,5255,5781,6392,6813,6753,6688,10491,11468
1,4,16,25,3156,3434,3712,4098,4215,4223,4537,9754,10519
1,5,16,1,11829,9997,8164,9082,7400,7747,9821,17119,12408
1,5,16,2,10978,10763,10548,10046,10869,6644,7460,18636,17117
1,5,16,3,11749,11660,11571,10781,12470,11093,8669,16502,18826
1,5,16,4,11632,11802,11972,10799,12221,11911,11225,17161,17258
1,5,16,5,12366,12709,13051,11752,12296,12391,12161,16772,16887
1,5,16,6,12703,12816,12929,12623,12898,12101,12222,16217,16739
1,5,16,7,13419,13273,13127,12408,13178,12525,11710,15645,16202
1,5,16,8,13421,13254,13087,12528,12779,12668,12142,14922,15633
1,5,16,9,13528,13416,13305,12475,12690,12320,12159,14665,14933
1,5,16,10,12861,12997,13134,12683,12550,12267,11847,14357,14655
1,5,16,11,12297,12677,13058,12478,12542,12038,11689,13863,14337
1,5,16,12,11705,12049,12392,12291,12170,11980,11489,13813,13842
1,5,16,13,11066,11504,11941,11723,12005,11581,11426,13525,13781
1,5,16,14,9810,10643,11476,11330,11331,11411,10997,13124,13514
1,5,16,15,8991,9838,10685,10825,10905,10760,10733,12592,13099
1,5,16,16,8312,9070,9829,10091,10371,10442,10138,12549,12571
1,5,16,17,8007,8462,8917,9285,9606,9867,9838,12341,12536
1,5,16,18,7549,8146,8742,8402,8918,9278,9333,12196,12311
1,5,16,19,7257,8038,8819,8576,8183,8607,8690,11877,12178
1,5,16,20,6841,7630,8420,8330,8269,8012,8116,11495,11839
1,5,16,21,6334,7229,8125,7955,8105,7556,7496,11555,11461
1,5,16,22,5896,6822,7747,7669,7736,7541,7312,11451,11515
1,5,16,23,5517,6379,7241,7330,7461,7184,6812,11241,11404
1,5,16,24,5084,5975,6866,6802,7119,6971,6484,10368,11184
1,5,16,25,3355,3929,4502,4597,4708,4683,4636,9652,10388
1,6,16,1,13135,11114,9093,9788,7788,8269,10340,17818,13359
1,6,16,2,12220,12272,12325,11906,14456,8519,9429,19386,17817
1,6,16,3,12481,12520,12559,12472,14704,13651,10408,17411,19468
1,6,16,4,12530,12734,12938,12027,14039,14007,13249,17639,18240
1,6,16,5,13265,13606,13947,12814,14125,13760,14338,17675,17651
1,6,16,6,13325,13695,14064,13619,13954,13557,13618,17298,17650
1,6,16,7,14455,14333,14211,13519,14191,13410,13000,16634,17245
1,6,16,8,14388,14097,13807,13477,13870,13696,13001,15777,16595
1,6,16,9,14284,14303,14323,13234,13769,13323,13158,15424,15736
1,6,16,10,13860,13991,14122,13635,13502,13163,12688,15228,15410
1,6,16,11,13034,13476,13919,13474,13563,12923,12526,14598,15164
1,6,16,12,12339,12782,13226,13176,13199,12884,12119,14594,14537
1,6,16,13,11387,12027,12666,12501,12809,12488,12125,14293,14541
1,6,16,14,10040,11109,12179,11918,12216,12164,11618,13834,14239
1,6,16,15,8692,10005,11319,11353,11465,11556,11380,13350,13761
1,6,16,16,9354,9742,10131,10579,11095,10999,10755,13387,13269
1,6,16,17,7312,8281,9251,9572,10321,10519,10350,13176,13353
1,6,16,18,6823,8070,9317,9258,9632,9632,9765,13062,13137
1,6,16,19,6488,6749,7010,8625,8554,9061,8911,12917,13039
1,6,16,20,6091,6339,6587,6730,8391,8242,8332,12480,12811
1,6,16,21,5637,5961,6284,6364,7039,8535,8116,12495,12485
1,6,16,22,5168,5565,5962,6072,6674,7342,7260,12249,12380
1,6,16,23,4753,5156,5558,5779,6386,6944,8231,11835,12212
1,6,16,24,4343,4760,5178,5363,5989,6659,7775,11015,11888
1,6,16,25,2862,3053,3244,3380,3700,4118,5132,10384,10949
1,7,16,1,11733,9977,8221,9440,7712,7928,10473,17448,13329
1,7,16,2,11641,11585,11529,10812,12889,7927,8044,19241,17491
1,7,16,3,11500,11842,12184,11685,13473,12512,9683,16948,19435
1,7,16,4,11840,11967,12093,11295,13209,13090,12290,17403,17944
1,7,16,5,12886,12858,12831,11979,12722,13194,12754,17002,17150
1,7,16,6,12567,12790,13014,12533,13156,12750,12853,16712,16973
1,7,16,7,13474,13405,13336,12558,13282,12796,12243,15994,16685
1,7,16,8,13737,13444,13151,12760,12967,12911,12282,15145,15963
1,7,16,9,13750,13491,13231,12460,12967,12495,12205,14651,15128
