Census Division,Class,Vocational ?,Vintage,Fuel,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
7,7,1,11,2,115,28,22,53,61,44,110,87,0,0,6,10,0
7,7,1,11,3,0,0,0,0,0,0,0,0,0,0,0,0,1
7,7,1,11,4,1,0,0,0,0,0,0,0,0,0,5,6,14
7,7,1,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7,1,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7,1,12,1,4284,3849,3385,3962,4464,4123,5214,2957,2168,1483,2078,2110,2354
7,7,1,12,2,56,111,28,21,48,69,28,119,84,0,0,6,10
7,7,1,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7,1,12,4,1,1,0,0,0,0,0,0,0,0,0,5,5
7,7,1,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7,1,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7,1,13,1,5259,4155,3759,3285,3795,4280,3980,5072,2800,2096,1422,1981,2069
7,7,1,13,2,126,55,106,26,19,51,76,29,117,84,0,0,7
7,7,1,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7,1,13,4,0,1,1,0,0,0,0,0,0,0,0,0,5
7,7,1,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7,1,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7,1,14,1,3957,4905,4026,3481,3185,3581,4095,3827,4844,2688,2015,1384,1960
7,7,1,14,2,133,114,54,88,23,18,53,83,30,112,80,0,0
7,7,1,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7,1,14,4,0,0,1,1,0,0,0,0,0,0,0,0,0
7,7,1,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7,1,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7,1,15,1,3143,3579,4550,3708,3202,3000,3367,3802,3373,4451,2504,1807,1315
7,7,1,15,2,204,121,101,52,69,20,17,52,91,26,101,82,0
7,7,1,15,3,83,0,0,0,0,0,0,0,0,0,0,0,0
7,7,1,15,4,0,0,0,1,1,1,0,0,0,0,0,0,0
7,7,1,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7,1,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7,1,16,1,2193,3003,3200,4403,3390,3085,2814,3255,3557,3191,4273,2395,1756
7,7,1,16,2,229,204,109,98,49,67,16,16,50,85,22,100,82
7,7,1,16,3,53,76,0,0,0,0,0,0,0,0,0,0,0
7,7,1,16,4,0,0,0,0,1,1,1,0,0,0,0,0,0
7,7,1,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7,1,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7,1,17,1,2266,2080,2863,3098,4255,3224,2968,2702,3092,3378,3055,4081,2338
7,7,1,17,2,210,219,204,105,94,44,64,16,16,54,81,20,100
7,7,1,17,3,35,51,69,1,0,0,0,0,0,0,0,0,0
7,7,1,17,4,0,0,0,0,0,1,1,1,0,0,0,0,0
7,7,1,17,5,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7,1,17,6,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7,1,18,1,2769,2122,1966,2731,2996,3992,3058,2796,2587,2990,3274,2952,3967
7,7,1,18,2,300,197,208,196,100,89,39,67,15,14,51,76,19
7,7,1,18,3,65,32,48,60,1,0,0,0,0,0,0,0,0
7,7,1,18,4,0,0,0,0,0,0,0,1,1,0,0,0,0
7,7,1,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7,1,18,6,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7,1,19,1,1735,2577,1978,1861,2599,2789,3728,2865,2660,2467,2931,3107,2898
7,7,1,19,2,213,285,184,202,187,92,83,37,62,13,17,44,76
7,7,1,19,3,25,60,29,42,50,1,0,0,0,0,0,0,0
7,7,1,19,4,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7,1,19,5,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7,1,19,6,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7,1,20,1,1594,1620,2384,1849,1755,2413,2582,3542,2764,2558,2395,2818,3029
7,7,1,20,2,176,200,269,172,195,173,83,79,37,57,14,13,45
7,7,1,20,3,10,25,54,27,35,46,1,0,0,0,0,0,0
7,7,1,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7,1,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7,1,20,6,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7,1,21,1,1633,1448,1504,2280,1720,1659,2226,2446,3407,2630,2465,2310,2745
7,7,1,21,2,213,159,187,256,160,185,159,78,72,36,54,12,14
7,7,1,21,3,0,8,24,49,24,33,41,1,0,0,0,0,0
7,7,1,21,4,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7,1,21,5,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7,1,21,6,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7,1,22,1,2000,1515,1301,1410,2175,1608,1563,2073,2282,3239,2512,2347,2282
7,7,1,22,2,411,210,141,171,243,148,175,143,75,70,32,50,11
7,7,1,22,3,30,0,6,18,44,20,31,39,1,0,0,0,0
7,7,1,22,4,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7,1,22,5,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7,1,22,6,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7,1,23,1,1933,1835,1397,1206,1316,2018,1496,1452,1925,2181,3079,2386,2336
7,7,1,23,2,317,388,207,133,154,226,135,166,139,77,67,28,49
7,7,1,23,3,19,25,0,5,12,40,15,27,36,0,0,0,0
7,7,1,23,4,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7,1,23,5,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7,1,23,6,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7,1,24,1,1138,1733,1669,1315,1110,1224,1860,1412,1376,1818,2063,2935,2336
7,7,1,24,2,175,296,365,201,124,149,208,132,153,134,76,66,26
7,7,1,24,3,14,19,20,0,4,11,36,13,22,36,0,0,0
7,7,1,24,4,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7,1,24,5,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7,1,24,6,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7,1,25,1,1080,1004,1532,1529,1232,1041,1132,1712,1318,1296,1701,1963,2872
7,7,1,25,2,214,161,274,336,194,119,144,191,125,147,132,72,63
7,7,1,25,3,14,13,19,18,0,4,9,34,12,20,35,0,0
7,7,1,25,4,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7,1,25,5,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7,1,25,6,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7,1,26,1,1003,968,870,1405,1388,1141,971,1078,1623,1260,1211,1608,1894
7,7,1,26,2,201,192,147,254,306,174,114,132,181,114,139,115,70
7,7,1,26,3,9,14,12,18,15,0,4,8,34,12,21,31,0
7,7,1,26,4,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7,1,26,5,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7,1,26,6,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7,1,27,1,875,894,856,805,1278,1271,1050,925,1014,1534,1186,1140,1563
7,7,1,27,2,279,182,170,134,233,290,153,103,125,168,104,135,106
7,7,1,27,3,5,8,13,10,16,13,0,3,9,32,11,16,27
7,7,1,27,4,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7,1,27,5,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7,1,27,6,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7,1,28,1,774,782,784,798,740,1181,1153,984,871,962,1437,1104,1114
7,7,1,28,2,283,242,162,154,120,217,273,142,96,120,157,103,132
7,7,1,28,3,8,6,6,13,8,12,11,0,3,8,29,10,18
7,7,1,28,4,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7,1,28,5,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7,1,28,6,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7,1,29,1,686,695,689,733,739,681,1083,1064,939,832,912,1360,1048
7,7,1,29,2,219,269,205,145,138,113,201,258,138,98,122,141,99
7,7,1,29,3,2,6,7,5,13,7,7,11,0,2,7,25,10
7,7,1,29,4,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7,1,29,5,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7,1,29,6,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7,1,30,1,343,612,615,639,682,684,621,1023,1001,899,765,859,1342
7,7,1,30,2,159,201,255,187,128,127,105,176,240,131,93,116,143
7,7,1,30,3,2,2,3,7,4,11,6,8,11,0,1,6,24
7,7,1,30,4,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7,1,30,5,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7,1,30,6,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7,1,31,1,477,299,537,576,589,623,628,575,979,921,847,727,850
7,7,1,31,2,199,148,183,234,169,123,115,104,161,233,125,90,114
7,7,1,31,3,1,2,2,3,7,4,8,4,7,12,0,0,6
7,7,1,31,4,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7,1,31,5,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7,1,31,6,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7,1,32,1,649,422,254,492,536,543,563,574,548,916,871,785,712
7,7,1,32,2,216,175,137,165,212,161,118,111,98,153,209,115,89
7,7,1,32,3,1,1,1,2,3,7,4,5,3,4,11,0,0
7,7,1,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7,1,32,5,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7,1,32,6,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7,1,33,1,709,538,366,407,447,472,497,526,547,513,890,819,770
7,7,1,33,2,236,194,151,149,147,150,152,111,105,93,155,189,113
7,7,1,33,3,1,1,0,1,1,4,7,3,4,4,6,12,0
7,7,1,33,4,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7,1,33,5,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7,1,33,6,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7,1,34,1,935,1364,1792,1841,1889,2131,2373,2489,2360,2756,3094,3694,4371
7,7,1,34,2,312,465,618,725,831,894,956,934,811,898,928,1031,1168
7,7,1,34,3,2,3,4,3,2,5,8,16,16,17,22,23,31
7,7,1,34,4,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7,1,34,5,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7,1,34,6,0,0,0,0,0,0,0,0,0,0,0,0,0
8,7,1,1,1,1001,1280,1310,1725,1626,1247,1517,1461,1482,1144,1470,1065,1131
8,7,1,1,2,0,5,0,10,6,12,17,23,0,7,6,6,9
8,7,1,1,3,0,0,1,23,8,9,6,1,5,5,7,0,0
8,7,1,1,4,4,2,1,0,2,1,1,1,4,3,2,0,0
8,7,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0
8,7,1,1,6,0,0,0,0,0,0,0,0,0,0,0,1,1
8,7,1,2,1,1100,1061,1280,1304,1725,1592,1247,1592,1548,1559,1144,1485,1104
8,7,1,2,2,0,4,5,0,10,7,12,17,34,0,5,7,5
8,7,1,2,3,0,0,0,1,23,10,9,10,1,5,5,6,0
8,7,1,2,4,0,4,2,1,0,4,1,1,2,4,3,2,0
8,7,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0
8,7,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,1
8,7,1,3,1,714,1088,1120,1255,1298,1716,1558,1287,1589,1592,1614,1121,1458
8,7,1,3,2,0,0,8,5,0,9,7,13,17,61,0,5,8
8,7,1,3,3,0,0,0,0,1,24,11,9,10,1,5,5,6
8,7,1,3,4,0,0,4,2,1,1,6,1,1,2,4,3,2
8,7,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0
8,7,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0
8,7,1,4,1,1035,700,1075,1096,1230,1310,1707,1544,1307,1653,1653,1524,1111
8,7,1,4,2,60,0,0,8,4,0,7,6,12,16,68,0,5
8,7,1,4,3,0,0,0,0,0,1,24,11,8,10,1,5,6
8,7,1,4,4,0,0,0,5,2,2,2,6,1,1,2,4,3
8,7,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0
8,7,1,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0
8,7,1,5,1,2117,1030,686,1066,1072,1255,1322,1758,1530,1366,1659,1693,1538
8,7,1,5,2,34,50,0,0,7,4,0,6,5,12,14,69,0
8,7,1,5,3,0,0,0,0,0,0,1,23,11,8,10,2,5
8,7,1,5,4,0,0,0,0,5,2,2,2,8,1,0,2,1
8,7,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
8,7,1,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
8,7,1,6,1,3617,2120,1025,709,1056,1081,1279,1335,1781,1608,1365,1662,1700
8,7,1,6,2,17,35,40,0,0,7,4,0,6,5,11,10,68
8,7,1,6,3,0,0,0,0,0,0,0,1,24,11,8,10,2
8,7,1,6,4,0,0,0,0,0,5,2,2,2,8,1,1,2
8,7,1,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0
8,7,1,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
8,7,1,7,1,3366,3676,2122,1026,731,1080,1089,1296,1364,1772,1637,1400,1675
8,7,1,7,2,31,19,36,40,0,0,7,4,0,7,5,11,12
8,7,1,7,3,0,0,0,0,0,0,0,0,1,23,12,8,10
8,7,1,7,4,0,0,0,0,0,0,5,2,2,2,8,1,0
8,7,1,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0
8,7,1,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0
8,7,1,8,1,3762,3346,3734,2106,1026,755,1104,1108,1283,1424,1702,1630,1401
8,7,1,8,2,23,27,21,39,39,0,0,7,4,0,9,5,11
8,7,1,8,3,0,0,0,0,0,0,0,0,0,1,23,12,8
8,7,1,8,4,0,0,0,0,0,0,0,6,2,2,2,8,1
8,7,1,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0
8,7,1,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0
8,7,1,9,1,3481,3767,3326,3672,2090,1044,779,1107,1082,1280,1427,1698,1637
8,7,1,9,2,22,22,23,21,41,37,0,0,8,4,0,9,5
8,7,1,9,3,0,0,0,0,0,0,0,0,0,0,1,22,12
8,7,1,9,4,0,0,0,0,0,0,0,0,5,2,3,2,8
8,7,1,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0
8,7,1,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0
8,7,1,10,1,2909,3437,3771,3278,3610,2100,1062,787,1112,1078,1258,1408,1670
8,7,1,10,2,14,22,21,23,20,48,34,0,0,8,5,0,10
8,7,1,10,3,0,0,0,0,0,0,0,0,0,0,0,1,21
8,7,1,10,4,2,0,0,0,0,0,0,0,0,7,4,3,2
8,7,1,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0
8,7,1,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0
8,7,1,11,1,2728,2914,3393,3741,3230,3612,2110,1099,793,1121,1089,1267,1405
8,7,1,11,2,45,14,21,24,23,18,55,33,0,0,8,5,0
8,7,1,11,3,0,0,0,0,0,0,0,0,0,0,0,0,1
8,7,1,11,4,2,2,0,0,0,0,0,0,0,0,4,4,2
8,7,1,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0
8,7,1,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0
8,7,1,12,1,2812,2726,2919,3375,3711,3228,3613,2176,1092,815,1140,1100,1297
8,7,1,12,2,55,46,13,20,26,30,16,52,46,0,0,8,5
8,7,1,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0
8,7,1,12,4,3,4,1,0,0,0,0,0,0,0,0,5,2
8,7,1,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0
8,7,1,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0
8,7,1,13,1,3650,2825,2724,2927,3356,3731,3225,3654,2229,1087,838,1165,1092
8,7,1,13,2,75,55,46,12,18,32,36,17,59,46,0,0,7
8,7,1,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0
8,7,1,13,4,0,3,5,1,0,2,0,0,0,0,0,0,3
8,7,1,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0
8,7,1,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0
8,7,1,14,1,2640,3565,2837,2629,2935,3335,3751,3295,3701,2265,1102,884,1156
8,7,1,14,2,90,69,54,50,11,17,37,45,16,62,45,0,0
8,7,1,14,3,2,0,0,0,0,0,0,0,0,0,0,0,0
8,7,1,14,4,0,0,2,4,0,1,3,0,0,0,0,0,0
8,7,1,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0
8,7,1,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0
8,7,1,15,1,2263,2572,3480,2722,2534,2914,3313,3713,3274,3645,2243,1100,872
8,7,1,15,2,176,85,63,53,53,11,16,38,48,17,61,47,0
8,7,1,15,3,64,2,0,0,0,0,0,0,0,0,0,0,0
8,7,1,15,4,0,0,0,2,3,1,1,3,0,0,0,0,0
8,7,1,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0
8,7,1,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0
8,7,1,16,1,1769,2207,2504,3395,2606,2540,2893,3366,3793,3293,3644,2277,1110
8,7,1,16,2,180,166,80,59,52,52,11,18,36,48,17,63,50
8,7,1,16,3,25,55,2,0,0,0,0,0,0,0,0,0,0
8,7,1,16,4,0,0,0,0,2,3,1,1,2,0,0,0,0
8,7,1,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0
8,7,1,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0
8,7,1,17,1,1673,1737,2150,2462,3309,2620,2545,2928,3492,3802,3342,3617,2290
8,7,1,17,2,157,178,156,77,54,49,51,10,18,34,46,14,63
8,7,1,17,3,26,24,46,2,0,0,0,0,0,0,0,0,0
8,7,1,17,4,0,0,0,0,0,2,3,1,1,2,0,0,0
8,7,1,17,5,0,0,0,0,0,0,0,0,0,0,0,0,0
8,7,1,17,6,0,0,0,0,0,0,0,0,0,0,0,0,0
8,7,1,18,1,2211,1644,1705,2096,2419,3314,2633,2589,2969,3505,3835,3317,3574
8,7,1,18,2,215,158,175,151,73,55,46,51,9,16,32,47,14
8,7,1,18,3,48,24,22,41,1,0,0,0,0,0,0,0,0
8,7,1,18,4,0,0,0,0,0,0,2,3,1,1,2,0,0
8,7,1,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0
8,7,1,18,6,0,0,0,0,0,0,0,0,0,0,0,0,0
8,7,1,19,1,1483,2156,1614,1666,2042,2410,3319,2658,2622,3026,3509,3833,3312
8,7,1,19,2,171,207,158,175,146,69,56,46,51,9,15,33,48
8,7,1,19,3,20,43,21,21,36,1,0,0,0,0,0,0,0
8,7,1,19,4,0,0,0,0,0,0,0,1,3,1,1,2,0
8,7,1,19,5,0,0,0,0,0,0,0,0,0,0,0,0,0
8,7,1,19,6,0,0,0,0,0,0,0,0,0,0,0,0,0
8,7,1,20,1,1169,1460,2101,1582,1626,2054,2400,3347,2703,2623,2983,3471,3842
8,7,1,20,2,154,164,198,154,174,140,65,56,46,52,8,14,32
8,7,1,20,3,15,18,37,20,20,35,1,0,0,0,0,0,0
8,7,1,20,4,0,0,0,0,0,0,0,0,1,2,1,1,2
8,7,1,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0
8,7,1,20,6,0,0,0,0,0,0,0,0,0,0,0,0,0
8,7,1,21,1,1466,1154,1437,2046,1550,1608,2065,2400,3389,2692,2608,2910,3446
8,7,1,21,2,171,149,156,195,150,173,134,63,57,43,49,7,12
8,7,1,21,3,0,15,15,33,18,20,33,1,0,0,0,0,0
8,7,1,21,4,0,0,0,0,0,0,0,0,0,2,2,1,1
8,7,1,21,5,0,0,0,0,0,0,0,0,0,0,0,0,0
8,7,1,21,6,0,0,0,0,0,0,0,0,0,0,0,0,0
8,7,1,22,1,1488,1426,1139,1415,1990,1527,1589,2073,2398,3432,2677,2609,2880
8,7,1,22,2,314,171,143,152,192,146,171,131,58,55,43,44,7
8,7,1,22,3,18,0,14,14,29,18,19,28,1,0,0,0,0
8,7,1,22,4,0,0,0,0,0,0,0,0,0,0,2,1,0
8,7,1,22,5,0,0,0,0,0,0,0,0,0,0,0,0,0
8,7,1,22,6,0,0,0,0,0,0,0,0,0,0,0,0,0
8,7,1,23,1,1817,1455,1385,1103,1393,1953,1503,1588,2067,2391,3416,2648,2605
8,7,1,23,2,301,300,171,143,148,181,142,161,128,58,55,42,42
8,7,1,23,3,17,17,0,13,13,28,17,14,27,1,0,0,0
8,7,1,23,4,0,0,0,0,0,0,0,0,0,0,0,2,1
8,7,1,23,5,0,0,0,0,0,0,0,0,0,0,0,0,0
8,7,1,23,6,0,0,0,0,0,0,0,0,0,0,0,0,0
8,7,1,24,1,1247,1770,1422,1354,1067,1363,1916,1506,1572,2067,2366,3346,2638
8,7,1,24,2,264,289,285,166,143,142,170,139,163,129,57,51,42
8,7,1,24,3,33,15,16,0,12,14,26,18,13,29,1,0,0
8,7,1,24,4,0,0,0,0,0,0,0,0,0,0,0,0,2
8,7,1,24,5,0,0,0,0,0,0,0,0,0,0,0,0,0
8,7,1,24,6,0,0,0,0,0,0,0,0,0,0,0,0,0
8,7,1,25,1,1202,1209,1722,1377,1323,1046,1332,1890,1482,1572,2024,2295,3309
8,7,1,25,2,257,249,277,275,160,137,136,164,137,165,125,50,49
8,7,1,25,3,13,31,13,14,0,12,14,24,17,12,30,1,0
8,7,1,25,4,0,0,0,0,0,0,0,0,0,0,0,0,0
8,7,1,25,5,0,0,0,0,0,0,0,0,0,0,0,0,0
8,7,1,25,6,0,0,0,0,0,0,0,0,0,0,0,0,0
8,7,1,26,1,1137,1148,1171,1670,1331,1296,1025,1314,1859,1453,1552,1996,2259
8,7,1,26,2,253,241,234,266,264,152,130,134,162,132,163,114,47
8,7,1,26,3,13,13,29,13,12,0,11,14,23,16,11,29,1
8,7,1,26,4,0,0,0,0,0,0,0,0,0,0,0,0,0
8,7,1,26,5,0,0,0,0,0,0,0,0,0,0,0,0,0
8,7,1,26,6,0,0,0,0,0,0,0,0,0,0,0,0,0
8,7,1,27,1,1172,1094,1094,1151,1618,1303,1268,1029,1291,1839,1441,1533,1957
8,7,1,27,2,362,250,225,225,254,259,144,124,132,162,127,161,113
8,7,1,27,3,12,12,12,27,12,12,0,11,15,23,16,11,28
8,7,1,27,4,0,0,0,0,0,0,0,0,0,0,0,0,0
8,7,1,27,5,0,0,0,0,0,0,0,0,0,0,0,0,0
8,7,1,27,6,0,0,0,0,0,0,0,0,0,0,0,0,0
8,7,1,28,1,1230,1133,1051,1070,1130,1589,1275,1264,996,1244,1801,1414,1500
8,7,1,28,2,356,344,246,215,215,251,254,146,118,127,154,124,156
8,7,1,28,3,9,12,11,12,25,12,12,0,9,12,19,14,12
8,7,1,28,4,0,0,0,0,0,0,0,0,0,0,0,0,0
8,7,1,28,5,0,0,0,0,0,0,0,0,0,0,0,0,0
8,7,1,28,6,0,0,0,0,0,0,0,0,0,0,0,0,0
8,7,1,29,1,963,1168,1093,1027,1045,1103,1559,1262,1252,997,1237,1753,1397
8,7,1,29,2,294,335,326,239,205,212,248,242,147,118,122,153,119
8,7,1,29,3,8,9,11,10,12,25,11,10,0,9,11,20,13
8,7,1,29,4,0,0,0,0,0,0,0,0,0,0,0,0,0
8,7,1,29,5,0,0,0,0,0,0,0,0,0,0,0,0,0
8,7,1,29,6,0,0,0,0,0,0,0,0,0,0,0,0,0
8,7,1,30,1,616,915,1106,1068,1003,1006,1075,1529,1231,1223,964,1204,1739
8,7,1,30,2,183,279,313,321,232,199,209,227,239,150,117,119,146
8,7,1,30,3,4,8,8,9,8,12,25,12,10,0,10,13,22
8,7,1,30,4,0,0,0,0,0,0,0,0,0,0,0,0,0
8,7,1,30,5,0,0,0,0,0,0,0,0,0,0,0,0,0
8,7,1,30,6,0,0,0,0,0,0,0,0,0,0,0,0,0
8,7,1,31,1,662,594,867,1082,1042,995,967,1051,1495,1192,1205,928,1169
8,7,1,31,2,249,176,263,305,316,229,193,204,225,228,147,105,113
8,7,1,31,3,5,3,7,7,6,9,11,23,10,11,0,10,13
8,7,1,31,4,0,0,0,0,0,0,0,0,0,0,0,0,0
8,7,1,31,5,0,0,0,0,0,0,0,0,0,0,0,0,0
8,7,1,31,6,0,0,0,0,0,0,0,0,0,0,0,0,0
8,7,1,32,1,880,628,571,832,1058,1020,986,959,1035,1449,1168,1156,902
8,7,1,32,2,371,235,169,256,297,308,225,189,202,228,221,133,100
8,7,1,32,3,1,5,2,6,6,7,9,13,21,11,10,0,10
8,7,1,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0
8,7,1,32,5,0,0,0,0,0,0,0,0,0,0,0,0,0
8,7,1,32,6,0,0,0,0,0,0,0,0,0,0,0,0,0
8,7,1,33,1,851,723,594,695,796,897,998,966,942,1027,1423,1133,1122
8,7,1,33,2,358,290,221,235,249,275,300,222,189,193,219,215,127
8,7,1,33,3,1,3,4,4,4,6,7,9,13,20,8,10,0
8,7,1,33,4,0,0,0,0,0,0,0,0,0,0,0,0,0
8,7,1,33,5,0,0,0,0,0,0,0,0,0,0,0,0,0
8,7,1,33,6,0,0,0,0,0,0,0,0,0,0,0,0,0
8,7,1,34,1,1556,2215,2874,3337,3800,4470,5140,5571,5554,6331,7221,8364,9281
8,7,1,34,2,656,956,1256,1355,1453,1603,1753,1830,1726,1832,2000,2126,2261
8,7,1,34,3,2,3,4,11,17,21,25,30,28,38,55,63,69
8,7,1,34,4,0,0,0,0,0,0,0,0,0,0,0,0,0
8,7,1,34,5,0,0,0,0,0,0,0,0,0,0,0,0,0
8,7,1,34,6,0,0,0,0,0,0,0,0,0,0,0,0,0
9,7,1,1,1,1588,2518,2527,2678,2588,2367,2598,2328,2504,1851,1952,1620,1685
9,7,1,1,2,0,30,0,53,37,69,51,142,0,59,45,49,113
9,7,1,1,3,0,0,5,31,41,23,38,1,8,5,10,0,0
9,7,1,1,4,38,14,96,72,61,60,53,27,57,38,56,57,41
9,7,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0
9,7,1,1,6,0,0,0,0,0,0,0,0,0,0,0,14,13
9,7,1,2,1,1656,1706,2518,2526,2678,2643,2367,2708,2478,2612,1878,2022,1682
9,7,1,2,2,0,6,30,0,53,40,69,60,173,0,62,45,50
9,7,1,2,3,0,0,0,5,31,41,23,36,1,10,5,11,0
9,7,1,2,4,17,40,14,97,72,62,60,62,27,55,38,59,58
9,7,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0
9,7,1,2,6,0,0,0,0,0,0,0,0,0,0,0,1,18
9,7,1,3,1,1309,1705,1824,2516,2525,2702,2698,2373,2749,2534,2618,1870,1999
9,7,1,3,2,0,0,12,31,0,53,42,71,63,184,0,78,45
9,7,1,3,3,0,0,0,0,5,31,41,22,34,1,10,5,11
9,7,1,3,4,0,17,41,14,98,73,62,60,62,24,52,38,60
9,7,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0
9,7,1,3,6,0,0,0,0,0,0,0,0,0,0,0,2,1
9,7,1,4,1,1675,1332,1753,1864,2514,2548,2725,2721,2431,2763,2516,2620,1865
9,7,1,4,2,194,0,0,12,32,0,52,41,73,65,186,0,79
