Census Division,Class,Vocational ?,Vintage,Fuel,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
9,7,1,4,3,0,0,0,0,0,5,31,42,23,34,1,12,5
9,7,1,4,4,1,0,17,41,14,98,73,62,62,61,24,51,38
9,7,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0
9,7,1,4,6,0,0,0,0,0,0,0,0,0,0,0,0,2
9,7,1,5,1,3455,1699,1355,1798,1904,2556,2571,2780,2816,2478,2780,2513,2623
9,7,1,5,2,147,192,0,0,12,32,0,54,42,73,62,220,0
9,7,1,5,3,0,0,0,0,0,0,5,31,42,23,35,2,12
9,7,1,5,4,0,2,0,17,40,15,97,73,62,62,58,24,50
9,7,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
9,7,1,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
9,7,1,6,1,5312,3528,1722,1364,1842,2021,2598,2709,3098,2891,2507,2796,2531
9,7,1,6,2,83,147,190,0,0,12,32,0,58,42,69,67,220
9,7,1,6,3,0,0,0,0,0,0,0,5,29,42,23,35,2
9,7,1,6,4,0,0,2,0,17,42,15,99,73,61,59,53,24
9,7,1,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0
9,7,1,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
9,7,1,7,1,5019,5146,3600,1781,1373,1961,2138,2836,2995,3218,2977,2510,2839
9,7,1,7,2,140,86,147,190,0,0,12,32,0,55,42,84,65
9,7,1,7,3,0,0,0,0,0,0,0,0,5,31,42,23,35
9,7,1,7,4,0,0,0,2,0,17,43,15,95,65,61,56,53
9,7,1,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0
9,7,1,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0
9,7,1,8,1,5910,4927,4980,3681,1839,1398,2080,2272,3181,3140,3309,2981,2543
9,7,1,8,2,89,138,89,147,189,0,0,12,32,0,57,42,94
9,7,1,8,3,0,0,0,0,0,0,0,0,0,5,31,43,22
9,7,1,8,4,34,0,0,0,2,0,17,44,15,90,65,60,56
9,7,1,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0
9,7,1,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0
9,7,1,9,1,5524,5792,4834,4941,3761,1841,1423,1999,2438,3298,3174,3329,3003
9,7,1,9,2,49,92,135,90,146,198,0,0,11,32,0,60,42
9,7,1,9,3,0,0,0,0,0,0,0,0,0,0,5,31,42
9,7,1,9,4,28,34,0,0,0,2,0,17,45,17,92,63,60
9,7,1,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0
9,7,1,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0
9,7,1,10,1,4944,5420,5674,4823,4902,3734,1843,1425,2041,2536,3353,3219,3344
9,7,1,10,2,28,48,95,133,90,208,206,0,0,12,32,0,60
9,7,1,10,3,5,0,0,0,0,0,0,0,0,0,0,5,31
9,7,1,10,4,38,28,34,0,0,0,2,0,17,43,19,61,58
9,7,1,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0
9,7,1,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0
9,7,1,11,1,4353,4847,5316,5671,4812,4856,3707,1840,1445,2067,2560,3346,3188
9,7,1,11,2,57,28,47,104,131,86,269,215,0,0,12,31,0
9,7,1,11,3,1,5,0,0,0,0,0,0,0,0,0,0,5
9,7,1,11,4,24,39,28,34,0,0,0,2,0,16,44,22,62
9,7,1,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0
9,7,1,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0
9,7,1,12,1,5038,4283,4749,5327,5667,4761,4809,3608,1838,1424,2064,2574,3329
9,7,1,12,2,94,74,28,51,112,155,81,243,235,0,0,12,31
9,7,1,12,3,0,1,5,0,0,0,0,0,0,0,0,0,0
9,7,1,12,4,8,22,39,29,34,0,0,0,2,0,16,44,21
9,7,1,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0
9,7,1,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0
9,7,1,13,1,6309,4994,4213,4724,5337,5560,4709,4747,3591,1799,1371,2031,2556
9,7,1,13,2,93,94,91,29,54,120,178,82,269,239,0,0,12
9,7,1,13,3,5,0,1,5,0,0,0,0,0,0,0,0,0
9,7,1,13,4,0,8,19,39,30,33,0,0,0,2,0,15,42
9,7,1,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0
9,7,1,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0
9,7,1,14,1,4503,6032,4949,4043,4698,5155,5452,4570,4616,3492,1699,1300,2024
9,7,1,14,2,57,92,94,91,29,39,127,197,84,277,246,0,0
9,7,1,14,3,5,4,0,1,5,0,0,0,0,0,0,0,0
9,7,1,14,4,0,0,8,18,39,25,31,0,0,0,2,0,15
9,7,1,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0
9,7,1,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0
9,7,1,15,1,3824,4259,5755,4722,3873,4488,4973,5121,4218,4203,3166,1406,1123
9,7,1,15,2,145,58,90,66,90,23,23,70,134,19,192,126,0
9,7,1,15,3,19,5,3,0,0,5,0,0,0,0,0,0,0
9,7,1,15,4,0,0,0,7,16,33,20,12,0,0,0,1,0
9,7,1,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0
9,7,1,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0
9,7,1,16,1,2914,3770,4014,5730,4495,3807,4278,4834,4975,4119,4100,3045,1375
9,7,1,16,2,203,145,59,93,38,90,16,20,76,134,21,200,128
9,7,1,16,3,41,19,5,3,0,0,4,0,0,0,0,0,0
9,7,1,16,4,0,0,0,0,5,16,27,22,18,0,0,0,1
9,7,1,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0
9,7,1,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0
9,7,1,17,1,2917,2879,3715,4002,5704,4348,3740,4215,4639,4832,3961,3983,2965
9,7,1,17,2,131,205,145,60,96,36,89,18,23,76,136,21,201
9,7,1,17,3,53,41,19,5,3,0,0,4,0,0,0,0,0
9,7,1,17,4,0,0,0,0,0,5,16,28,22,19,0,0,0
9,7,1,17,5,0,0,0,0,0,0,0,0,0,0,0,0,0
9,7,1,17,6,0,0,0,0,0,0,0,0,0,0,0,0,0
9,7,1,18,1,4122,2885,2844,3707,3989,5578,4201,3655,4097,4509,4739,3842,3928
9,7,1,18,2,181,127,207,144,60,97,34,92,19,25,75,140,21
9,7,1,18,3,108,53,41,19,5,3,0,0,4,0,0,0,0
9,7,1,18,4,0,0,0,0,0,0,5,17,28,20,17,0,0
9,7,1,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0
9,7,1,18,6,0,0,0,0,0,0,0,0,0,0,0,0,0
9,7,1,19,1,2626,4085,2852,2817,3699,3845,5451,4111,3547,3962,4412,4610,3788
9,7,1,19,2,117,184,123,208,143,57,97,35,96,20,28,75,138
9,7,1,19,3,54,107,52,42,18,5,3,0,0,0,0,0,0
9,7,1,19,4,0,0,0,0,0,0,0,5,17,26,18,18,0
9,7,1,19,5,0,0,0,0,0,0,0,0,0,0,0,0,0
9,7,1,19,6,0,0,0,0,0,0,0,0,0,0,0,0,0
9,7,1,20,1,2325,2612,4048,2828,2790,3563,3700,5278,3968,3462,3856,4289,4527
9,7,1,20,2,167,117,186,124,209,139,53,100,39,101,21,28,79
9,7,1,20,3,44,53,106,52,42,16,4,3,0,0,0,0,0
9,7,1,20,4,0,0,0,0,0,0,0,0,5,16,20,16,18
9,7,1,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0
9,7,1,20,6,0,0,0,0,0,0,0,0,0,0,0,0,0
9,7,1,21,1,3007,2288,2597,4019,2804,2695,3427,3582,5134,3866,3383,3742,4190
9,7,1,21,2,196,166,117,187,124,209,135,56,101,42,102,21,27
9,7,1,21,3,0,43,52,107,52,39,14,4,3,0,0,0,0
9,7,1,21,4,0,0,0,0,0,0,0,0,0,5,10,20,16
9,7,1,21,5,0,0,0,0,0,0,0,0,0,0,0,0,0
9,7,1,21,6,0,0,0,0,0,0,0,0,0,0,0,0,0
9,7,1,22,1,3524,2943,2251,2570,3990,2681,2599,3338,3485,4968,3795,3312,3684
9,7,1,22,2,471,216,165,116,187,122,209,139,58,101,44,101,22
9,7,1,22,3,18,0,42,53,108,49,35,13,4,3,0,0,0
9,7,1,22,4,0,0,0,0,0,0,0,0,0,0,6,10,20
9,7,1,22,5,0,0,0,0,0,0,0,0,0,0,0,0,0
9,7,1,22,6,0,0,0,0,0,0,0,0,0,0,0,0,0
9,7,1,23,1,4980,3475,2879,2236,2543,3831,2558,2505,3241,3386,4870,3707,3246
9,7,1,23,2,650,465,236,167,114,186,120,215,135,59,101,46,98
9,7,1,23,3,13,17,0,42,53,99,46,32,15,4,3,0,0
9,7,1,23,4,0,0,0,0,0,0,0,0,0,0,0,6,9
9,7,1,23,5,0,0,0,0,0,0,0,0,0,0,0,0,0
9,7,1,23,6,0,0,0,0,0,0,0,0,0,0,0,0,0
9,7,1,24,1,3676,4909,3425,2857,2220,2438,3671,2475,2438,3144,3320,4716,3644
9,7,1,24,2,547,640,458,239,168,109,185,117,230,135,58,101,46
9,7,1,24,3,79,13,16,0,42,49,90,46,32,14,4,3,0
9,7,1,24,4,0,0,0,0,0,0,0,0,0,0,0,0,6
9,7,1,24,5,0,0,0,0,0,0,0,0,0,0,0,0,0
9,7,1,24,6,0,0,0,0,0,0,0,0,0,0,0,0,0
9,7,1,25,1,3805,3628,4838,3410,2834,2112,2332,3583,2410,2370,3090,3252,4620
9,7,1,25,2,495,542,629,460,241,159,104,189,115,236,131,58,100
9,7,1,25,3,67,78,12,17,0,39,45,90,45,31,14,4,3
9,7,1,25,4,0,0,0,0,0,0,0,0,0,0,0,0,0
9,7,1,25,5,0,0,0,0,0,0,0,0,0,0,0,0,0
9,7,1,25,6,0,0,0,0,0,0,0,0,0,0,0,0,0
9,7,1,26,1,3632,3742,3580,4804,3395,2702,2004,2279,3473,2373,2310,3029,3217
9,7,1,26,2,635,485,537,628,461,233,150,102,192,115,235,131,56
9,7,1,26,3,45,66,77,12,17,0,36,43,88,45,30,14,4
9,7,1,26,4,0,0,0,0,0,0,0,0,0,0,0,0,0
9,7,1,26,5,0,0,0,0,0,0,0,0,0,0,0,0,0
9,7,1,26,6,0,0,0,0,0,0,0,0,0,0,0,0,0
9,7,1,27,1,3027,3597,3679,3569,4770,3202,2569,1952,2231,3403,2337,2244,2982
9,7,1,27,2,640,633,475,536,626,438,225,151,95,190,112,235,130
9,7,1,27,3,35,44,65,77,12,15,0,36,42,85,44,31,13
9,7,1,27,4,0,0,0,0,0,0,0,0,0,0,0,0,0
9,7,1,27,5,0,0,0,0,0,0,0,0,0,0,0,0,0
9,7,1,27,6,0,0,0,0,0,0,0,0,0,0,0,0,0
9,7,1,28,1,2135,2995,3561,3661,3557,4524,3009,2500,1886,2167,3334,2284,2215
9,7,1,28,2,459,636,630,472,534,598,415,216,145,93,195,111,234
9,7,1,28,3,13,35,42,64,77,11,13,0,34,41,86,44,29
9,7,1,28,4,0,0,0,0,0,0,0,0,0,0,0,0,0
9,7,1,28,5,0,0,0,0,0,0,0,0,0,0,0,0,0
9,7,1,28,6,0,0,0,0,0,0,0,0,0,0,0,0,0
9,7,1,29,1,1947,2083,2963,3594,3643,3352,4277,2934,2438,1864,2134,3276,2248
9,7,1,29,2,465,452,631,627,469,501,569,406,210,144,92,192,112
9,7,1,29,3,25,12,35,42,63,76,10,13,0,32,38,84,44
9,7,1,29,4,0,0,0,0,0,0,0,0,0,0,0,0,0
9,7,1,29,5,0,0,0,0,0,0,0,0,0,0,0,0,0
9,7,1,29,6,0,0,0,0,0,0,0,0,0,0,0,0,0
9,7,1,30,1,952,1900,2031,2977,3627,3432,3146,4197,2858,2372,1855,2085,3245
9,7,1,30,2,212,460,444,642,623,440,467,565,397,206,143,91,191
9,7,1,30,3,16,25,10,35,42,58,74,9,11,0,33,38,83
9,7,1,30,4,0,0,0,0,0,0,0,0,0,0,0,0,0
9,7,1,30,5,0,0,0,0,0,0,0,0,0,0,0,0,0
9,7,1,30,6,0,0,0,0,0,0,0,0,0,0,0,0,0
9,7,1,31,1,970,937,1852,2047,2990,3432,3221,3082,4103,2797,2334,1814,2077
9,7,1,31,2,225,205,454,440,653,588,411,446,559,396,202,143,92
9,7,1,31,3,8,16,25,10,34,40,53,73,9,10,0,34,38
9,7,1,31,4,0,0,0,0,0,0,0,0,0,0,0,0,0
9,7,1,31,5,0,0,0,0,0,0,0,0,0,0,0,0,0
9,7,1,31,6,0,0,0,0,0,0,0,0,0,0,0,0,0
9,7,1,32,1,1674,960,921,1839,2063,2807,3236,3191,3033,4027,2742,2289,1795
9,7,1,32,2,366,221,197,454,436,611,552,408,436,551,390,198,140
9,7,1,32,3,9,9,16,27,10,31,38,53,71,8,10,0,34
9,7,1,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0
9,7,1,32,5,0,0,0,0,0,0,0,0,0,0,0,0,0
9,7,1,32,6,0,0,0,0,0,0,0,0,0,0,0,0,0
9,7,1,33,1,540,745,949,1388,1826,2225,2623,3183,3130,2990,3953,2695,2267
9,7,1,33,2,118,168,217,335,453,511,568,545,401,433,545,381,196
9,7,1,33,3,3,6,9,19,28,28,27,37,53,71,6,10,0
9,7,1,33,4,0,0,0,0,0,0,0,0,0,0,0,0,0
9,7,1,33,5,0,0,0,0,0,0,0,0,0,0,0,0,0
9,7,1,33,6,0,0,0,0,0,0,0,0,0,0,0,0,0
9,7,1,34,1,1068,2068,3068,3968,4868,6601,8334,10395,12788,15617,18362,21968,24496
9,7,1,34,2,234,449,664,866,1067,1461,1854,2289,2652,2992,3390,3871,4203
9,7,1,34,3,6,12,17,32,47,66,84,107,136,187,255,263,271
9,7,1,34,4,0,0,0,0,0,0,0,0,0,0,0,0,0
9,7,1,34,5,0,0,0,0,0,0,0,0,0,0,0,0,0
9,7,1,34,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,1,1,1555,1253,1538,1806,1901,1285,1347,1773,2363,1142,1571,1749,1906
1,8,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,1,4,0,17,9,26,41,0,2,0,7,2,2,0,1
1,8,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1
1,8,0,2,1,1114,1512,1253,1492,1806,1993,1285,1333,1782,2340,1167,1580,1709
1,8,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,2,4,18,0,17,6,26,36,0,2,0,7,2,2,0
1,8,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,3,1,945,1035,1468,1323,1446,1848,2084,1294,1413,1822,2344,1112,1595
1,8,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,3,4,0,18,0,15,2,35,30,0,2,0,7,2,2
1,8,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,4,1,1011,984,956,1501,1393,1433,1890,2215,1485,1508,1896,2440,1123
1,8,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,4,4,0,0,18,0,12,4,44,30,0,2,0,7,2
1,8,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,5,1,722,1001,1022,923,1533,1433,1420,1999,2398,1523,1530,1983,2439
1,8,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,5,4,0,0,0,18,0,9,6,43,32,0,2,0,7
1,8,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,6,1,3363,722,991,959,889,1538,1472,1462,2043,2560,1477,1570,1959
1,8,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,6,4,0,0,0,0,17,2,6,5,41,2,0,2,0
1,8,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,7,1,2314,3182,721,955,896,852,1543,1582,1501,2138,2439,1377,1567
1,8,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,7,4,0,0,0,0,0,12,4,2,3,39,2,4,2
1,8,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,8,1,2303,2231,3000,689,919,884,814,1559,1552,1512,1995,2325,1340
1,8,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,8,4,0,0,0,0,0,0,6,4,0,5,39,2,2
1,8,0,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,9,1,1677,2134,2147,2828,656,878,871,803,1513,1517,1431,1865,2290
1,8,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,9,4,0,0,0,0,0,0,0,4,0,0,5,32,2
1,8,0,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,10,1,1375,1557,1965,2034,2655,628,837,819,769,1430,1401,1349,1837
1,8,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,10,4,0,0,0,0,0,0,0,0,0,1,0,5,29
1,8,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,11,1,859,1304,1436,1858,1920,2620,600,792,754,723,1349,1309,1298
1,8,0,11,2,0,1,0,0,0,0,0,0,0,0,0,0,0
1,8,0,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,11,4,0,0,0,0,0,0,0,0,0,0,1,0,6
1,8,0,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,12,1,1616,797,1232,1378,1750,1892,2585,594,764,689,674,1250,1237
1,8,0,12,2,0,0,1,0,0,0,0,0,0,0,0,0,0
1,8,0,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,12,4,0,0,0,0,0,0,0,0,0,0,2,1,0
1,8,0,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,13,1,2170,1515,734,1163,1320,1713,1864,2516,567,723,618,632,1216
1,8,0,13,2,0,0,0,1,0,0,0,0,0,0,0,0,0
1,8,0,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,13,4,0,0,0,1,0,0,0,0,0,1,0,2,1
1,8,0,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,14,1,1765,2028,1414,698,1093,1274,1675,1790,2460,556,682,585,591
1,8,0,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,14,4,0,0,0,0,1,0,0,0,0,0,1,0,2
1,8,0,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,15,1,1396,1650,1885,1346,661,1031,1228,1606,1684,2358,528,636,570
1,8,0,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,15,4,0,0,0,0,0,1,0,0,0,0,0,1,0
1,8,0,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,16,1,1268,1304,1534,1783,1278,633,968,1162,1536,1588,2234,504,621
1,8,0,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,16,4,0,0,0,0,0,0,0,0,0,0,0,0,1
1,8,0,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,17,1,1282,1192,1212,1465,1681,1226,604,910,1119,1436,1506,2125,488
1,8,0,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,17,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,17,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,17,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,18,1,1406,1211,1115,1160,1396,1629,1173,577,874,1063,1372,1438,2098
1,8,0,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,18,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,19,1,1216,1322,1139,1045,1107,1349,1577,1126,547,818,1005,1345,1418
1,8,0,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,19,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,19,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,19,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,20,1,926,1143,1237,1085,975,1071,1301,1494,1082,516,781,963,1318
1,8,0,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,20,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,21,1,510,853,1070,1193,1031,927,1035,1245,1441,1012,497,737,932
1,8,0,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,21,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,21,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,21,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,21,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,22,1,387,484,780,1036,1148,1003,878,991,1153,1366,968,484,730
1,8,0,22,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,22,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,22,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,22,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,22,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,23,1,513,365,458,748,1001,1095,974,856,928,1070,1292,920,480
1,8,0,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,23,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,23,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,23,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,23,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,24,1,726,475,343,437,716,965,1042,928,806,867,993,1239,897
1,8,0,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,24,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,24,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,24,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,25,1,957,678,436,334,416,700,928,975,886,756,836,942,1217
1,8,0,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,25,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,25,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,25,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,26,1,986,894,630,424,324,399,684,895,938,841,716,801,926
1,8,0,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,26,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,26,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,26,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,26,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,27,1,725,909,831,609,411,315,382,650,845,885,789,699,783
1,8,0,27,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,27,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,27,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,27,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,27,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,28,1,613,662,831,805,587,398,305,347,623,803,832,747,687
1,8,0,28,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,28,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,28,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,28,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,28,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,29,1,340,570,598,813,778,557,384,288,329,593,755,809,724
1,8,0,29,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,29,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,29,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,29,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,29,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,30,1,87,311,526,576,795,753,527,356,275,311,554,710,788
1,8,0,30,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,30,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,30,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,30,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,30,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,31,1,104,79,281,494,554,766,728,507,341,258,292,520,684
1,8,0,31,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,31,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,31,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,31,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,31,6,0,0,0,0,0,0,0,0,0,0,0,0,0
