Composite table:
    qph         qph1        pqtype  step     VariableTariffCurve
    CN_E        NY-CN_E     p       step3              2.248e-01
    CN_E        NY-CN_E     p       step4              9.248e-01
    CN_E        NY-CN_E     p       step5              2.000e+00
    CN_E        MI-CN_E     q       step2              6.000e-01
    CN_E        MI-CN_E     q       step3              9.000e-01
    CN_E        MI-CN_E     q       step4              1.000e+00
    CN_E        MI-CN_E     q       step5              1.400e+00
    CN_E        MI-CN_E     p       step1             -2.436e-01
    CN_E        MI-CN_E     p       step2             -4.364e-02
    CN_E        MI-CN_E     p       step3              1.564e-01
    CN_E        MI-CN_E     p       step4              5.564e-01
    CN_E        MI-CN_E     p       step5              1.600e+00
    CN_W        MN-CN_W     q       step2              5.000e-01
    CN_W        MN-CN_W     q       step3              8.000e-01
    CN_W        MN-CN_W     q       step4              1.000e+00
    CN_W        MN-CN_W     q       step5              1.400e+00
    CN_W        MN-CN_W     p       step1             -1.804e-01
    CN_W        MN-CN_W     p       step2              1.958e-02
    CN_W        MN-CN_W     p       step3              4.196e-01
    CN_W        MN-CN_W     p       step4              1.120e+00
    CN_W        MN-CN_W     p       step5              1.600e+00
    CN_W        ND-CN_W     q       step2              7.000e-01
    CN_W        ND-CN_W     q       step3              9.000e-01
    CN_W        ND-CN_W     q       step4              1.000e+00
    CN_W        ND-CN_W     q       step5              1.400e+00
    CN_W        ND-CN_W     p       step1             -9.378e-03
    CN_W        ND-CN_W     p       step2              6.224e-04
    CN_W        ND-CN_W     p       step3              4.062e-02
    CN_W        ND-CN_W     p       step4              4.906e-01
    CN_W        ND-CN_W     p       step5              1.000e+00
    CN_W        MT-CN_W     q       step2              6.000e-01
    CN_W        MT-CN_W     q       step3              8.000e-01
    CN_W        MT-CN_W     q       step4              1.000e+00
    CN_W        MT-CN_W     q       step5              1.400e+00
    CN_W        MT-CN_W     p       step1             -6.940e-02
    CN_W        MT-CN_W     p       step2              3.060e-02
    CN_W        MT-CN_W     p       step3              1.306e-01
    CN_W        MT-CN_W     p       step4              3.306e-01
    CN_W        MT-CN_W     p       step5              8.000e-01
    CN_W        ID-CN_W     q       step2              6.000e-01
    CN_W        ID-CN_W     q       step3              8.000e-01
    CN_W        ID-CN_W     q       step4              1.000e+00
    CN_W        ID-CN_W     q       step5              1.400e+00
    CN_W        ID-CN_W     p       step1             -2.725e-01
    CN_W        ID-CN_W     p       step2             -1.225e-01
    CN_W        ID-CN_W     p       step3             -2.249e-02
    CN_W        ID-CN_W     p       step4              2.275e-01
    CN_W        ID-CN_W     p       step5              1.000e+00
    CN_W        WA-CN_W     q       step2              5.000e-01
    CN_W        WA-CN_W     q       step3              8.000e-01
    CN_W        WA-CN_W     q       step4              1.000e+00
    CN_W        WA-CN_W     q       step5              1.400e+00
    CN_W        WA-CN_W     p       step1             -3.194e-01
    CN_W        WA-CN_W     p       step2             -1.942e-02
    CN_W        WA-CN_W     p       step3              6.806e-01
    CN_W        WA-CN_W     p       step4              1.681e+00
    CN_W        WA-CN_W     p       step5              4.000e+00
    CN_W        CN_E        q       step2              5.000e-01
    CN_W        CN_E        q       step3              8.000e-01
    CN_W        CN_E        q       step4              1.000e+00
    CN_W        CN_E        q       step5              1.400e+00
    CN_W        CN_E        p       step1             -5.733e-01
    CN_W        CN_E        p       step2              1.767e-01
    CN_W        CN_E        p       step3              9.267e-01
    CN_W        CN_E        p       step4              1.427e+00
    CN_W        CN_E        p       step5              4.000e+00
    ;
 
