Composite Table: 
seasons  regions   hours       load
'3'      '25'       '3'      822.083926
'3'      '25'       '4'      802.979757
'3'      '25'       '5'      788.780979
'3'      '25'       '6'      823.633765
'3'      '25'       '7'      838.735847
'3'      '25'       '8'      851.985276
'3'      '25'       '9'      885.867618
'3'      '25'       '10'      881.178818
'3'      '25'       '11'      879.542634
'3'      '25'       '12'      883.060626
'3'      '25'       '13'      888.217295
'3'      '25'       '14'      884.078522
'3'      '25'       '15'      884.934311
'3'      '25'       '16'      891.209638
'3'      '25'       '17'      918.753884
'3'      '25'       '18'      1032.790808
'3'      '25'       '19'      955.539252
'3'      '25'       '20'      908.885697
'3'      '25'       '21'      861.702315
'3'      '25'       '22'      811.945853
'3'      '25'       '23'      811.381751
'3'      '25'       '24'      829.686750
'4'      '25'       '1'      1734.178832
'4'      '25'       '2'      1708.930693
'4'      '25'       '3'      1690.342404
'4'      '25'       '4'      1709.460461
'4'      '25'       '5'      1709.037681
'4'      '25'       '6'      1727.165771
'4'      '25'       '7'      1737.361822
'4'      '25'       '8'      1711.587725
'4'      '25'       '9'      1721.747967
'4'      '25'       '10'      1741.186489
'4'      '25'       '11'      1711.082355
'4'      '25'       '12'      1757.386285
'4'      '25'       '13'      1729.596173
'4'      '25'       '14'      1712.292090
'4'      '25'       '15'      1700.237160
'4'      '25'       '16'      1719.205349
'4'      '25'       '17'      1776.538755
'4'      '25'       '18'      2012.664063
'4'      '25'       '19'      2001.243287
'4'      '25'       '20'      1796.737087
'4'      '25'       '21'      1739.671485
'4'      '25'       '22'      1679.075838
'4'      '25'       '23'      1685.573973
'4'      '25'       '24'      1721.499046
;

