Composite Table: 
seasons	regions	hours  	  technology 	        fuelcost
'3' 	 '18' 	 '10' 	 'electrolysis' 	 21.887266
'3' 	 '18' 	 '11' 	 'electrolysis' 	 21.786528
'3' 	 '18' 	 '12' 	 'electrolysis' 	 19.224652
'3' 	 '18' 	 '13' 	 'electrolysis' 	 19.223541
'3' 	 '18' 	 '14' 	 'electrolysis' 	 19.220208
'3' 	 '18' 	 '15' 	 'electrolysis' 	 19.223541
'3' 	 '18' 	 '16' 	 'electrolysis' 	 21.782532
'3' 	 '18' 	 '17' 	 'electrolysis' 	 24.818202
'3' 	 '18' 	 '18' 	 'electrolysis' 	 24.818202
'3' 	 '18' 	 '19' 	 'electrolysis' 	 24.817091
'3' 	 '18' 	 '20' 	 'electrolysis' 	 24.195504
'3' 	 '18' 	 '21' 	 'electrolysis' 	 24.813480
'3' 	 '18' 	 '22' 	 'electrolysis' 	 22.255600
'3' 	 '18' 	 '23' 	 'electrolysis' 	 24.277824
'3' 	 '18' 	 '24' 	 'electrolysis' 	 23.656237
'4' 	 '18' 	 '1' 	 'electrolysis' 	 18.704491
'4' 	 '18' 	 '2' 	 'electrolysis' 	 18.697900
'4' 	 '18' 	 '3' 	 'electrolysis' 	 18.694512
'4' 	 '18' 	 '4' 	 'electrolysis' 	 18.694512
'4' 	 '18' 	 '5' 	 'electrolysis' 	 17.433370
'4' 	 '18' 	 '6' 	 'electrolysis' 	 18.696878
'4' 	 '18' 	 '7' 	 'electrolysis' 	 19.121971
'4' 	 '18' 	 '8' 	 'electrolysis' 	 19.589534
'4' 	 '18' 	 '9' 	 'electrolysis' 	 18.836086
'4' 	 '18' 	 '10' 	 'electrolysis' 	 19.772812
'4' 	 '18' 	 '11' 	 'electrolysis' 	 19.378579
'4' 	 '18' 	 '12' 	 'electrolysis' 	 18.992224
'4' 	 '18' 	 '13' 	 'electrolysis' 	 18.722706
'4' 	 '18' 	 '14' 	 'electrolysis' 	 18.328403
'4' 	 '18' 	 '15' 	 'electrolysis' 	 19.591152
'4' 	 '18' 	 '16' 	 'electrolysis' 	 19.591152
'4' 	 '18' 	 '17' 	 'electrolysis' 	 19.593249
'4' 	 '18' 	 '18' 	 'electrolysis' 	 19.774425
'4' 	 '18' 	 '19' 	 'electrolysis' 	 19.771205
'4' 	 '18' 	 '20' 	 'electrolysis' 	 19.762818
'4' 	 '18' 	 '21' 	 'electrolysis' 	 18.994799
'4' 	 '18' 	 '22' 	 'electrolysis' 	 19.715733
'4' 	 '18' 	 '23' 	 'electrolysis' 	 18.329792
'4' 	 '18' 	 '24' 	 'electrolysis' 	 18.395963
'1' 	 '19' 	 '1' 	 'electrolysis' 	 3.953330
'1' 	 '19' 	 '2' 	 'electrolysis' 	 4.200994
'1' 	 '19' 	 '3' 	 'electrolysis' 	 4.200994
'1' 	 '19' 	 '4' 	 'electrolysis' 	 3.953330
'1' 	 '19' 	 '5' 	 'electrolysis' 	 3.953330
'1' 	 '19' 	 '6' 	 'electrolysis' 	 3.953330
'1' 	 '19' 	 '7' 	 'electrolysis' 	 4.302312
'1' 	 '19' 	 '8' 	 'electrolysis' 	 25.381188
'1' 	 '19' 	 '9' 	 'electrolysis' 	 7.642694
'1' 	 '19' 	 '10' 	 'electrolysis' 	 4.056148
'1' 	 '19' 	 '11' 	 'electrolysis' 	 3.750337
'1' 	 '19' 	 '12' 	 'electrolysis' 	 3.750337
'1' 	 '19' 	 '13' 	 'electrolysis' 	 3.750337
'1' 	 '19' 	 '14' 	 'electrolysis' 	 3.750337
'1' 	 '19' 	 '15' 	 'electrolysis' 	 3.750337
'1' 	 '19' 	 '16' 	 'electrolysis' 	 3.750337
'1' 	 '19' 	 '17' 	 'electrolysis' 	 3.750337
'1' 	 '19' 	 '18' 	 'electrolysis' 	 4.057930
'1' 	 '19' 	 '19' 	 'electrolysis' 	 4.159247
'1' 	 '19' 	 '20' 	 'electrolysis' 	 4.062897
'1' 	 '19' 	 '21' 	 'electrolysis' 	 4.059897
'1' 	 '19' 	 '22' 	 'electrolysis' 	 3.958581
'1' 	 '19' 	 '23' 	 'electrolysis' 	 3.953330
'1' 	 '19' 	 '24' 	 'electrolysis' 	 4.200994
'2' 	 '19' 	 '1' 	 'electrolysis' 	 40.610470
'2' 	 '19' 	 '2' 	 'electrolysis' 	 45.604203
'2' 	 '19' 	 '3' 	 'electrolysis' 	 45.604042
'2' 	 '19' 	 '4' 	 'electrolysis' 	 47.317000
'2' 	 '19' 	 '5' 	 'electrolysis' 	 47.316920
'2' 	 '19' 	 '6' 	 'electrolysis' 	 47.317081
'2' 	 '19' 	 '7' 	 'electrolysis' 	 46.910333
'2' 	 '19' 	 '8' 	 'electrolysis' 	 53.168453
'2' 	 '19' 	 '9' 	 'electrolysis' 	 56.366658
'2' 	 '19' 	 '10' 	 'electrolysis' 	 51.520250
'2' 	 '19' 	 '11' 	 'electrolysis' 	 51.520250
'2' 	 '19' 	 '12' 	 'electrolysis' 	 51.520250
'2' 	 '19' 	 '13' 	 'electrolysis' 	 51.520250
'2' 	 '19' 	 '14' 	 'electrolysis' 	 51.159110
'2' 	 '19' 	 '15' 	 'electrolysis' 	 51.159110
'2' 	 '19' 	 '16' 	 'electrolysis' 	 51.159110
'2' 	 '19' 	 '17' 	 'electrolysis' 	 51.159110
'2' 	 '19' 	 '18' 	 'electrolysis' 	 51.161476
'2' 	 '19' 	 '19' 	 'electrolysis' 	 51.520251
'2' 	 '19' 	 '20' 	 'electrolysis' 	 49.459205
'2' 	 '19' 	 '21' 	 'electrolysis' 	 47.412051
'2' 	 '19' 	 '22' 	 'electrolysis' 	 43.965112
'2' 	 '19' 	 '23' 	 'electrolysis' 	 43.586783
'2' 	 '19' 	 '24' 	 'electrolysis' 	 44.219658
'3' 	 '19' 	 '1' 	 'electrolysis' 	 25.520917
'3' 	 '19' 	 '2' 	 'electrolysis' 	 25.520917
'3' 	 '19' 	 '3' 	 'electrolysis' 	 26.549061
'3' 	 '19' 	 '4' 	 'electrolysis' 	 26.549061
'3' 	 '19' 	 '5' 	 'electrolysis' 	 26.549061
'3' 	 '19' 	 '6' 	 'electrolysis' 	 26.549061
'3' 	 '19' 	 '7' 	 'electrolysis' 	 26.864104
'3' 	 '19' 	 '8' 	 'electrolysis' 	 25.521472
'3' 	 '19' 	 '9' 	 'electrolysis' 	 25.438478
'3' 	 '19' 	 '10' 	 'electrolysis' 	 27.181643
'3' 	 '19' 	 '11' 	 'electrolysis' 	 26.549061
'3' 	 '19' 	 '12' 	 'electrolysis' 	 26.864002
'3' 	 '19' 	 '13' 	 'electrolysis' 	 26.549061
'3' 	 '19' 	 '14' 	 'electrolysis' 	 26.549061
'3' 	 '19' 	 '15' 	 'electrolysis' 	 26.549061
'3' 	 '19' 	 '16' 	 'electrolysis' 	 27.181643
'3' 	 '19' 	 '17' 	 'electrolysis' 	 27.181643
'3' 	 '19' 	 '18' 	 'electrolysis' 	 40.659870
'3' 	 '19' 	 '19' 	 'electrolysis' 	 27.181643
'3' 	 '19' 	 '20' 	 'electrolysis' 	 26.549061
'3' 	 '19' 	 '21' 	 'electrolysis' 	 24.766801
'3' 	 '19' 	 '22' 	 'electrolysis' 	 24.852595
'3' 	 '19' 	 '23' 	 'electrolysis' 	 25.521472
'3' 	 '19' 	 '24' 	 'electrolysis' 	 25.520917
'4' 	 '19' 	 '1' 	 'electrolysis' 	 14.961589
'4' 	 '19' 	 '2' 	 'electrolysis' 	 14.961589
'4' 	 '19' 	 '3' 	 'electrolysis' 	 15.623286
'4' 	 '19' 	 '4' 	 'electrolysis' 	 15.621673
'4' 	 '19' 	 '5' 	 'electrolysis' 	 15.621673
'4' 	 '19' 	 '6' 	 'electrolysis' 	 15.621673
'4' 	 '19' 	 '7' 	 'electrolysis' 	 15.621872
'4' 	 '19' 	 '8' 	 'electrolysis' 	 14.597149
'4' 	 '19' 	 '9' 	 'electrolysis' 	 15.384254
'4' 	 '19' 	 '10' 	 'electrolysis' 	 15.820666
'4' 	 '19' 	 '11' 	 'electrolysis' 	 16.132632
'4' 	 '19' 	 '12' 	 'electrolysis' 	 16.008618
'4' 	 '19' 	 '13' 	 'electrolysis' 	 15.621872
'4' 	 '19' 	 '14' 	 'electrolysis' 	 15.618341
'4' 	 '19' 	 '15' 	 'electrolysis' 	 15.676002
'4' 	 '19' 	 '16' 	 'electrolysis' 	 16.485354
'4' 	 '19' 	 '17' 	 'electrolysis' 	 16.136347
'4' 	 '19' 	 '18' 	 'electrolysis' 	 22.670172
'4' 	 '19' 	 '19' 	 'electrolysis' 	 15.794912
'4' 	 '19' 	 '20' 	 'electrolysis' 	 15.621673
'4' 	 '19' 	 '21' 	 'electrolysis' 	 15.621535
'4' 	 '19' 	 '22' 	 'electrolysis' 	 15.255983
'4' 	 '19' 	 '23' 	 'electrolysis' 	 14.601576
'4' 	 '19' 	 '24' 	 'electrolysis' 	 14.961788
'1' 	 '20' 	 '1' 	 'electrolysis' 	 13.684030
'1' 	 '20' 	 '2' 	 'electrolysis' 	 13.684030
'1' 	 '20' 	 '3' 	 'electrolysis' 	 13.684030
'1' 	 '20' 	 '4' 	 'electrolysis' 	 13.684030
'1' 	 '20' 	 '5' 	 'electrolysis' 	 13.684030
'1' 	 '20' 	 '6' 	 'electrolysis' 	 13.684030
'1' 	 '20' 	 '7' 	 'electrolysis' 	 13.684030
'1' 	 '20' 	 '8' 	 'electrolysis' 	 10.273640
'1' 	 '20' 	 '9' 	 'electrolysis' 	 7.468136
'1' 	 '20' 	 '10' 	 'electrolysis' 	 7.468136
'1' 	 '20' 	 '11' 	 'electrolysis' 	 7.468136
'1' 	 '20' 	 '12' 	 'electrolysis' 	 7.468136
'1' 	 '20' 	 '13' 	 'electrolysis' 	 7.468136
'1' 	 '20' 	 '14' 	 'electrolysis' 	 7.468136
'1' 	 '20' 	 '15' 	 'electrolysis' 	 7.468136
'1' 	 '20' 	 '16' 	 'electrolysis' 	 7.468136
'1' 	 '20' 	 '17' 	 'electrolysis' 	 11.512873
'1' 	 '20' 	 '18' 	 'electrolysis' 	 13.219482
'1' 	 '20' 	 '19' 	 'electrolysis' 	 13.684030
'1' 	 '20' 	 '20' 	 'electrolysis' 	 13.684030
'1' 	 '20' 	 '21' 	 'electrolysis' 	 13.684030
'1' 	 '20' 	 '22' 	 'electrolysis' 	 13.684030
'1' 	 '20' 	 '23' 	 'electrolysis' 	 13.684030
'1' 	 '20' 	 '24' 	 'electrolysis' 	 13.684030
'2' 	 '20' 	 '1' 	 'electrolysis' 	 46.438527
'2' 	 '20' 	 '2' 	 'electrolysis' 	 46.436834
'2' 	 '20' 	 '3' 	 'electrolysis' 	 46.435907
'2' 	 '20' 	 '4' 	 'electrolysis' 	 46.435906
'2' 	 '20' 	 '5' 	 'electrolysis' 	 46.435906
'2' 	 '20' 	 '6' 	 'electrolysis' 	 46.435906
'2' 	 '20' 	 '7' 	 'electrolysis' 	 46.435906
'2' 	 '20' 	 '8' 	 'electrolysis' 	 43.367064
'2' 	 '20' 	 '9' 	 'electrolysis' 	 43.367064
'2' 	 '20' 	 '10' 	 'electrolysis' 	 41.397439
'2' 	 '20' 	 '11' 	 'electrolysis' 	 41.397439
'2' 	 '20' 	 '12' 	 'electrolysis' 	 41.397439
'2' 	 '20' 	 '13' 	 'electrolysis' 	 41.397439
'2' 	 '20' 	 '14' 	 'electrolysis' 	 43.366064
'2' 	 '20' 	 '15' 	 'electrolysis' 	 43.367064
'2' 	 '20' 	 '16' 	 'electrolysis' 	 44.614176
'2' 	 '20' 	 '17' 	 'electrolysis' 	 46.435770
'2' 	 '20' 	 '18' 	 'electrolysis' 	 47.183860
'2' 	 '20' 	 '19' 	 'electrolysis' 	 48.752615
'2' 	 '20' 	 '20' 	 'electrolysis' 	 48.752615
'2' 	 '20' 	 '21' 	 'electrolysis' 	 48.752615
'2' 	 '20' 	 '22' 	 'electrolysis' 	 48.004661
'2' 	 '20' 	 '23' 	 'electrolysis' 	 46.435906
'2' 	 '20' 	 '24' 	 'electrolysis' 	 46.435906
'3' 	 '20' 	 '1' 	 'electrolysis' 	 37.976584
'3' 	 '20' 	 '2' 	 'electrolysis' 	 37.976584
'3' 	 '20' 	 '3' 	 'electrolysis' 	 37.976584
'3' 	 '20' 	 '4' 	 'electrolysis' 	 37.976584
'3' 	 '20' 	 '5' 	 'electrolysis' 	 37.976584
'3' 	 '20' 	 '6' 	 'electrolysis' 	 37.976584
'3' 	 '20' 	 '7' 	 'electrolysis' 	 37.976584
'3' 	 '20' 	 '8' 	 'electrolysis' 	 18.235556
'3' 	 '20' 	 '9' 	 'electrolysis' 	 9.751346
'3' 	 '20' 	 '10' 	 'electrolysis' 	 9.751346
'3' 	 '20' 	 '11' 	 'electrolysis' 	 9.751346
'3' 	 '20' 	 '12' 	 'electrolysis' 	 9.751346
'3' 	 '20' 	 '13' 	 'electrolysis' 	 9.751346
'3' 	 '20' 	 '14' 	 'electrolysis' 	 9.751346
'3' 	 '20' 	 '15' 	 'electrolysis' 	 9.751346
'3' 	 '20' 	 '16' 	 'electrolysis' 	 9.751346
'3' 	 '20' 	 '17' 	 'electrolysis' 	 30.908622
'3' 	 '20' 	 '18' 	 'electrolysis' 	 37.976584
'3' 	 '20' 	 '19' 	 'electrolysis' 	 37.976584
'3' 	 '20' 	 '20' 	 'electrolysis' 	 37.976584
'3' 	 '20' 	 '21' 	 'electrolysis' 	 37.976584
'3' 	 '20' 	 '22' 	 'electrolysis' 	 37.976584
'3' 	 '20' 	 '23' 	 'electrolysis' 	 37.976584
'3' 	 '20' 	 '24' 	 'electrolysis' 	 37.976584
'4' 	 '20' 	 '1' 	 'electrolysis' 	 30.490551
'4' 	 '20' 	 '2' 	 'electrolysis' 	 30.490551
'4' 	 '20' 	 '3' 	 'electrolysis' 	 30.490551
'4' 	 '20' 	 '4' 	 'electrolysis' 	 30.490551
'4' 	 '20' 	 '5' 	 'electrolysis' 	 30.490551
'4' 	 '20' 	 '6' 	 'electrolysis' 	 30.490551
'4' 	 '20' 	 '7' 	 'electrolysis' 	 30.490551
'4' 	 '20' 	 '8' 	 'electrolysis' 	 30.490510
'4' 	 '20' 	 '9' 	 'electrolysis' 	 2.427007
'4' 	 '20' 	 '10' 	 'electrolysis' 	 2.426825
'4' 	 '20' 	 '11' 	 'electrolysis' 	 2.426825
'4' 	 '20' 	 '12' 	 'electrolysis' 	 2.423277
'4' 	 '20' 	 '13' 	 'electrolysis' 	 2.426826
'4' 	 '20' 	 '14' 	 'electrolysis' 	 2.426826
'4' 	 '20' 	 '15' 	 'electrolysis' 	 2.426826
'4' 	 '20' 	 '16' 	 'electrolysis' 	 2.426826
'4' 	 '20' 	 '17' 	 'electrolysis' 	 5.805372
'4' 	 '20' 	 '18' 	 'electrolysis' 	 26.281298
'4' 	 '20' 	 '19' 	 'electrolysis' 	 30.490551
'4' 	 '20' 	 '20' 	 'electrolysis' 	 30.490551
'4' 	 '20' 	 '21' 	 'electrolysis' 	 30.490551
'4' 	 '20' 	 '22' 	 'electrolysis' 	 30.490551
'4' 	 '20' 	 '23' 	 'electrolysis' 	 30.490551
'4' 	 '20' 	 '24' 	 'electrolysis' 	 30.490551
'1' 	 '21' 	 '1' 	 'electrolysis' 	 0.404160
'1' 	 '21' 	 '2' 	 'electrolysis' 	 0.404160
'1' 	 '21' 	 '3' 	 'electrolysis' 	 0.404160
'1' 	 '21' 	 '4' 	 'electrolysis' 	 0.404160
'1' 	 '21' 	 '5' 	 'electrolysis' 	 0.404160
'1' 	 '21' 	 '6' 	 'electrolysis' 	 0.404160
'1' 	 '21' 	 '7' 	 'electrolysis' 	 0.357264
'1' 	 '21' 	 '8' 	 'electrolysis' 	 0.001000
'1' 	 '21' 	 '9' 	 'electrolysis' 	 0.001000
'1' 	 '21' 	 '10' 	 'electrolysis' 	 0.001000
'1' 	 '21' 	 '11' 	 'electrolysis' 	 0.001000
'1' 	 '21' 	 '12' 	 'electrolysis' 	 0.001000
'1' 	 '21' 	 '13' 	 'electrolysis' 	 0.001000
'1' 	 '21' 	 '14' 	 'electrolysis' 	 0.001000
'1' 	 '21' 	 '15' 	 'electrolysis' 	 0.001000
'1' 	 '21' 	 '16' 	 'electrolysis' 	 0.001000
'1' 	 '21' 	 '17' 	 'electrolysis' 	 0.001000
'1' 	 '21' 	 '18' 	 'electrolysis' 	 0.259289
'1' 	 '21' 	 '19' 	 'electrolysis' 	 0.404160
'1' 	 '21' 	 '20' 	 'electrolysis' 	 0.404160
'1' 	 '21' 	 '21' 	 'electrolysis' 	 0.404160
'1' 	 '21' 	 '22' 	 'electrolysis' 	 0.404160
'1' 	 '21' 	 '23' 	 'electrolysis' 	 0.404160
'1' 	 '21' 	 '24' 	 'electrolysis' 	 0.404160
'2' 	 '21' 	 '1' 	 'electrolysis' 	 282.816821
'2' 	 '21' 	 '2' 	 'electrolysis' 	 282.816821
'2' 	 '21' 	 '3' 	 'electrolysis' 	 282.816821
'2' 	 '21' 	 '4' 	 'electrolysis' 	 282.816821
'2' 	 '21' 	 '5' 	 'electrolysis' 	 282.816821
'2' 	 '21' 	 '6' 	 'electrolysis' 	 275.961982
'2' 	 '21' 	 '7' 	 'electrolysis' 	 148.542970
'2' 	 '21' 	 '8' 	 'electrolysis' 	 17.466590
'2' 	 '21' 	 '9' 	 'electrolysis' 	 9.127314
'2' 	 '21' 	 '10' 	 'electrolysis' 	 9.127250
'2' 	 '21' 	 '11' 	 'electrolysis' 	 9.127314
'2' 	 '21' 	 '12' 	 'electrolysis' 	 9.127314
'2' 	 '21' 	 '13' 	 'electrolysis' 	 9.127314
'2' 	 '21' 	 '14' 	 'electrolysis' 	 9.127314
'2' 	 '21' 	 '15' 	 'electrolysis' 	 9.127314
'2' 	 '21' 	 '16' 	 'electrolysis' 	 9.127314
'2' 	 '21' 	 '17' 	 'electrolysis' 	 27.995735
'2' 	 '21' 	 '18' 	 'electrolysis' 	 259.666967
'2' 	 '21' 	 '19' 	 'electrolysis' 	 282.816821
'2' 	 '21' 	 '20' 	 'electrolysis' 	 282.816821
'2' 	 '21' 	 '21' 	 'electrolysis' 	 282.816821
'2' 	 '21' 	 '22' 	 'electrolysis' 	 282.816821
'2' 	 '21' 	 '23' 	 'electrolysis' 	 282.816821
'2' 	 '21' 	 '24' 	 'electrolysis' 	 282.816821
'3' 	 '21' 	 '1' 	 'electrolysis' 	 54.121309
'3' 	 '21' 	 '2' 	 'electrolysis' 	 54.121309
'3' 	 '21' 	 '3' 	 'electrolysis' 	 54.121309
'3' 	 '21' 	 '4' 	 'electrolysis' 	 54.121309
'3' 	 '21' 	 '5' 	 'electrolysis' 	 54.121309
'3' 	 '21' 	 '6' 	 'electrolysis' 	 54.121309
'3' 	 '21' 	 '7' 	 'electrolysis' 	 54.121309
'3' 	 '21' 	 '8' 	 'electrolysis' 	 1.432542
'3' 	 '21' 	 '9' 	 'electrolysis' 	 0.001000
'3' 	 '21' 	 '10' 	 'electrolysis' 	 0.001000
'3' 	 '21' 	 '11' 	 'electrolysis' 	 0.001000
'3' 	 '21' 	 '12' 	 'electrolysis' 	 0.001000
'3' 	 '21' 	 '13' 	 'electrolysis' 	 0.001000
'3' 	 '21' 	 '14' 	 'electrolysis' 	 0.001000
'3' 	 '21' 	 '15' 	 'electrolysis' 	 0.001000
'3' 	 '21' 	 '16' 	 'electrolysis' 	 0.001667
'3' 	 '21' 	 '17' 	 'electrolysis' 	 46.470964
'3' 	 '21' 	 '18' 	 'electrolysis' 	 54.121309
'3' 	 '21' 	 '19' 	 'electrolysis' 	 54.121309
'3' 	 '21' 	 '20' 	 'electrolysis' 	 54.121309
'3' 	 '21' 	 '21' 	 'electrolysis' 	 54.121309
'3' 	 '21' 	 '22' 	 'electrolysis' 	 54.121309
'3' 	 '21' 	 '23' 	 'electrolysis' 	 54.121309
'3' 	 '21' 	 '24' 	 'electrolysis' 	 54.121309
'4' 	 '21' 	 '1' 	 'electrolysis' 	 20.939650
'4' 	 '21' 	 '2' 	 'electrolysis' 	 20.939650
'4' 	 '21' 	 '3' 	 'electrolysis' 	 20.939651
'4' 	 '21' 	 '4' 	 'electrolysis' 	 20.939651
'4' 	 '21' 	 '5' 	 'electrolysis' 	 20.938958
'4' 	 '21' 	 '6' 	 'electrolysis' 	 20.939650
'4' 	 '21' 	 '7' 	 'electrolysis' 	 20.939650
'4' 	 '21' 	 '8' 	 'electrolysis' 	 17.842623
'4' 	 '21' 	 '9' 	 'electrolysis' 	 8.715283
'4' 	 '21' 	 '10' 	 'electrolysis' 	 7.815665
'4' 	 '21' 	 '11' 	 'electrolysis' 	 7.815665
'4' 	 '21' 	 '12' 	 'electrolysis' 	 7.815665
'4' 	 '21' 	 '13' 	 'electrolysis' 	 7.815665
'4' 	 '21' 	 '14' 	 'electrolysis' 	 7.815665
'4' 	 '21' 	 '15' 	 'electrolysis' 	 7.815665
'4' 	 '21' 	 '16' 	 'electrolysis' 	 7.815665
'4' 	 '21' 	 '17' 	 'electrolysis' 	 15.875786
'4' 	 '21' 	 '18' 	 'electrolysis' 	 20.935171
'4' 	 '21' 	 '19' 	 'electrolysis' 	 20.939650
'4' 	 '21' 	 '20' 	 'electrolysis' 	 20.939650
'4' 	 '21' 	 '21' 	 'electrolysis' 	 20.939650
'4' 	 '21' 	 '22' 	 'electrolysis' 	 20.939650
'4' 	 '21' 	 '23' 	 'electrolysis' 	 20.939650
'4' 	 '21' 	 '24' 	 'electrolysis' 	 20.939650
'1' 	 '22' 	 '1' 	 'electrolysis' 	 0.260767
'1' 	 '22' 	 '2' 	 'electrolysis' 	 0.260767
'1' 	 '22' 	 '3' 	 'electrolysis' 	 0.260767
'1' 	 '22' 	 '4' 	 'electrolysis' 	 0.260767
'1' 	 '22' 	 '5' 	 'electrolysis' 	 0.260767
'1' 	 '22' 	 '6' 	 'electrolysis' 	 0.260767
'1' 	 '22' 	 '7' 	 'electrolysis' 	 0.002355
'1' 	 '22' 	 '8' 	 'electrolysis' 	 0.001000
'1' 	 '22' 	 '9' 	 'electrolysis' 	 0.001000
'1' 	 '22' 	 '10' 	 'electrolysis' 	 0.001000
'1' 	 '22' 	 '11' 	 'electrolysis' 	 0.001000
'1' 	 '22' 	 '12' 	 'electrolysis' 	 0.001000
'1' 	 '22' 	 '13' 	 'electrolysis' 	 0.001000
'1' 	 '22' 	 '14' 	 'electrolysis' 	 0.001000
'1' 	 '22' 	 '15' 	 'electrolysis' 	 0.001000
'1' 	 '22' 	 '16' 	 'electrolysis' 	 0.001000
'1' 	 '22' 	 '17' 	 'electrolysis' 	 0.153881
'1' 	 '22' 	 '18' 	 'electrolysis' 	 0.247970
'1' 	 '22' 	 '19' 	 'electrolysis' 	 0.260766
'1' 	 '22' 	 '20' 	 'electrolysis' 	 0.260766
'1' 	 '22' 	 '21' 	 'electrolysis' 	 0.260766
'1' 	 '22' 	 '22' 	 'electrolysis' 	 0.260766
'1' 	 '22' 	 '23' 	 'electrolysis' 	 0.260766
'1' 	 '22' 	 '24' 	 'electrolysis' 	 0.260767
'2' 	 '22' 	 '1' 	 'electrolysis' 	 63.061897
'2' 	 '22' 	 '2' 	 'electrolysis' 	 63.061897
'2' 	 '22' 	 '3' 	 'electrolysis' 	 63.061897
'2' 	 '22' 	 '4' 	 'electrolysis' 	 63.061897
'2' 	 '22' 	 '5' 	 'electrolysis' 	 63.061897
'2' 	 '22' 	 '6' 	 'electrolysis' 	 63.061897
'2' 	 '22' 	 '7' 	 'electrolysis' 	 60.424720
'2' 	 '22' 	 '8' 	 'electrolysis' 	 16.142078
'2' 	 '22' 	 '9' 	 'electrolysis' 	 15.873616
'2' 	 '22' 	 '10' 	 'electrolysis' 	 15.873616
'2' 	 '22' 	 '11' 	 'electrolysis' 	 15.873616
'2' 	 '22' 	 '12' 	 'electrolysis' 	 15.873616
'2' 	 '22' 	 '13' 	 'electrolysis' 	 15.873616
'2' 	 '22' 	 '14' 	 'electrolysis' 	 15.873616
'2' 	 '22' 	 '15' 	 'electrolysis' 	 15.873616
'2' 	 '22' 	 '16' 	 'electrolysis' 	 15.873616
'2' 	 '22' 	 '17' 	 'electrolysis' 	 55.262768
'2' 	 '22' 	 '18' 	 'electrolysis' 	 63.061897
'2' 	 '22' 	 '19' 	 'electrolysis' 	 63.061897
'2' 	 '22' 	 '20' 	 'electrolysis' 	 63.061897
'2' 	 '22' 	 '21' 	 'electrolysis' 	 63.061897
'2' 	 '22' 	 '22' 	 'electrolysis' 	 63.061897
'2' 	 '22' 	 '23' 	 'electrolysis' 	 63.061897
'2' 	 '22' 	 '24' 	 'electrolysis' 	 63.061897
'3' 	 '22' 	 '1' 	 'electrolysis' 	 50.195101
'3' 	 '22' 	 '2' 	 'electrolysis' 	 50.195101
'3' 	 '22' 	 '3' 	 'electrolysis' 	 50.195101
'3' 	 '22' 	 '4' 	 'electrolysis' 	 50.195101
'3' 	 '22' 	 '5' 	 'electrolysis' 	 50.195101
'3' 	 '22' 	 '6' 	 'electrolysis' 	 50.195101
'3' 	 '22' 	 '7' 	 'electrolysis' 	 15.869921
'3' 	 '22' 	 '8' 	 'electrolysis' 	 0.001000
'3' 	 '22' 	 '9' 	 'electrolysis' 	 0.001000
'3' 	 '22' 	 '10' 	 'electrolysis' 	 0.001000
'3' 	 '22' 	 '11' 	 'electrolysis' 	 0.001000
'3' 	 '22' 	 '12' 	 'electrolysis' 	 0.001000
'3' 	 '22' 	 '13' 	 'electrolysis' 	 0.001000
'3' 	 '22' 	 '14' 	 'electrolysis' 	 0.001000
'3' 	 '22' 	 '15' 	 'electrolysis' 	 0.001000
'3' 	 '22' 	 '16' 	 'electrolysis' 	 0.001667
'3' 	 '22' 	 '17' 	 'electrolysis' 	 39.936499
'3' 	 '22' 	 '18' 	 'electrolysis' 	 50.195101
'3' 	 '22' 	 '19' 	 'electrolysis' 	 50.195101
'3' 	 '22' 	 '20' 	 'electrolysis' 	 50.195101
'3' 	 '22' 	 '21' 	 'electrolysis' 	 50.195101
'3' 	 '22' 	 '22' 	 'electrolysis' 	 50.195101
'3' 	 '22' 	 '23' 	 'electrolysis' 	 50.195101
'3' 	 '22' 	 '24' 	 'electrolysis' 	 50.195101
'4' 	 '22' 	 '1' 	 'electrolysis' 	 31.307169
'4' 	 '22' 	 '2' 	 'electrolysis' 	 31.307169
'4' 	 '22' 	 '3' 	 'electrolysis' 	 30.234863
'4' 	 '22' 	 '4' 	 'electrolysis' 	 30.234863
'4' 	 '22' 	 '5' 	 'electrolysis' 	 29.118264
'4' 	 '22' 	 '6' 	 'electrolysis' 	 29.903569
'4' 	 '22' 	 '7' 	 'electrolysis' 	 30.145644
'4' 	 '22' 	 '8' 	 'electrolysis' 	 0.069612
'4' 	 '22' 	 '9' 	 'electrolysis' 	 0.069612
'4' 	 '22' 	 '10' 	 'electrolysis' 	 0.069612
'4' 	 '22' 	 '11' 	 'electrolysis' 	 0.069612
'4' 	 '22' 	 '12' 	 'electrolysis' 	 0.069612
'4' 	 '22' 	 '13' 	 'electrolysis' 	 0.069612
'4' 	 '22' 	 '14' 	 'electrolysis' 	 0.069612
'4' 	 '22' 	 '15' 	 'electrolysis' 	 0.069612
'4' 	 '22' 	 '16' 	 'electrolysis' 	 0.069612
'4' 	 '22' 	 '17' 	 'electrolysis' 	 27.170317
'4' 	 '22' 	 '18' 	 'electrolysis' 	 31.307169
'4' 	 '22' 	 '19' 	 'electrolysis' 	 31.307169
'4' 	 '22' 	 '20' 	 'electrolysis' 	 31.307169
'4' 	 '22' 	 '21' 	 'electrolysis' 	 31.307169
'4' 	 '22' 	 '22' 	 'electrolysis' 	 31.307169
'4' 	 '22' 	 '23' 	 'electrolysis' 	 31.307169
'4' 	 '22' 	 '24' 	 'electrolysis' 	 31.307169
