COMPOSITE TABLE:
SCrv1   SReg    Sulf    Mtyp    Rank    yr      TPH_Growth_Rate     WAGE_MULTIPLIER     ADJ_MMP_MULT         ADJ_MMP_ADD        P_EQUIP             PPI_STEEL_EXPLO     SCLIMIT
6       01NA    3H      1S      5G      2023    0.995               1.000               1.000               -0.001              158.3               202.5               999.99
7       02CA    1C      2D      1B      2023    0.969               1.000               1.000               -0.001              181.1               202.5               999.99
8       02CA    2M      2D      1B      2023    0.969               1.000               1.000               -0.001              181.1               202.5               999.99
9       02CA    2M      2D      4P      2023    0.967               1.000               1.000               -0.001              181.1               202.5               999.99
10      02CA    1C      1S      1B      2023    0.972               1.000               1.000               -0.001              158.3               202.5               999.99
11      02CA    2M      1S      1B      2023    0.972               1.000               1.000               -0.001              158.3               202.5               999.99
12      03SA    1C      2D      1B      2023    0.980               1.000               1.000               -0.001              181.1               202.5               999.99
13      03SA    2M      2D      1B      2023    0.980               1.000               1.000               -0.001              181.1               202.5               999.99
14      03SA    1C      2D      4P      2023    0.982               1.000               1.000               -0.001              181.1               202.5               999.99
15      03SA    1C      1S      1B      2023    0.981               1.000               1.000               -0.001              158.3               202.5               999.99
16      03SA    2M      1S      1B      2023    0.981               1.000               1.000               -0.001              158.3               202.5               999.99
17      04EI    2M      2D      1B      2023    0.990               1.000               1.000               -0.001              181.1               202.5               999.99
18      04EI    3H      2D      1B      2023    0.990               1.000               1.000               -0.001              181.1               202.5               999.99
19      04EI    2M      1S      1B      2023    0.996               1.000               1.000               -0.001              158.3               202.5               999.99
20      04EI    3H      1S      1B      2023    0.996               1.000               1.000               -0.001              158.3               202.5               999.99
21      04EI    2M      1S      3L      2023    0.996               1.000               1.000               -0.001              158.3               134.6               999.99
22      05WI    3H      1S      1B      2023    0.988               1.000               1.000               -0.001              158.3               134.6               999.99
23      06GL    2M      1S      3L      2023    0.990               1.000               1.000               -0.001              158.3               134.6               999.99
24      06GL    3H      1S      3L      2023    0.990               1.000               1.000               -0.001              158.3               134.6               999.99
25      07DL    2M      1S      3L      2023    0.990               1.000               1.000               -0.001              158.3               134.6               999.99
26      08WM    1C      2D      1B      2023    0.988               1.000               1.000               -0.001              181.1               202.5               999.99
27      08WM    1C      1S      2S      2023    0.992               1.000               1.000               -0.001              158.3               134.6               999.99
28      08WM    2M      1S      2S      2023    0.992               1.000               1.000               -0.001              158.3               134.6               999.99
29      09NW    1C      1S      2S      2023    0.994               1.000               1.000               -0.001              158.3               134.6               999.99
30      09NW    2M      1S      2S      2023    0.994               1.000               1.000               -0.001              158.3               134.6               999.99
31      10SW    1C      1S      2S      2023    0.996               1.000               1.000               -0.001              158.3               134.6               999.99
32      11WW    1C      2D      2S      2023    0.991               1.000               1.000               -0.001              181.1               202.5               999.99
33      11WW    1C      1S      2S      2023    0.990               1.000               1.000               -0.001              158.3               134.6               999.99
34      11WW    2M      1S      2S      2023    0.990               1.000               1.000               -0.001              158.3               134.6               999.99
35      12RM    1C      2D      1B      2023    0.984               1.000               1.000               -0.001              181.1               202.5               999.99
36      12RM    1C      2D      4P      2023    0.975               1.000               1.000               -0.001              181.1               202.5               999.99
37      12RM    1C      1S      2S      2023    0.986               1.000               1.000               -0.001              158.3               134.6               999.99
38      13ZN    2M      2D      1B      2023    0.987               1.000               1.000               -0.001              181.1               202.5               999.99
39      13ZN    1C      1S      1B      2023    0.991               1.000               1.000               -0.001              158.3               134.6               999.99
40      13ZN    2M      1S      2S      2023    0.991               1.000               1.000               -0.001              158.3               134.6               999.99
41      14AW    1C      1S      2S      2023    1.004               1.000               1.000               -0.001              158.3               134.6               999.99
1       01NA    2M      2D      1B      2024    0.990               1.000               1.000               -0.001              181.1               202.5               999.99
2       01NA    3H      2D      1B      2024    0.990               1.000               1.000               -0.001              181.1               202.5               999.99
3       01NA    2M      2D      4P      2024    0.990               1.000               1.000               -0.001              181.1               202.5               999.99
4       01NA    2M      1S      1B      2024    0.990               1.000               1.000               -0.001              158.3               202.5               999.99
5       01NA    3H      1S      1B      2024    0.990               1.000               1.000               -0.001              158.3               202.5               999.99
6       01NA    3H      1S      5G      2024    0.995               1.000               1.000               -0.001              158.3               202.5               999.99
7       02CA    1C      2D      1B      2024    0.969               1.000               1.000               -0.001              181.1               202.5               999.99
8       02CA    2M      2D      1B      2024    0.969               1.000               1.000               -0.001              181.1               202.5               999.99
9       02CA    2M      2D      4P      2024    0.967               1.000               1.000               -0.001              181.1               202.5               999.99
10      02CA    1C      1S      1B      2024    0.972               1.000               1.000               -0.001              158.3               202.5               999.99
11      02CA    2M      1S      1B      2024    0.972               1.000               1.000               -0.001              158.3               202.5               999.99
12      03SA    1C      2D      1B      2024    0.980               1.000               1.000               -0.001              181.1               202.5               999.99
13      03SA    2M      2D      1B      2024    0.980               1.000               1.000               -0.001              181.1               202.5               999.99
14      03SA    1C      2D      4P      2024    0.982               1.000               1.000               -0.001              181.1               202.5               999.99
15      03SA    1C      1S      1B      2024    0.981               1.000               1.000               -0.001              158.3               202.5               999.99
16      03SA    2M      1S      1B      2024    0.981               1.000               1.000               -0.001              158.3               202.5               999.99
17      04EI    2M      2D      1B      2024    0.990               1.000               1.000               -0.001              181.1               202.5               999.99
18      04EI    3H      2D      1B      2024    0.990               1.000               1.000               -0.001              181.1               202.5               999.99
19      04EI    2M      1S      1B      2024    0.996               1.000               1.000               -0.001              158.3               202.5               999.99
20      04EI    3H      1S      1B      2024    0.996               1.000               1.000               -0.001              158.3               202.5               999.99
21      04EI    2M      1S      3L      2024    0.996               1.000               1.000               -0.001              158.3               134.6               999.99
22      05WI    3H      1S      1B      2024    0.988               1.000               1.000               -0.001              158.3               134.6               999.99
23      06GL    2M      1S      3L      2024    0.990               1.000               1.000               -0.001              158.3               134.6               999.99
24      06GL    3H      1S      3L      2024    0.990               1.000               1.000               -0.001              158.3               134.6               999.99
25      07DL    2M      1S      3L      2024    0.990               1.000               1.000               -0.001              158.3               134.6               999.99
26      08WM    1C      2D      1B      2024    0.988               1.000               1.000               -0.001              181.1               202.5               999.99
27      08WM    1C      1S      2S      2024    0.992               1.000               1.000               -0.001              158.3               134.6               999.99
28      08WM    2M      1S      2S      2024    0.992               1.000               1.000               -0.001              158.3               134.6               999.99
29      09NW    1C      1S      2S      2024    0.994               1.000               1.000               -0.001              158.3               134.6               999.99
30      09NW    2M      1S      2S      2024    0.994               1.000               1.000               -0.001              158.3               134.6               999.99
31      10SW    1C      1S      2S      2024    0.996               1.000               1.000               -0.001              158.3               134.6               999.99
32      11WW    1C      2D      2S      2024    0.991               1.000               1.000               -0.001              181.1               202.5               999.99
33      11WW    1C      1S      2S      2024    0.990               1.000               1.000               -0.001              158.3               134.6               999.99
34      11WW    2M      1S      2S      2024    0.990               1.000               1.000               -0.001              158.3               134.6               999.99
35      12RM    1C      2D      1B      2024    0.984               1.000               1.000               -0.001              181.1               202.5               999.99
36      12RM    1C      2D      4P      2024    0.975               1.000               1.000               -0.001              181.1               202.5               999.99
37      12RM    1C      1S      2S      2024    0.986               1.000               1.000               -0.001              158.3               134.6               999.99
38      13ZN    2M      2D      1B      2024    0.987               1.000               1.000               -0.001              181.1               202.5               999.99
39      13ZN    1C      1S      1B      2024    0.991               1.000               1.000               -0.001              158.3               134.6               999.99
40      13ZN    2M      1S      2S      2024    0.991               1.000               1.000               -0.001              158.3               134.6               999.99
41      14AW    1C      1S      2S      2024    1.004               1.000               1.000               -0.001              158.3               134.6               999.99
1       01NA    2M      2D      1B      2025    0.990               1.000               1.000               -0.001              181.1               202.5               999.99
2       01NA    3H      2D      1B      2025    0.990               1.000               1.000               -0.001              181.1               202.5               999.99
3       01NA    2M      2D      4P      2025    0.990               1.000               1.000               -0.001              181.1               202.5               999.99
4       01NA    2M      1S      1B      2025    0.990               1.000               1.000               -0.001              158.3               202.5               999.99
5       01NA    3H      1S      1B      2025    0.990               1.000               1.000               -0.001              158.3               202.5               999.99
6       01NA    3H      1S      5G      2025    0.995               1.000               1.000               -0.001              158.3               202.5               999.99
7       02CA    1C      2D      1B      2025    0.969               1.000               1.000               -0.001              181.1               202.5               999.99
8       02CA    2M      2D      1B      2025    0.969               1.000               1.000               -0.001              181.1               202.5               999.99
9       02CA    2M      2D      4P      2025    0.967               1.000               1.000               -0.001              181.1               202.5               999.99
10      02CA    1C      1S      1B      2025    0.972               1.000               1.000               -0.001              158.3               202.5               999.99
11      02CA    2M      1S      1B      2025    0.972               1.000               1.000               -0.001              158.3               202.5               999.99
12      03SA    1C      2D      1B      2025    0.980               1.000               1.000               -0.001              181.1               202.5               999.99
13      03SA    2M      2D      1B      2025    0.980               1.000               1.000               -0.001              181.1               202.5               999.99
14      03SA    1C      2D      4P      2025    0.982               1.000               1.000               -0.001              181.1               202.5               999.99
15      03SA    1C      1S      1B      2025    0.981               1.000               1.000               -0.001              158.3               202.5               999.99
16      03SA    2M      1S      1B      2025    0.981               1.000               1.000               -0.001              158.3               202.5               999.99
17      04EI    2M      2D      1B      2025    0.990               1.000               1.000               -0.001              181.1               202.5               999.99
18      04EI    3H      2D      1B      2025    0.990               1.000               1.000               -0.001              181.1               202.5               999.99
19      04EI    2M      1S      1B      2025    0.996               1.000               1.000               -0.001              158.3               202.5               999.99
20      04EI    3H      1S      1B      2025    0.996               1.000               1.000               -0.001              158.3               202.5               999.99
21      04EI    2M      1S      3L      2025    0.996               1.000               1.000               -0.001              158.3               134.6               999.99
22      05WI    3H      1S      1B      2025    0.988               1.000               1.000               -0.001              158.3               134.6               999.99
23      06GL    2M      1S      3L      2025    0.990               1.000               1.000               -0.001              158.3               134.6               999.99
24      06GL    3H      1S      3L      2025    0.990               1.000               1.000               -0.001              158.3               134.6               999.99
25      07DL    2M      1S      3L      2025    0.990               1.000               1.000               -0.001              158.3               134.6               999.99
26      08WM    1C      2D      1B      2025    0.988               1.000               1.000               -0.001              181.1               202.5               999.99
27      08WM    1C      1S      2S      2025    0.992               1.000               1.000               -0.001              158.3               134.6               999.99
28      08WM    2M      1S      2S      2025    0.992               1.000               1.000               -0.001              158.3               134.6               999.99
29      09NW    1C      1S      2S      2025    0.994               1.000               1.000               -0.001              158.3               134.6               999.99
30      09NW    2M      1S      2S      2025    0.994               1.000               1.000               -0.001              158.3               134.6               999.99
31      10SW    1C      1S      2S      2025    0.996               1.000               1.000               -0.001              158.3               134.6               999.99
32      11WW    1C      2D      2S      2025    0.991               1.000               1.000               -0.001              181.1               202.5               999.99
33      11WW    1C      1S      2S      2025    0.990               1.000               1.000               -0.001              158.3               134.6               999.99
34      11WW    2M      1S      2S      2025    0.990               1.000               1.000               -0.001              158.3               134.6               999.99
35      12RM    1C      2D      1B      2025    0.984               1.000               1.000               -0.001              181.1               202.5               999.99
36      12RM    1C      2D      4P      2025    0.975               1.000               1.000               -0.001              181.1               202.5               999.99
37      12RM    1C      1S      2S      2025    0.986               1.000               1.000               -0.001              158.3               134.6               999.99
38      13ZN    2M      2D      1B      2025    0.987               1.000               1.000               -0.001              181.1               202.5               999.99
39      13ZN    1C      1S      1B      2025    0.991               1.000               1.000               -0.001              158.3               134.6               999.99
40      13ZN    2M      1S      2S      2025    0.991               1.000               1.000               -0.001              158.3               134.6               999.99
41      14AW    1C      1S      2S      2025    1.004               1.000               1.000               -0.001              158.3               134.6               999.99
1       01NA    2M      2D      1B      2026    0.990               1.000               1.000               -0.001              181.1               202.5               999.99
2       01NA    3H      2D      1B      2026    0.990               1.000               1.000               -0.001              181.1               202.5               999.99
3       01NA    2M      2D      4P      2026    0.990               1.000               1.000               -0.001              181.1               202.5               999.99
4       01NA    2M      1S      1B      2026    0.990               1.000               1.000               -0.001              158.3               202.5               999.99
5       01NA    3H      1S      1B      2026    0.990               1.000               1.000               -0.001              158.3               202.5               999.99
6       01NA    3H      1S      5G      2026    0.995               1.000               1.000               -0.001              158.3               202.5               999.99
7       02CA    1C      2D      1B      2026    0.969               1.000               1.000               -0.001              181.1               202.5               999.99
8       02CA    2M      2D      1B      2026    0.969               1.000               1.000               -0.001              181.1               202.5               999.99
9       02CA    2M      2D      4P      2026    0.967               1.000               1.000               -0.001              181.1               202.5               999.99
10      02CA    1C      1S      1B      2026    0.972               1.000               1.000               -0.001              158.3               202.5               999.99
11      02CA    2M      1S      1B      2026    0.972               1.000               1.000               -0.001              158.3               202.5               999.99
12      03SA    1C      2D      1B      2026    0.980               1.000               1.000               -0.001              181.1               202.5               999.99
13      03SA    2M      2D      1B      2026    0.980               1.000               1.000               -0.001              181.1               202.5               999.99
14      03SA    1C      2D      4P      2026    0.982               1.000               1.000               -0.001              181.1               202.5               999.99
15      03SA    1C      1S      1B      2026    0.981               1.000               1.000               -0.001              158.3               202.5               999.99
16      03SA    2M      1S      1B      2026    0.981               1.000               1.000               -0.001              158.3               202.5               999.99
17      04EI    2M      2D      1B      2026    0.990               1.000               1.000               -0.001              181.1               202.5               999.99
18      04EI    3H      2D      1B      2026    0.990               1.000               1.000               -0.001              181.1               202.5               999.99
19      04EI    2M      1S      1B      2026    0.996               1.000               1.000               -0.001              158.3               202.5               999.99
20      04EI    3H      1S      1B      2026    0.996               1.000               1.000               -0.001              158.3               202.5               999.99
21      04EI    2M      1S      3L      2026    0.996               1.000               1.000               -0.001              158.3               134.6               999.99
22      05WI    3H      1S      1B      2026    0.988               1.000               1.000               -0.001              158.3               134.6               999.99
23      06GL    2M      1S      3L      2026    0.990               1.000               1.000               -0.001              158.3               134.6               999.99
24      06GL    3H      1S      3L      2026    0.990               1.000               1.000               -0.001              158.3               134.6               999.99
25      07DL    2M      1S      3L      2026    0.990               1.000               1.000               -0.001              158.3               134.6               999.99
26      08WM    1C      2D      1B      2026    0.988               1.000               1.000               -0.001              181.1               202.5               999.99
27      08WM    1C      1S      2S      2026    0.992               1.000               1.000               -0.001              158.3               134.6               999.99
28      08WM    2M      1S      2S      2026    0.992               1.000               1.000               -0.001              158.3               134.6               999.99
29      09NW    1C      1S      2S      2026    0.994               1.000               1.000               -0.001              158.3               134.6               999.99
30      09NW    2M      1S      2S      2026    0.994               1.000               1.000               -0.001              158.3               134.6               999.99
31      10SW    1C      1S      2S      2026    0.996               1.000               1.000               -0.001              158.3               134.6               999.99
32      11WW    1C      2D      2S      2026    0.991               1.000               1.000               -0.001              181.1               202.5               999.99
33      11WW    1C      1S      2S      2026    0.990               1.000               1.000               -0.001              158.3               134.6               999.99
34      11WW    2M      1S      2S      2026    0.990               1.000               1.000               -0.001              158.3               134.6               999.99
35      12RM    1C      2D      1B      2026    0.984               1.000               1.000               -0.001              181.1               202.5               999.99
36      12RM    1C      2D      4P      2026    0.975               1.000               1.000               -0.001              181.1               202.5               999.99
37      12RM    1C      1S      2S      2026    0.986               1.000               1.000               -0.001              158.3               134.6               999.99
38      13ZN    2M      2D      1B      2026    0.987               1.000               1.000               -0.001              181.1               202.5               999.99
39      13ZN    1C      1S      1B      2026    0.991               1.000               1.000               -0.001              158.3               134.6               999.99
40      13ZN    2M      1S      2S      2026    0.991               1.000               1.000               -0.001              158.3               134.6               999.99
41      14AW    1C      1S      2S      2026    1.004               1.000               1.000               -0.001              158.3               134.6               999.99
1       01NA    2M      2D      1B      2027    0.990               1.000               1.000               -0.001              181.1               202.5               999.99
2       01NA    3H      2D      1B      2027    0.990               1.000               1.000               -0.001              181.1               202.5               999.99
3       01NA    2M      2D      4P      2027    0.990               1.000               1.000               -0.001              181.1               202.5               999.99
4       01NA    2M      1S      1B      2027    0.990               1.000               1.000               -0.001              158.3               202.5               999.99
5       01NA    3H      1S      1B      2027    0.990               1.000               1.000               -0.001              158.3               202.5               999.99
6       01NA    3H      1S      5G      2027    0.995               1.000               1.000               -0.001              158.3               202.5               999.99
7       02CA    1C      2D      1B      2027    0.969               1.000               1.000               -0.001              181.1               202.5               999.99
8       02CA    2M      2D      1B      2027    0.969               1.000               1.000               -0.001              181.1               202.5               999.99
9       02CA    2M      2D      4P      2027    0.967               1.000               1.000               -0.001              181.1               202.5               999.99
10      02CA    1C      1S      1B      2027    0.972               1.000               1.000               -0.001              158.3               202.5               999.99
11      02CA    2M      1S      1B      2027    0.972               1.000               1.000               -0.001              158.3               202.5               999.99
12      03SA    1C      2D      1B      2027    0.980               1.000               1.000               -0.001              181.1               202.5               999.99
13      03SA    2M      2D      1B      2027    0.980               1.000               1.000               -0.001              181.1               202.5               999.99
14      03SA    1C      2D      4P      2027    0.982               1.000               1.000               -0.001              181.1               202.5               999.99
15      03SA    1C      1S      1B      2027    0.981               1.000               1.000               -0.001              158.3               202.5               999.99
16      03SA    2M      1S      1B      2027    0.981               1.000               1.000               -0.001              158.3               202.5               999.99
17      04EI    2M      2D      1B      2027    0.990               1.000               1.000               -0.001              181.1               202.5               999.99
18      04EI    3H      2D      1B      2027    0.990               1.000               1.000               -0.001              181.1               202.5               999.99
19      04EI    2M      1S      1B      2027    0.996               1.000               1.000               -0.001              158.3               202.5               999.99
20      04EI    3H      1S      1B      2027    0.996               1.000               1.000               -0.001              158.3               202.5               999.99
21      04EI    2M      1S      3L      2027    0.996               1.000               1.000               -0.001              158.3               134.6               999.99
22      05WI    3H      1S      1B      2027    0.988               1.000               1.000               -0.001              158.3               134.6               999.99
23      06GL    2M      1S      3L      2027    0.990               1.000               1.000               -0.001              158.3               134.6               999.99
24      06GL    3H      1S      3L      2027    0.990               1.000               1.000               -0.001              158.3               134.6               999.99
25      07DL    2M      1S      3L      2027    0.990               1.000               1.000               -0.001              158.3               134.6               999.99
26      08WM    1C      2D      1B      2027    0.988               1.000               1.000               -0.001              181.1               202.5               999.99
27      08WM    1C      1S      2S      2027    0.992               1.000               1.000               -0.001              158.3               134.6               999.99
28      08WM    2M      1S      2S      2027    0.992               1.000               1.000               -0.001              158.3               134.6               999.99
29      09NW    1C      1S      2S      2027    0.994               1.000               1.000               -0.001              158.3               134.6               999.99
30      09NW    2M      1S      2S      2027    0.994               1.000               1.000               -0.001              158.3               134.6               999.99
31      10SW    1C      1S      2S      2027    0.996               1.000               1.000               -0.001              158.3               134.6               999.99
32      11WW    1C      2D      2S      2027    0.991               1.000               1.000               -0.001              181.1               202.5               999.99
33      11WW    1C      1S      2S      2027    0.990               1.000               1.000               -0.001              158.3               134.6               999.99
34      11WW    2M      1S      2S      2027    0.990               1.000               1.000               -0.001              158.3               134.6               999.99
35      12RM    1C      2D      1B      2027    0.984               1.000               1.000               -0.001              181.1               202.5               999.99
36      12RM    1C      2D      4P      2027    0.975               1.000               1.000               -0.001              181.1               202.5               999.99
37      12RM    1C      1S      2S      2027    0.986               1.000               1.000               -0.001              158.3               134.6               999.99
38      13ZN    2M      2D      1B      2027    0.987               1.000               1.000               -0.001              181.1               202.5               999.99
39      13ZN    1C      1S      1B      2027    0.991               1.000               1.000               -0.001              158.3               134.6               999.99
40      13ZN    2M      1S      2S      2027    0.991               1.000               1.000               -0.001              158.3               134.6               999.99
41      14AW    1C      1S      2S      2027    1.004               1.000               1.000               -0.001              158.3               134.6               999.99
1       01NA    2M      2D      1B      2028    0.990               1.000               1.000               -0.001              181.1               202.5               999.99
2       01NA    3H      2D      1B      2028    0.990               1.000               1.000               -0.001              181.1               202.5               999.99
3       01NA    2M      2D      4P      2028    0.990               1.000               1.000               -0.001              181.1               202.5               999.99
4       01NA    2M      1S      1B      2028    0.990               1.000               1.000               -0.001              158.3               202.5               999.99
5       01NA    3H      1S      1B      2028    0.990               1.000               1.000               -0.001              158.3               202.5               999.99
6       01NA    3H      1S      5G      2028    0.995               1.000               1.000               -0.001              158.3               202.5               999.99
7       02CA    1C      2D      1B      2028    0.969               1.000               1.000               -0.001              181.1               202.5               999.99
8       02CA    2M      2D      1B      2028    0.969               1.000               1.000               -0.001              181.1               202.5               999.99
9       02CA    2M      2D      4P      2028    0.967               1.000               1.000               -0.001              181.1               202.5               999.99
10      02CA    1C      1S      1B      2028    0.972               1.000               1.000               -0.001              158.3               202.5               999.99
11      02CA    2M      1S      1B      2028    0.972               1.000               1.000               -0.001              158.3               202.5               999.99
12      03SA    1C      2D      1B      2028    0.980               1.000               1.000               -0.001              181.1               202.5               999.99
13      03SA    2M      2D      1B      2028    0.980               1.000               1.000               -0.001              181.1               202.5               999.99
14      03SA    1C      2D      4P      2028    0.982               1.000               1.000               -0.001              181.1               202.5               999.99
15      03SA    1C      1S      1B      2028    0.981               1.000               1.000               -0.001              158.3               202.5               999.99
16      03SA    2M      1S      1B      2028    0.981               1.000               1.000               -0.001              158.3               202.5               999.99
17      04EI    2M      2D      1B      2028    0.990               1.000               1.000               -0.001              181.1               202.5               999.99
18      04EI    3H      2D      1B      2028    0.990               1.000               1.000               -0.001              181.1               202.5               999.99
19      04EI    2M      1S      1B      2028    0.996               1.000               1.000               -0.001              158.3               202.5               999.99
20      04EI    3H      1S      1B      2028    0.996               1.000               1.000               -0.001              158.3               202.5               999.99
21      04EI    2M      1S      3L      2028    0.996               1.000               1.000               -0.001              158.3               134.6               999.99
22      05WI    3H      1S      1B      2028    0.988               1.000               1.000               -0.001              158.3               134.6               999.99
23      06GL    2M      1S      3L      2028    0.990               1.000               1.000               -0.001              158.3               134.6               999.99
24      06GL    3H      1S      3L      2028    0.990               1.000               1.000               -0.001              158.3               134.6               999.99
25      07DL    2M      1S      3L      2028    0.990               1.000               1.000               -0.001              158.3               134.6               999.99
26      08WM    1C      2D      1B      2028    0.988               1.000               1.000               -0.001              181.1               202.5               999.99
27      08WM    1C      1S      2S      2028    0.992               1.000               1.000               -0.001              158.3               134.6               999.99
28      08WM    2M      1S      2S      2028    0.992               1.000               1.000               -0.001              158.3               134.6               999.99
29      09NW    1C      1S      2S      2028    0.994               1.000               1.000               -0.001              158.3               134.6               999.99
30      09NW    2M      1S      2S      2028    0.994               1.000               1.000               -0.001              158.3               134.6               999.99
31      10SW    1C      1S      2S      2028    0.996               1.000               1.000               -0.001              158.3               134.6               999.99
32      11WW    1C      2D      2S      2028    0.991               1.000               1.000               -0.001              181.1               202.5               999.99
33      11WW    1C      1S      2S      2028    0.990               1.000               1.000               -0.001              158.3               134.6               999.99
34      11WW    2M      1S      2S      2028    0.990               1.000               1.000               -0.001              158.3               134.6               999.99
35      12RM    1C      2D      1B      2028    0.984               1.000               1.000               -0.001              181.1               202.5               999.99
36      12RM    1C      2D      4P      2028    0.975               1.000               1.000               -0.001              181.1               202.5               999.99
37      12RM    1C      1S      2S      2028    0.986               1.000               1.000               -0.001              158.3               134.6               999.99
38      13ZN    2M      2D      1B      2028    0.987               1.000               1.000               -0.001              181.1               202.5               999.99
39      13ZN    1C      1S      1B      2028    0.991               1.000               1.000               -0.001              158.3               134.6               999.99
40      13ZN    2M      1S      2S      2028    0.991               1.000               1.000               -0.001              158.3               134.6               999.99
41      14AW    1C      1S      2S      2028    1.004               1.000               1.000               -0.001              158.3               134.6               999.99
1       01NA    2M      2D      1B      2029    0.990               1.000               1.000               -0.001              181.1               202.5               999.99
2       01NA    3H      2D      1B      2029    0.990               1.000               1.000               -0.001              181.1               202.5               999.99
3       01NA    2M      2D      4P      2029    0.990               1.000               1.000               -0.001              181.1               202.5               999.99
4       01NA    2M      1S      1B      2029    0.990               1.000               1.000               -0.001              158.3               202.5               999.99
5       01NA    3H      1S      1B      2029    0.990               1.000               1.000               -0.001              158.3               202.5               999.99
6       01NA    3H      1S      5G      2029    0.995               1.000               1.000               -0.001              158.3               202.5               999.99
7       02CA    1C      2D      1B      2029    0.969               1.000               1.000               -0.001              181.1               202.5               999.99
8       02CA    2M      2D      1B      2029    0.969               1.000               1.000               -0.001              181.1               202.5               999.99
9       02CA    2M      2D      4P      2029    0.967               1.000               1.000               -0.001              181.1               202.5               999.99
10      02CA    1C      1S      1B      2029    0.972               1.000               1.000               -0.001              158.3               202.5               999.99
11      02CA    2M      1S      1B      2029    0.972               1.000               1.000               -0.001              158.3               202.5               999.99
12      03SA    1C      2D      1B      2029    0.980               1.000               1.000               -0.001              181.1               202.5               999.99
13      03SA    2M      2D      1B      2029    0.980               1.000               1.000               -0.001              181.1               202.5               999.99
14      03SA    1C      2D      4P      2029    0.982               1.000               1.000               -0.001              181.1               202.5               999.99
15      03SA    1C      1S      1B      2029    0.981               1.000               1.000               -0.001              158.3               202.5               999.99
16      03SA    2M      1S      1B      2029    0.981               1.000               1.000               -0.001              158.3               202.5               999.99
17      04EI    2M      2D      1B      2029    0.990               1.000               1.000               -0.001              181.1               202.5               999.99
