year,         industry,ind,census,    fuel,fuel#,      capacity,    generation, elec fuel use,       thermal,cap fact,incr. heatrt,grid share,
2001,"Wood Products  ", 19,  9,"biomas",    7,       249160.,   1321806086.,     17359544.,     11869945., 0.6056,   13133.,0.5675,
2002,"Wood Products  ", 19,  9,"biomas",    7,       236360.,   1183404829.,     15541893.,     10627088., 0.5716,   13133.,0.5675,
2003,"Wood Products  ", 19,  9,"biomas",    7,       251100.,   1261995161.,     16574035.,     11332837., 0.5737,   13133.,0.5675,
2004,"Wood Products  ", 19,  9,"biomas",    7,       272370.,   1200853094.,     10390828.,      6542785., 0.5175,    8653.,0.2477,
2005,"Wood Products  ", 19,  9,"biomas",    7,       237630.,   1173495306.,      9113352.,     10580146., 0.5794,    7766.,0.7736,
2006,"Wood Products  ", 19,  9,"biomas",    7,       218430.,   1099711082.,      8112251.,     11339376., 0.5747,    7377.,0.4922,
2007,"Wood Products  ", 19,  9,"biomas",    7,       236300.,   1072942888.,      8436727.,     10779955., 0.5334,    7863.,0.5347,
2008,"Wood Products  ", 19,  9,"biomas",    7,       272800.,   1135841539.,      9723364.,     12326667., 0.4740,    8560.,0.6384,
2009,"Wood Products  ", 19,  9,"biomas",    7,       262900.,   1151294958.,      9494498.,     11656458., 0.5029,    8247.,0.7830,
2010,"Wood Products  ", 19,  9,"biomas",    7,       242000.,   1166965682.,      9784550.,     11114212., 0.5505,    8385.,0.7687,
2011,"Wood Products  ", 19,  9,"biomas",    7,       261800.,   1130832679.,     10729448.,     10707466., 0.4963,    9488.,0.8219,
2012,"Wood Products  ", 19,  9,"biomas",    7,       263700.,   1323595547.,     11612113.,     10891504., 0.5714,    8773.,0.6738,
2013,"Wood Products  ", 19,  9,"biomas",    7,       295492.,   1360691503.,     12239296.,     11987078., 0.5256,    8995.,0.7298,
2014,"Wood Products  ", 19,  9,"biomas",    7,       278350.,   1283635471.,     10627227.,     11595555., 0.5458,    8279.,0.6957,
2015,"Wood Products  ", 19,  9,"biomas",    7,       316900.,   1135328653.,      9732361.,     11455828., 0.4732,    8572.,0.6727,
2016,"Wood Products  ", 19,  9,"biomas",    7,       295000.,   1192926291.,      8833189.,     14860164., 0.4872,    7405.,0.6967,
2017,"Wood Products  ", 19,  9,"biomas",    7,       282900.,   1217986255.,      9265633.,     15515246., 0.4915,    7607.,0.6882,
2018,"Wood Products  ", 19,  9,"biomas",    7,       377900.,   1233125155.,     13161011.,     12626812., 0.5045,   10673.,0.7016,
2019,"Wood Products  ", 19,  9,"biomas",    7,       280400.,   1302645794.,     13993043.,     12097618., 0.5303,   10742.,0.6866,
2020,"Wood Products  ", 19,  9,"biomas",    7,       292400.,   1281208305.,     15050983.,     14601812., 0.5202,   11747.,0.6152,
2021,"Wood Products  ", 19,  9,"biomas",    7,       280600.,   1302835167.,     14459670.,     16270046., 0.5593,   11099.,0.7049,
1990,"Wood Products  ", 19,  9,"n.gas ",    3,        12170.,     18167254.,       292937.,       180482., 0.1704,   16124.,0.6722,
1991,"Wood Products  ", 19,  9,"n.gas ",    3,        12170.,     24554157.,       419488.,       193594., 0.2303,   17084.,0.5691,
1992,"Wood Products  ", 19,  9,"n.gas ",    3,        12170.,     28240415.,       462789.,       194129., 0.2649,   16387.,0.5665,
1993,"Wood Products  ", 19,  9,"n.gas ",    3,        12170.,     26252091.,       440358.,       171658., 0.2462,   16774.,0.5764,
1994,"Wood Products  ", 19,  9,"n.gas ",    3,        12170.,     39061509.,       524726.,       678876., 0.3664,   13433.,0.6367,
1995,"Wood Products  ", 19,  9,"n.gas ",    3,         1400.,     21363888.,       213581.,       287609., 1.7420,    9997.,0.4394,
1996,"Wood Products  ", 19,  9,"n.gas ",    3,         1400.,      8067915.,       174560.,       226220., 0.6579,   21636.,0.3952,
1997,"Wood Products  ", 19,  9,"n.gas ",    3,         1400.,      9701385.,       147568.,       216248., 0.7910,   15211.,0.5399,
1998,"Wood Products  ", 19,  9,"n.gas ",    3,         1400.,     10627838.,       116595.,       354980., 0.8666,   10971.,0.5726,
1999,"Wood Products  ", 19,  9,"n.gas ",    3,         1400.,      7597104.,        79807.,       123146., 0.6195,   10505.,0.5097,
2000,"Wood Products  ", 19,  9,"n.gas ",    3,         1400.,      4452756.,        46886.,        42612., 0.3631,   10530.,0.5675,
2001,"Wood Products  ", 19,  9,"n.gas ",    3,         1400.,     66675550.,       702071.,       638072., 5.4367,   10530.,0.5675,
2002,"Wood Products  ", 19,  9,"n.gas ",    3,            0.,     12147000.,       127904.,       116244., 0.0000,   10530.,0.5675,
2003,"Wood Products  ", 19,  9,"n.gas ",    3,            0.,       792000.,         8339.,         7579., 0.0000,   10530.,0.5675,
2004,"Wood Products  ", 19,  9,"n.gas ",    3,            0.,      2238854.,        13897.,        24352., 0.0000,    6207.,0.2477,
2005,"Wood Products  ", 19,  9,"n.gas ",    3,            0.,       541677.,         3405.,         4155., 0.0000,    6286.,0.7736,
2006,"Wood Products  ", 19,  9,"n.gas ",    3,            0.,       905449.,         5703.,         9477., 0.0000,    6299.,0.4922,
2007,"Wood Products  ", 19,  9,"n.gas ",    3,            0.,      1167118.,        10588.,         6450., 0.0000,    9072.,0.5347,
2008,"Wood Products  ", 19,  9,"n.gas ",    3,            0.,       711566.,        14665.,         4072., 0.0000,   20609.,0.6384,
2009,"Wood Products  ", 19,  9,"n.gas ",    3,            0.,      4641257.,        46751.,        55770., 0.0000,   10073.,0.7830,
2010,"Wood Products  ", 19,  9,"n.gas ",    3,            0.,      4910290.,        36863.,        60874., 0.0000,    7507.,0.7687,
2011,"Wood Products  ", 19,  9,"n.gas ",    3,            0.,      1397195.,        11045.,        19651., 0.0000,    7905.,0.8219,
2012,"Wood Products  ", 19,  9,"n.gas ",    3,            0.,      1758125.,        13731.,        26054., 0.0000,    7810.,0.6738,
2013,"Wood Products  ", 19,  9,"n.gas ",    3,            0.,       996405.,         7571.,        17297., 0.0000,    7598.,0.7298,
2014,"Wood Products  ", 19,  9,"n.gas ",    3,            0.,      1464574.,        10863.,        23294., 0.0000,    7417.,0.6957,
2015,"Wood Products  ", 19,  9,"n.gas ",    3,            0.,     11104808.,        90761.,       150817., 0.0000,    8173.,0.6727,
2016,"Wood Products  ", 19,  9,"n.gas ",    3,            0.,     15595614.,       191563.,       114652., 0.0000,   12283.,0.6967,
2017,"Wood Products  ", 19,  9,"n.gas ",    3,            0.,      6751443.,        79150.,        61098., 0.0000,   11723.,0.6882,
2018,"Wood Products  ", 19,  9,"n.gas ",    3,            0.,      6385235.,        72730.,        47658., 0.0000,   11390.,0.7016,
2019,"Wood Products  ", 19,  9,"n.gas ",    3,            0.,      5180890.,        58335.,        40131., 0.0000,   11260.,0.6866,
2020,"Wood Products  ", 19,  9,"n.gas ",    3,            0.,      4481836.,        49766.,        43866., 0.0000,   11104.,0.6152,
2021,"Wood Products  ", 19,  9,"n.gas ",    3,            0.,      3502509.,        36178.,        32335., 0.0000,   10329.,0.7049,
1990,"Wood Products  ", 19,  9,"oil   ",    2,        35220.,     49203687.,       441170.,      1381281., 0.1595,    8966.,0.6722,
1991,"Wood Products  ", 19,  9,"oil   ",    2,        35220.,     43369577.,       367878.,      1180014., 0.1406,    8482.,0.5691,
1992,"Wood Products  ", 19,  9,"oil   ",    2,        35220.,     42933007.,       367493.,      1311996., 0.1392,    8560.,0.5665,
1993,"Wood Products  ", 19,  9,"oil   ",    2,        35220.,     38068792.,       410259.,      1171857., 0.1234,   10777.,0.5764,
1994,"Wood Products  ", 19,  9,"oil   ",    2,        35220.,     46633978.,       397085.,      1421358., 0.1512,    8515.,0.6367,
1995,"Wood Products  ", 19,  9,"oil   ",    2,        35220.,     53213410.,       452591.,      1642871., 0.1725,    8505.,0.4394,
1996,"Wood Products  ", 19,  9,"oil   ",    2,        35220.,     55409416.,       511349.,      1775001., 0.1796,    9229.,0.3952,
1997,"Wood Products  ", 19,  9,"oil   ",    2,        35220.,     32855174.,       444983.,       626014., 0.1065,   13544.,0.5399,
1998,"Wood Products  ", 19,  9,"oil   ",    2,        35220.,     14588456.,       115227.,       972258., 0.0473,    7899.,0.5726,
1999,"Wood Products  ", 19,  9,"oil   ",    2,            0.,      2790195.,        20544.,        48125., 0.0000,    7363.,0.5097,
2000,"Wood Products  ", 19,  9,"oil   ",    2,            0.,      1975333.,        15104.,        28981., 0.0000,    7646.,0.5675,
2001,"Wood Products  ", 19,  9,"oil   ",    2,            0.,      1929703.,        14755.,        28311., 0.0000,    7646.,0.5675,
2004,"Wood Products  ", 19,  9,"oil   ",    2,            0.,            0.,            0.,            0., 0.0000,       0.,0.2477,
2005,"Wood Products  ", 19,  9,"oil   ",    2,            0.,            0.,            0.,            0., 0.0000,       0.,0.7736,
2006,"Wood Products  ", 19,  9,"oil   ",    2,            0.,            0.,            0.,            0., 0.0000,       0.,0.4922,
2007,"Wood Products  ", 19,  9,"oil   ",    2,            0.,            0.,            0.,            0., 0.0000,       0.,0.5347,
2008,"Wood Products  ", 19,  9,"oil   ",    2,            0.,            0.,            0.,            0., 0.0000,       0.,0.6384,
2009,"Wood Products  ", 19,  9,"oil   ",    2,            0.,            0.,            0.,            0., 0.0000,       0.,0.7830,
2010,"Wood Products  ", 19,  9,"oil   ",    2,            0.,            0.,            0.,            0., 0.0000,       0.,0.7687,
2011,"Wood Products  ", 19,  9,"oil   ",    2,            0.,            0.,            0.,            0., 0.0000,       0.,0.8219,
2012,"Wood Products  ", 19,  9,"oil   ",    2,            0.,            0.,            0.,            0., 0.0000,       0.,0.6738,
2013,"Wood Products  ", 19,  9,"oil   ",    2,            0.,       193502.,         3136.,          452., 0.0000,   16207.,0.7298,
2014,"Wood Products  ", 19,  9,"oil   ",    2,            0.,       161830.,         2316.,          306., 0.0000,   14311.,0.6957,
2015,"Wood Products  ", 19,  9,"oil   ",    2,            0.,            0.,            0.,            0., 0.0000,       0.,0.6727,
2016,"Wood Products  ", 19,  9,"oil   ",    2,            0.,       174959.,         4118.,            0., 0.0000,   23537.,0.6967,
2017,"Wood Products  ", 19,  9,"oil   ",    2,            0.,       830054.,        29625.,           10., 0.0000,   35690.,0.6882,
2018,"Wood Products  ", 19,  9,"oil   ",    2,            0.,       271610.,         6824.,            0., 0.0000,   25124.,0.7016,
2019,"Wood Products  ", 19,  9,"oil   ",    2,            0.,       381160.,         7742.,            0., 0.0000,   20312.,0.6866,
2020,"Wood Products  ", 19,  9,"oil   ",    2,            0.,       113859.,         2376.,          639., 0.0000,   20868.,0.6152,
2021,"Wood Products  ", 19,  9,"oil   ",    2,            0.,        94154.,         2090.,         1093., 0.0000,   22198.,0.7049,
1992,"Wood Products  ", 19,  9,"other ",   10,            0.,     16295475.,       137006.,       495835., 0.0000,    8408.,0.5665,
1993,"Wood Products  ", 19,  9,"other ",   10,            0.,     15422056.,       160677.,       476898., 0.0000,   10419.,0.5764,
1994,"Wood Products  ", 19,  9,"other ",   10,            0.,     16281967.,       137656.,       505875., 0.0000,    8455.,0.6367,
1995,"Wood Products  ", 19,  9,"other ",   10,            0.,     13589041.,       115577.,       419538., 0.0000,    8505.,0.4394,
1996,"Wood Products  ", 19,  9,"other ",   10,            0.,     11985302.,       111140.,       391088., 0.0000,    9273.,0.3952,
1997,"Wood Products  ", 19,  9,"other ",   10,            0.,      6302177.,        80273.,       119302., 0.0000,   12737.,0.5399,
2004,"Wood Products  ", 19,  9,"other ",   10,            0.,            0.,            0.,            0., 0.0000,       0.,0.2477,
2005,"Wood Products  ", 19,  9,"other ",   10,            0.,            0.,            0.,            0., 0.0000,       0.,0.7736,
2006,"Wood Products  ", 19,  9,"other ",   10,            0.,            0.,            0.,            0., 0.0000,       0.,0.4922,
2007,"Wood Products  ", 19,  9,"other ",   10,            0.,            0.,            0.,            0., 0.0000,       0.,0.5347,
2008,"Wood Products  ", 19,  9,"other ",   10,            0.,      6146890.,        60570.,            0., 0.0000,    9854.,0.6384,
2009,"Wood Products  ", 19,  9,"other ",   10,            0.,      8300290.,        81010.,            0., 0.0000,    9760.,0.7830,
2010,"Wood Products  ", 19,  9,"other ",   10,            0.,      8463000.,       316224.,            0., 0.0000,   37365.,0.7687,
2011,"Wood Products  ", 19,  9,"other ",   10,            0.,      8811000.,       320148.,            0., 0.0000,   36335.,0.8219,
2012,"Wood Products  ", 19,  9,"other ",   10,            0.,      8196000.,       296973.,            0., 0.0000,   36234.,0.6738,
2004,"Wood Products  ", 19,  9,"othgas",    9,         5500.,     28772004.,       572304.,            0., 0.5955,   19891.,0.2477,
2005,"Wood Products  ", 19,  9,"othgas",    9,         5500.,     27332000.,       571272.,            0., 0.5673,   20901.,0.7736,
2006,"Wood Products  ", 19,  9,"othgas",    9,         5500.,     25743000.,       522367.,            0., 0.5343,   20292.,0.4922,
2007,"Wood Products  ", 19,  9,"othgas",    9,         5500.,     29016269.,       477666.,            0., 0.6022,   16462.,0.5347,
2008,"Wood Products  ", 19,  9,"othgas",    9,         5500.,     23464428.,       640662.,            0., 0.4857,   27304.,0.6384,
2009,"Wood Products  ", 19,  9,"othgas",    9,         5500.,     20120707.,       486257.,            0., 0.4176,   24167.,0.7830,
2020,"Wood Products  ", 19,  9,"sol PV",    8,         8400.,     13336000.,       116997.,            0., 0.2700,    8773.,0.6152,
2021,"Wood Products  ", 19,  9,"sol PV",    8,         8400.,     17223000.,       152303.,            0., 0.2341,    8843.,0.7049,
1990,"Wood Products  ", 19, 11,"all fl",   11,       390160.,   2350774973.,     39188436.,     27223660., 0.6878,   16670.,0.6641,
1991,"Wood Products  ", 19, 11,"all fl",   11,       400160.,   2233943410.,     32153872.,     25153788., 0.6373,   14393.,0.5592,
1992,"Wood Products  ", 19, 11,"all fl",   11,       412360.,   2284202971.,     33715223.,     23537113., 0.6323,   14760.,0.5493,
1993,"Wood Products  ", 19, 11,"all fl",   11,       407410.,   2121115444.,     31574897.,     20520368., 0.5943,   14886.,0.5532,
1994,"Wood Products  ", 19, 11,"all fl",   11,       388920.,   1966730868.,     26848740.,     22805787., 0.5773,   13651.,0.6005,
1995,"Wood Products  ", 19, 11,"all fl",   11,       341800.,   1528211338.,     20251928.,     18177575., 0.5104,   13252.,0.4252,
1996,"Wood Products  ", 19, 11,"all fl",   11,       339210.,   1451492079.,     20577555.,     18830265., 0.4885,   14177.,0.3804,
1997,"Wood Products  ", 19, 11,"all fl",   11,       339910.,   1371117040.,     22779851.,     17954381., 0.4605,   16614.,0.4816,
1998,"Wood Products  ", 19, 11,"all fl",   11,       343620.,   1303599603.,     17682000.,     19690924., 0.4331,   13564.,0.5132,
1999,"Wood Products  ", 19, 11,"all fl",   11,       323420.,   1438582542.,     20019351.,     18882279., 0.5078,   13916.,0.4704,
2000,"Wood Products  ", 19, 11,"all fl",   11,       314590.,   1535541647.,     20467593.,     17135324., 0.5572,   13329.,0.5125,
2001,"Wood Products  ", 19, 11,"all fl",   11,       324260.,   1758555679.,     23339749.,     19441811., 0.6191,   13272.,0.5125,
2002,"Wood Products  ", 19, 11,"all fl",   11,       290260.,   1444361009.,     19361305.,     15747289., 0.5680,   13405.,0.5125,
2003,"Wood Products  ", 19, 11,"all fl",   11,       311280.,   1549845252.,     20835978.,     17181931., 0.5684,   13444.,0.5125,
2004,"Wood Products  ", 19, 11,"all fl",   11,       339350.,   1529010023.,     13102055.,     12165171., 0.5258,    8569.,0.2385,
