year,         industry,ind,census,    fuel,fuel#,      capacity,    generation, elec fuel use,       thermal,cap fact,incr. heatrt,grid share,
2008,"Wood Products  ", 19,  6,"biomas",    7,         7400.,     23687400.,       176982.,       435690., 0.3644,    7472.,0.0983,
2009,"Wood Products  ", 19,  6,"biomas",    7,         7400.,      9438100.,        64213.,       260501., 0.1456,    6804.,0.0559,
2010,"Wood Products  ", 19,  6,"biomas",    7,         7400.,      6105180.,        39734.,       244149., 0.1151,    6508.,0.0927,
2011,"Wood Products  ", 19,  6,"biomas",    7,        13600.,     11709950.,        86283.,       272917., 0.2193,    7368.,0.3611,
2012,"Wood Products  ", 19,  6,"biomas",    7,        13600.,     53926220.,       551922.,       363235., 0.4514,   10235.,0.7885,
2013,"Wood Products  ", 19,  6,"biomas",    7,        12458.,     12165580.,        80402.,       365571., 0.1113,    6609.,0.1814,
2014,"Wood Products  ", 19,  6,"biomas",    7,        12458.,     39858610.,       407082.,       306245., 0.3647,   10213.,0.0279,
2015,"Wood Products  ", 19,  6,"biomas",    7,        11500.,     51366620.,       524062.,       433527., 0.5099,   10202.,0.0459,
2016,"Wood Products  ", 19,  6,"biomas",    7,        11500.,     52943230.,       288658.,       796590., 0.5241,    5452.,0.0681,
2017,"Wood Products  ", 19,  6,"biomas",    7,        11500.,     47299600.,       276491.,      1198931., 0.4695,    5846.,0.0593,
2018,"Wood Products  ", 19,  6,"biomas",    7,        11500.,     39944000.,       274856.,      1139034., 0.3965,    6881.,0.0250,
2019,"Wood Products  ", 19,  6,"biomas",    7,        11500.,     32911000.,       237155.,      1167760., 0.3267,    7206.,0.0235,
2020,"Wood Products  ", 19,  6,"biomas",    7,        11500.,     33838000.,       241487.,      1124908., 0.3350,    7137.,0.0174,
2021,"Wood Products  ", 19,  6,"biomas",    7,        11500.,     28773000.,       213209.,      1115639., 0.2856,    7410.,0.0167,
2004,"Wood Products  ", 19,  6,"n.gas ",    3,            0.,            0.,            0.,            0., 0.0000,       0.,0.0449,
2005,"Wood Products  ", 19,  6,"n.gas ",    3,            0.,            0.,            0.,            0., 0.0000,       0.,0.0526,
2006,"Wood Products  ", 19,  6,"n.gas ",    3,            0.,        43582.,          423.,         1005., 0.0000,    9700.,0.0482,
2007,"Wood Products  ", 19,  6,"n.gas ",    3,            0.,            0.,            0.,            0., 0.0000,       0.,0.0192,
2008,"Wood Products  ", 19,  6,"n.gas ",    3,            0.,            0.,            0.,            0., 0.0000,       0.,0.0983,
2009,"Wood Products  ", 19,  6,"n.gas ",    3,            0.,            0.,            0.,            0., 0.0000,       0.,0.0559,
2010,"Wood Products  ", 19,  6,"n.gas ",    3,            0.,            0.,            0.,            0., 0.0000,       0.,0.0927,
2018,"Wood Products  ", 19,  6,"n.gas ",    3,         6200.,     44973000.,       538414.,         2475., 1.6426,   11972.,0.0250,
2019,"Wood Products  ", 19,  6,"n.gas ",    3,         6200.,     51005000.,       587568.,        68453., 0.9391,   11520.,0.0235,
2020,"Wood Products  ", 19,  6,"n.gas ",    3,         6200.,     57578000.,       663486.,         5579., 1.0572,   11523.,0.0174,
2021,"Wood Products  ", 19,  6,"n.gas ",    3,         6200.,     52456460.,       565048.,            0., 0.9658,   10772.,0.0167,
1990,"Wood Products  ", 19,  7,"all fl",   11,         9980.,     32624010.,       621051.,       623463., 0.3732,   19037.,0.1911,
1991,"Wood Products  ", 19,  7,"all fl",   11,        19980.,     71385016.,       912850.,      1016000., 0.4079,   12788.,0.1584,
1992,"Wood Products  ", 19,  7,"all fl",   11,        19980.,    132769720.,      2396159.,      1592777., 0.7586,   18047.,0.4671,
1993,"Wood Products  ", 19,  7,"all fl",   11,        19980.,    124523226.,      2115172.,      1762141., 0.7115,   16986.,0.4696,
1994,"Wood Products  ", 19,  7,"all fl",   11,        19980.,    136962609.,      1604956.,      2118275., 0.7825,   11718.,0.4492,
1995,"Wood Products  ", 19,  7,"all fl",   11,        19980.,    129283928.,      1459460.,      1773776., 0.7387,   11289.,0.4367,
1996,"Wood Products  ", 19,  7,"all fl",   11,        19980.,    113321899.,      1152669.,      2321582., 0.6475,   10172.,0.3151,
1997,"Wood Products  ", 19,  7,"all fl",   11,        19980.,     99719589.,      1197401.,      1973344., 0.5697,   12008.,0.2947,
1998,"Wood Products  ", 19,  7,"all fl",   11,        19980.,    126653269.,      1612562.,      3273150., 0.7236,   12732.,0.4008,
1999,"Wood Products  ", 19,  7,"all fl",   11,        19980.,    113695756.,      1470524.,      2665254., 0.6496,   12934.,0.3571,
2000,"Wood Products  ", 19,  7,"all fl",   11,        19980.,    114121780.,      1411546.,      3155811., 0.6520,   12369.,0.3056,
2001,"Wood Products  ", 19,  7,"all fl",   11,        19980.,    132014000.,      1632850.,      3645044., 0.7543,   12369.,0.3056,
2002,"Wood Products  ", 19,  7,"all fl",   11,        15000.,     88762305.,      1097866.,      2283481., 0.6755,   12369.,0.3056,
2003,"Wood Products  ", 19,  7,"all fl",   11,        19980.,    122021197.,      1509232.,      3139092., 0.6972,   12369.,0.3056,
2004,"Wood Products  ", 19,  7,"all fl",   11,        21680.,    137312133.,       791302.,      3015861., 0.7210,    5763.,0.4043,
2005,"Wood Products  ", 19,  7,"all fl",   11,        21680.,    137220197.,       784618.,      3253961., 0.7225,    5718.,0.4304,
2006,"Wood Products  ", 19,  7,"all fl",   11,        21680.,    146428031.,       783609.,      2357362., 0.7710,    5351.,0.4823,
2007,"Wood Products  ", 19,  7,"all fl",   11,        16700.,    124345110.,       734472.,      1803279., 0.8500,    5907.,0.4918,
2008,"Wood Products  ", 19,  7,"all fl",   11,        16700.,    117041160.,       715688.,      1508413., 0.7979,    6115.,0.4747,
2009,"Wood Products  ", 19,  7,"all fl",   11,        16700.,     93518730.,       572277.,      1669436., 0.6393,    6119.,0.5275,
2010,"Wood Products  ", 19,  7,"all fl",   11,        16700.,     98228970.,       606865.,      1774072., 0.6715,    6178.,0.5215,
2011,"Wood Products  ", 19,  7,"all fl",   11,        16700.,     83710220.,       547741.,      1575418., 0.5722,    6543.,0.4736,
2012,"Wood Products  ", 19,  7,"all fl",   11,        16700.,     75037620.,       482934.,      1540299., 0.5115,    6436.,0.4593,
2013,"Wood Products  ", 19,  7,"all fl",   11,        17258.,     48223589.,       341791.,      1197986., 0.3188,    7088.,0.1087,
2014,"Wood Products  ", 19,  7,"all fl",   11,        17258.,     17639000.,       154716.,       140691., 0.1166,    8771.,0.1170,
2015,"Wood Products  ", 19,  7,"all fl",   11,        16700.,     11511000.,       100867.,       160714., 0.0787,    8763.,0.1398,
2016,"Wood Products  ", 19,  7,"all fl",   11,        16700.,     14363200.,       179306.,       116281., 0.0979,   12484.,0.2292,
2017,"Wood Products  ", 19,  7,"all fl",   11,         6700.,     22459310.,       245849.,       286690., 0.3827,   10946.,0.3851,
2018,"Wood Products  ", 19,  7,"all fl",   11,         6700.,     21214850.,       229245.,       280646., 0.3615,   10806.,0.3048,
2019,"Wood Products  ", 19,  7,"all fl",   11,         6700.,     11804000.,       161406.,       165910., 0.2011,   13674.,0.3208,
2020,"Wood Products  ", 19,  7,"all fl",   11,         5000.,     10833000.,       147470.,       157790., 0.2467,   13613.,0.2109,
2021,"Wood Products  ", 19,  7,"all fl",   11,         5000.,     11175000.,       151241.,       160506., 0.2551,   13534.,0.2097,
1990,"Wood Products  ", 19,  7,"biomas",    7,         9980.,     32624010.,       621051.,       623463., 0.3732,   19037.,0.1911,
1991,"Wood Products  ", 19,  7,"biomas",    7,        19980.,     71385016.,       912850.,      1016000., 0.4079,   12788.,0.1584,
1992,"Wood Products  ", 19,  7,"biomas",    7,        19980.,    132769720.,      2396159.,      1592777., 0.7586,   18047.,0.4671,
1993,"Wood Products  ", 19,  7,"biomas",    7,        19980.,    124523226.,      2115172.,      1762141., 0.7115,   16986.,0.4696,
1994,"Wood Products  ", 19,  7,"biomas",    7,        19980.,    136962609.,      1604956.,      2118275., 0.7825,   11718.,0.4492,
1995,"Wood Products  ", 19,  7,"biomas",    7,        19980.,    129283928.,      1459460.,      1773776., 0.7387,   11289.,0.4367,
1996,"Wood Products  ", 19,  7,"biomas",    7,        19980.,    107450445.,      1113883.,      1986371., 0.6139,   10366.,0.3151,
1997,"Wood Products  ", 19,  7,"biomas",    7,        19980.,     93461020.,      1105564.,      1635966., 0.5340,   11829.,0.2947,
1998,"Wood Products  ", 19,  7,"biomas",    7,        19980.,    121476093.,      1548514.,      2933189., 0.6941,   12747.,0.4008,
1999,"Wood Products  ", 19,  7,"biomas",    7,        19980.,    108445659.,      1405574.,      2308014., 0.6196,   12961.,0.3571,
2000,"Wood Products  ", 19,  7,"biomas",    7,        19980.,    108656900.,      1343934.,      2795285., 0.6208,   12369.,0.3056,
2001,"Wood Products  ", 19,  7,"biomas",    7,        19980.,    125830000.,      1556341.,      3237077., 0.7189,   12369.,0.3056,
2002,"Wood Products  ", 19,  7,"biomas",    7,        15000.,     88762305.,      1097866.,      2283481., 0.6755,   12369.,0.3056,
2003,"Wood Products  ", 19,  7,"biomas",    7,        19980.,    122021197.,      1509232.,      3139092., 0.6972,   12369.,0.3056,
2004,"Wood Products  ", 19,  7,"biomas",    7,        21680.,    135130067.,       773463.,      2964502., 0.7096,    5724.,0.4043,
2005,"Wood Products  ", 19,  7,"biomas",    7,        21680.,    135702972.,       772214.,      3222283., 0.7145,    5690.,0.4304,
2006,"Wood Products  ", 19,  7,"biomas",    7,        21680.,    146428031.,       783609.,      2357362., 0.7710,    5351.,0.4823,
2007,"Wood Products  ", 19,  7,"biomas",    7,        16700.,    105774110.,       648332.,      1736926., 0.7230,    6129.,0.4918,
2008,"Wood Products  ", 19,  7,"biomas",    7,        16700.,    104350160.,       656823.,      1449247., 0.7114,    6294.,0.4747,
2009,"Wood Products  ", 19,  7,"biomas",    7,        16700.,     91593730.,       563347.,      1660405., 0.6261,    6150.,0.5275,
2010,"Wood Products  ", 19,  7,"biomas",    7,        16700.,     98228970.,       606865.,      1774072., 0.6715,    6178.,0.5215,
2011,"Wood Products  ", 19,  7,"biomas",    7,        16700.,     83710220.,       547741.,      1575418., 0.5722,    6543.,0.4736,
2012,"Wood Products  ", 19,  7,"biomas",    7,        16700.,     75037620.,       482934.,      1540299., 0.5115,    6436.,0.4593,
2013,"Wood Products  ", 19,  7,"biomas",    7,        17258.,     48223589.,       341791.,      1197986., 0.3188,    7088.,0.1087,
2014,"Wood Products  ", 19,  7,"biomas",    7,        17258.,     17639000.,       154716.,       140691., 0.1166,    8771.,0.1170,
2015,"Wood Products  ", 19,  7,"biomas",    7,        16700.,     11511000.,       100867.,       160714., 0.0787,    8763.,0.1398,
2016,"Wood Products  ", 19,  7,"biomas",    7,        16700.,     14363200.,       179306.,       116281., 0.0979,   12484.,0.2292,
2017,"Wood Products  ", 19,  7,"biomas",    7,         6700.,     22459310.,       245849.,       286690., 0.3827,   10946.,0.3851,
2018,"Wood Products  ", 19,  7,"biomas",    7,         6700.,     21214850.,       229245.,       280646., 0.3615,   10806.,0.3048,
2019,"Wood Products  ", 19,  7,"biomas",    7,         6700.,     11804000.,       161406.,       165910., 0.2011,   13674.,0.3208,
2020,"Wood Products  ", 19,  7,"biomas",    7,         5000.,     10833000.,       147470.,       157790., 0.2467,   13613.,0.2109,
2021,"Wood Products  ", 19,  7,"biomas",    7,         5000.,     11175000.,       151241.,       160506., 0.2551,   13534.,0.2097,
1996,"Wood Products  ", 19,  7,"n.gas ",    3,            0.,      5871454.,        38786.,       335211., 0.0000,    6606.,0.3151,
1997,"Wood Products  ", 19,  7,"n.gas ",    3,            0.,      6258569.,        91837.,       337378., 0.0000,   14674.,0.2947,
1998,"Wood Products  ", 19,  7,"n.gas ",    3,            0.,      5177176.,        64048.,       339962., 0.0000,   12371.,0.4008,
1999,"Wood Products  ", 19,  7,"n.gas ",    3,            0.,      5250097.,        64950.,       357240., 0.0000,   12371.,0.3571,
2000,"Wood Products  ", 19,  7,"n.gas ",    3,            0.,      5464880.,        67612.,       360526., 0.0000,   12372.,0.3056,
2001,"Wood Products  ", 19,  7,"n.gas ",    3,            0.,      6184000.,        76509.,       407968., 0.0000,   12372.,0.3056,
2004,"Wood Products  ", 19,  7,"n.gas ",    3,            0.,         4413.,           36.,           89., 0.0000,    8175.,0.4043,
2005,"Wood Products  ", 19,  7,"n.gas ",    3,            0.,            0.,            0.,            0., 0.0000,       0.,0.4304,
2006,"Wood Products  ", 19,  7,"n.gas ",    3,            0.,            0.,            0.,            0., 0.0000,       0.,0.4823,
2007,"Wood Products  ", 19,  7,"n.gas ",    3,            0.,            0.,            0.,            0., 0.0000,       0.,0.4918,
2008,"Wood Products  ", 19,  7,"n.gas ",    3,            0.,            0.,            0.,            0., 0.0000,       0.,0.4747,
2009,"Wood Products  ", 19,  7,"n.gas ",    3,            0.,            0.,            0.,            0., 0.0000,       0.,0.5275,
2004,"Wood Products  ", 19,  7,"oil   ",    2,            0.,      2177652.,        17802.,        51270., 0.0000,    8175.,0.4043,
2005,"Wood Products  ", 19,  7,"oil   ",    2,            0.,      1517225.,        12403.,        31678., 0.0000,    8175.,0.4304,
2006,"Wood Products  ", 19,  7,"oil   ",    2,            0.,            0.,            0.,            0., 0.0000,       0.,0.4823,
2007,"Wood Products  ", 19,  7,"oil   ",    2,            0.,            0.,            0.,            0., 0.0000,       0.,0.4918,
2008,"Wood Products  ", 19,  7,"oil   ",    2,            0.,            0.,            0.,            0., 0.0000,       0.,0.4747,
2009,"Wood Products  ", 19,  7,"oil   ",    2,            0.,            0.,            0.,            0., 0.0000,       0.,0.5275,
2004,"Wood Products  ", 19,  7,"other ",   10,            0.,            0.,            0.,            0., 0.0000,       0.,0.4043,
2005,"Wood Products  ", 19,  7,"other ",   10,            0.,            0.,            0.,            0., 0.0000,       0.,0.4304,
2006,"Wood Products  ", 19,  7,"other ",   10,            0.,            0.,            0.,            0., 0.0000,       0.,0.4823,
2007,"Wood Products  ", 19,  7,"other ",   10,            0.,     18571000.,        86140.,        66353., 0.0000,    4638.,0.4918,
2008,"Wood Products  ", 19,  7,"other ",   10,            0.,     12691000.,        58865.,        59166., 0.0000,    4638.,0.4747,
2009,"Wood Products  ", 19,  7,"other ",   10,            0.,      1925000.,         8930.,         9031., 0.0000,    4639.,0.5275,
1990,"Wood Products  ", 19,  8,"all fl",   11,        21960.,    124621254.,      1748720.,       926890., 0.6478,   14032.,0.0000,
1991,"Wood Products  ", 19,  8,"all fl",   11,        21960.,    116790008.,      1052650.,       835000., 0.6071,    9013.,0.9177,
1992,"Wood Products  ", 19,  8,"all fl",   11,        21960.,     79077310.,      1953232.,       738442., 0.4111,   24700.,0.0000,
1993,"Wood Products  ", 19,  8,"all fl",   11,        21960.,     72621327.,      1406000.,       680000., 0.3775,   19361.,0.0000,
1994,"Wood Products  ", 19,  8,"all fl",   11,        21960.,     87885686.,      1545353.,       511786., 0.4569,   17584.,0.0000,
1995,"Wood Products  ", 19,  8,"all fl",   11,        14000.,     73797503.,      1264400.,       500000., 0.6017,   17133.,0.0000,
1996,"Wood Products  ", 19,  8,"all fl",   11,        14000.,     73041000.,      1193000.,       700000., 0.5956,   16333.,0.0000,
1997,"Wood Products  ", 19,  8,"all fl",   11,        14000.,     61642530.,      1071800.,       500000., 0.5026,   17387.,0.0000,
1998,"Wood Products  ", 19,  8,"all fl",   11,        14000.,     78925020.,       816599.,      1222658., 0.6436,   10347.,0.0000,
1999,"Wood Products  ", 19,  8,"all fl",   11,        14000.,     78255720.,       817777.,      1350000., 0.6381,   10450.,0.0000,
2000,"Wood Products  ", 19,  8,"all fl",   11,        14000.,     75374558.,       812827.,       265000., 0.6146,   10784.,0.0000,
2001,"Wood Products  ", 19,  8,"all fl",   11,        14000.,     60537000.,       652821.,       212834., 0.4936,   10784.,0.0000,
2004,"Wood Products  ", 19,  8,"all fl",   11,            0.,            0.,            0.,            0., 0.0000,       0.,0.2385,
2005,"Wood Products  ", 19,  8,"all fl",   11,            0.,            0.,            0.,            0., 0.0000,       0.,0.7005,
2006,"Wood Products  ", 19,  8,"all fl",   11,            0.,            0.,            0.,            0., 0.0000,       0.,0.4529,
2007,"Wood Products  ", 19,  8,"all fl",   11,            0.,            0.,            0.,            0., 0.0000,       0.,0.5006,
2008,"Wood Products  ", 19,  8,"all fl",   11,            0.,            0.,            0.,            0., 0.0000,       0.,0.5902,
2009,"Wood Products  ", 19,  8,"all fl",   11,            0.,            0.,            0.,            0., 0.0000,       0.,0.7345,
2013,"Wood Products  ", 19,  8,"all fl",   11,         3250.,      5117000.,       137242.,            0., 0.5778,   26821.,0.6778,
2014,"Wood Products  ", 19,  8,"all fl",   11,         3250.,     13009000.,       446568.,            0., 0.4563,   34328.,0.0078,
2015,"Wood Products  ", 19,  8,"all fl",   11,         3000.,     21281000.,       550821.,            0., 0.8098,   25883.,0.4082,
2016,"Wood Products  ", 19,  8,"all fl",   11,         3000.,     20150000.,       236259.,        91006., 0.7646,   11725.,0.4226,
2017,"Wood Products  ", 19,  8,"all fl",   11,         3000.,     21182000.,       247735.,        97006., 0.8060,   11696.,0.3254,
2018,"Wood Products  ", 19,  8,"all fl",   11,         3000.,     21331000.,       250178.,        94508., 0.8117,   11728.,0.3466,
2019,"Wood Products  ", 19,  8,"all fl",   11,         3000.,     20140000.,       236156.,        88366., 0.7664,   11726.,0.3929,
2020,"Wood Products  ", 19,  8,"all fl",   11,         3000.,     21309000.,       249657.,        91967., 0.8086,   11716.,0.3897,
2021,"Wood Products  ", 19,  8,"all fl",   11,         3000.,     20725000.,       243004.,        95783., 0.7886,   11725.,0.3511,
1990,"Wood Products  ", 19,  8,"biomas",    7,        21960.,    124621254.,      1748720.,       926890., 0.6478,   14032.,0.0000,
1991,"Wood Products  ", 19,  8,"biomas",    7,        21960.,    116790008.,      1052650.,       835000., 0.6071,    9013.,0.9177,
1992,"Wood Products  ", 19,  8,"biomas",    7,        21960.,     79077310.,      1953232.,       738442., 0.4111,   24700.,0.0000,
1993,"Wood Products  ", 19,  8,"biomas",    7,        21960.,     72621327.,      1406000.,       680000., 0.3775,   19361.,0.0000,
1994,"Wood Products  ", 19,  8,"biomas",    7,        21960.,     87885686.,      1545353.,       511786., 0.4569,   17584.,0.0000,
1995,"Wood Products  ", 19,  8,"biomas",    7,        14000.,     73797503.,      1264400.,       500000., 0.6017,   17133.,0.0000,
1996,"Wood Products  ", 19,  8,"biomas",    7,        14000.,     73041000.,      1193000.,       700000., 0.5956,   16333.,0.0000,
1997,"Wood Products  ", 19,  8,"biomas",    7,        14000.,     61642530.,      1071800.,       500000., 0.5026,   17387.,0.0000,
1998,"Wood Products  ", 19,  8,"biomas",    7,        14000.,     75063744.,       776648.,      1162842., 0.6121,   10347.,0.0000,
1999,"Wood Products  ", 19,  8,"biomas",    7,        14000.,     75566985.,       789680.,      1303616., 0.6162,   10450.,0.0000,
2000,"Wood Products  ", 19,  8,"biomas",    7,        14000.,     71943612.,       775828.,       252938., 0.5866,   10784.,0.0000,
2001,"Wood Products  ", 19,  8,"biomas",    7,        14000.,     57024000.,       614937.,       200484., 0.4650,   10784.,0.0000,
2004,"Wood Products  ", 19,  8,"biomas",    7,            0.,            0.,            0.,            0., 0.0000,       0.,0.2385,
2005,"Wood Products  ", 19,  8,"biomas",    7,            0.,            0.,            0.,            0., 0.0000,       0.,0.7005,
2006,"Wood Products  ", 19,  8,"biomas",    7,            0.,            0.,            0.,            0., 0.0000,       0.,0.4529,
2007,"Wood Products  ", 19,  8,"biomas",    7,            0.,            0.,            0.,            0., 0.0000,       0.,0.5006,
2008,"Wood Products  ", 19,  8,"biomas",    7,            0.,            0.,            0.,            0., 0.0000,       0.,0.5902,
2009,"Wood Products  ", 19,  8,"biomas",    7,            0.,            0.,            0.,            0., 0.0000,       0.,0.7345,
2013,"Wood Products  ", 19,  8,"biomas",    7,         3250.,      5117000.,       137242.,            0., 0.5778,   26821.,0.6778,
2014,"Wood Products  ", 19,  8,"biomas",    7,         3250.,     13009000.,       446568.,            0., 0.4563,   34328.,0.0078,
2015,"Wood Products  ", 19,  8,"biomas",    7,         3000.,     21281000.,       550821.,            0., 0.8098,   25883.,0.4082,
2016,"Wood Products  ", 19,  8,"biomas",    7,         3000.,     20150000.,       236259.,        91006., 0.7646,   11725.,0.4226,
2017,"Wood Products  ", 19,  8,"biomas",    7,         3000.,     21182000.,       247735.,        97006., 0.8060,   11696.,0.3254,
2018,"Wood Products  ", 19,  8,"biomas",    7,         3000.,     21331000.,       250178.,        94508., 0.8117,   11728.,0.3466,
2019,"Wood Products  ", 19,  8,"biomas",    7,         3000.,     20140000.,       236156.,        88366., 0.7664,   11726.,0.3929,
2020,"Wood Products  ", 19,  8,"biomas",    7,         3000.,     21309000.,       249657.,        91967., 0.8086,   11716.,0.3897,
2021,"Wood Products  ", 19,  8,"biomas",    7,         3000.,     20725000.,       243004.,        95783., 0.7886,   11725.,0.3511,
1998,"Wood Products  ", 19,  8,"n.gas ",    3,            0.,      3861276.,        39951.,        59817., 0.0000,   10347.,0.0000,
1999,"Wood Products  ", 19,  8,"n.gas ",    3,            0.,      2688735.,        28097.,        46384., 0.0000,   10450.,0.0000,
2000,"Wood Products  ", 19,  8,"n.gas ",    3,            0.,      3430946.,        36999.,        12062., 0.0000,   10784.,0.0000,
2001,"Wood Products  ", 19,  8,"n.gas ",    3,            0.,      3513000.,        37884.,        12351., 0.0000,   10784.,0.0000,
2004,"Wood Products  ", 19,  8,"n.gas ",    3,            0.,            0.,            0.,            0., 0.0000,       0.,0.2385,
2005,"Wood Products  ", 19,  8,"n.gas ",    3,            0.,            0.,            0.,            0., 0.0000,       0.,0.7005,
2006,"Wood Products  ", 19,  8,"n.gas ",    3,            0.,            0.,            0.,            0., 0.0000,       0.,0.4529,
2007,"Wood Products  ", 19,  8,"n.gas ",    3,            0.,            0.,            0.,            0., 0.0000,       0.,0.5006,
2008,"Wood Products  ", 19,  8,"n.gas ",    3,            0.,            0.,            0.,            0., 0.0000,       0.,0.5902,
2009,"Wood Products  ", 19,  8,"n.gas ",    3,            0.,            0.,            0.,            0., 0.0000,       0.,0.7345,
1990,"Wood Products  ", 19,  9,"all fl",   11,       327360.,   2071710254.,     34492669.,     25011015., 0.7224,   16649.,0.6722,
1991,"Wood Products  ", 19,  9,"all fl",   11,       327360.,   1922422151.,     27868886.,     22640497., 0.6704,   14497.,0.5691,
1992,"Wood Products  ", 19,  9,"all fl",   11,       327360.,   1899965928.,     26262115.,     19697147., 0.6625,   13822.,0.5665,
1993,"Wood Products  ", 19,  9,"all fl",   11,       320360.,   1719203409.,     24749696.,     15432354., 0.6126,   14396.,0.5764,
1994,"Wood Products  ", 19,  9,"all fl",   11,       300560.,   1539959810.,     20583153.,     17985375., 0.5849,   13366.,0.6367,
1995,"Wood Products  ", 19,  9,"all fl",   11,       259850.,   1144386255.,     14769771.,     13642568., 0.5027,   12906.,0.4394,
1996,"Wood Products  ", 19,  9,"all fl",   11,       257260.,   1097187451.,     15680485.,     13467965., 0.4869,   14292.,0.3952,
1997,"Wood Products  ", 19,  9,"all fl",   11,       259010.,   1035647960.,     17844784.,     13145113., 0.4564,   17231.,0.5399,
1998,"Wood Products  ", 19,  9,"all fl",   11,       272010.,    924960413.,     12531380.,     12643045., 0.3882,   13548.,0.5726,
1999,"Wood Products  ", 19,  9,"all fl",   11,       247910.,   1059450679.,     14824829.,     11185887., 0.4878,   13993.,0.5097,
2000,"Wood Products  ", 19,  9,"all fl",   11,       240890.,   1180444703.,     15480586.,     10614375., 0.5594,   13114.,0.5675,
2001,"Wood Products  ", 19,  9,"all fl",   11,       250560.,   1390411339.,     18076369.,     12536328., 0.6335,   13001.,0.5675,
2002,"Wood Products  ", 19,  9,"all fl",   11,       236360.,   1195551829.,     15669796.,     10743333., 0.5774,   13107.,0.5675,
2003,"Wood Products  ", 19,  9,"all fl",   11,       251100.,   1262787161.,     16582374.,     11340416., 0.5741,   13132.,0.5675,
2004,"Wood Products  ", 19,  9,"all fl",   11,       277870.,   1231863952.,     10977029.,      6567137., 0.5201,    8911.,0.2477,
2005,"Wood Products  ", 19,  9,"all fl",   11,       243130.,   1201368983.,      9688030.,     10584301., 0.5794,    8064.,0.7736,
2006,"Wood Products  ", 19,  9,"all fl",   11,       223930.,   1126359531.,      8640321.,     11348853., 0.5742,    7671.,0.4922,
2007,"Wood Products  ", 19,  9,"all fl",   11,       241800.,   1103126275.,      8924981.,     10786405., 0.5355,    8091.,0.5347,
2008,"Wood Products  ", 19,  9,"all fl",   11,       278300.,   1166164423.,     10439261.,     12330739., 0.4770,    8952.,0.6384,
2009,"Wood Products  ", 19,  9,"all fl",   11,       268400.,   1184357212.,     10108516.,     11712228., 0.5067,    8535.,0.7830,
2010,"Wood Products  ", 19,  9,"all fl",   11,       242000.,   1180338972.,     10137637.,     11175086., 0.5568,    8589.,0.7687,
2011,"Wood Products  ", 19,  9,"all fl",   11,       261800.,   1141040874.,     11060641.,     10727117., 0.5008,    9693.,0.8219,
2012,"Wood Products  ", 19,  9,"all fl",   11,       263700.,   1333549672.,     11922817.,     10917558., 0.5757,    8941.,0.6738,
2013,"Wood Products  ", 19,  9,"all fl",   11,       295492.,   1361881410.,     12250003.,     12004827., 0.5260,    8995.,0.7298,
2014,"Wood Products  ", 19,  9,"all fl",   11,       278350.,   1285261875.,     10640406.,     11619155., 0.5465,    8279.,0.6957,
2015,"Wood Products  ", 19,  9,"all fl",   11,       316900.,   1146433461.,      9823122.,     11606645., 0.4778,    8568.,0.6727,
2016,"Wood Products  ", 19,  9,"all fl",   11,       295000.,   1208696864.,      9028870.,     14974816., 0.4936,    7470.,0.6967,
2017,"Wood Products  ", 19,  9,"all fl",   11,       282900.,   1225567752.,      9374408.,     15576354., 0.4945,    7649.,0.6882,
2018,"Wood Products  ", 19,  9,"all fl",   11,       377900.,   1239782000.,     13240565.,     12674470., 0.5072,   10680.,0.7016,
2019,"Wood Products  ", 19,  9,"all fl",   11,       280400.,   1308207844.,     14059120.,     12137749., 0.5326,   10747.,0.6866,
2020,"Wood Products  ", 19,  9,"all fl",   11,       300800.,   1299140000.,     15220122.,     14646317., 0.5171,   11716.,0.6152,
2021,"Wood Products  ", 19,  9,"all fl",   11,       289000.,   1323654830.,     14650241.,     16303474., 0.5509,   11068.,0.7049,
1990,"Wood Products  ", 19,  9,"biomas",    7,       279970.,   2004339313.,     33758562.,     23449252., 0.8173,   16843.,0.6722,
1991,"Wood Products  ", 19,  9,"biomas",    7,       279970.,   1854498417.,     27081520.,     21266890., 0.7562,   14603.,0.5691,
1992,"Wood Products  ", 19,  9,"biomas",    7,       279970.,   1812497031.,     25294827.,     17695187., 0.7390,   13956.,0.5665,
1993,"Wood Products  ", 19,  9,"biomas",    7,       272970.,   1639460470.,     23738402.,     13611940., 0.6856,   14479.,0.5764,
1994,"Wood Products  ", 19,  9,"biomas",    7,       253170.,   1437982356.,     19523686.,     15379267., 0.6484,   13577.,0.6367,
1995,"Wood Products  ", 19,  9,"biomas",    7,       223230.,   1056219916.,     13988022.,     11292550., 0.5401,   13243.,0.4394,
1996,"Wood Products  ", 19,  9,"biomas",    7,       220640.,   1021724818.,     14883436.,     11075656., 0.5286,   14567.,0.3952,
1997,"Wood Products  ", 19,  9,"biomas",    7,       222390.,    986789224.,     17171960.,     12183550., 0.5065,   17402.,0.5399,
1998,"Wood Products  ", 19,  9,"biomas",    7,       235390.,    899744119.,     12299558.,     11315807., 0.4363,   13670.,0.5726,
1999,"Wood Products  ", 19,  9,"biomas",    7,       246510.,   1049063380.,     14724478.,     11014616., 0.4858,   14036.,0.5097,
2000,"Wood Products  ", 19,  9,"biomas",    7,       239490.,   1174016614.,     15418596.,     10542782., 0.5596,   13133.,0.5675,
