!Resid             Play     ITEM  COUNTER
@
UOCA2073010       1204     969     667
UOCA2073610       1211     970     879
UOCA2076210       1302     971     880
UOCA2079510       1312     972     671
UOCA2080510       1401     973      19
UOCA2081110       1402     974      20
UOCA2082210       1403     975     673
UOCA2082610       1404     976     881
UOCA2083310       1405     977     882
UOCA2083710       1406     978      24
UOCA2083910       1407     979     883
UOID2084110       1701     980     884
UONV2087010       1901     981      26
UONV2087710       1903     982     885
UOUT2089010   99943020     983      28
UONM2128410       2102     984     886
UOUT2133610       2106     985      30
UONM2147010   99930022     986     887
UOCO2164610       2305     987      32
UOAZ2164810       2402     988      33
UOUT2165110       2403     989     681
UOMT2177210       2803     990     888
UOMT2177610       2805     991     889
UOMT2178210       2806     992     890
UOMT2178510       2807     993      39
UOMT2227410       2904     994     891
UOMT2228310       2910     995      41
UOND2237810       3101     996      42
UOND2240210       3103     997     892
UOND2242210       3106     998     893
UOWY2283410   99949033     999     894
UOWY2321010       3401    1000     895
UOWY2323110       3405    1001      47
UOWY2323310       3406    1002     896
UOWY2323810       3407    1003     897
UOWY2324910       3501    1004      50
UOWY2328010       3506    1005      51
UOWY2335810   99949036    1006     695
UOUT2335810   99943036    1007     898
UOCO2418210       3801    1008     899
UOCO2418510       3802    1009     698
UOCO2418910   99905039    1010     700
UOWY2418910   99949039    1011     900
UOSD2418910   99940039    1012     901
UONE2419010   99926039    1013     902
UOCO2488010       4001    1014      61
UOCO2488510       4004    1015     903
UOCO2489310       4005    1016     904
UOTX2490510       4301    1017     704
UOTX2494310       4403    1018     905
UOTX2497310       4405    1019     906
UOTX2498510       4406    1020     907
UOTX2500910       4408    1021      68
UOTX2501110       4409    1022     908
UOTX2504710       4411    1023     909
UOTX2506010       4412    1024     910
UOTX2533310   99942045    1025     911
UOOK2533410   99935045    1026     912
UOTX2548910       4708    1027     711
UOTX2553510       4715    1028     913
UOTX2554510       4716    1029     914
UOTX2568910       4728    1030      76
UOLA2576410       4737    1031     915
UOLA2583710       4744    1032     717
UOLA2584610       4745    1033     916
UOTX2621610       4902    1034     917
UOMS2624610       4905    1035      81
UOAL2625810       4906    1036     722
UOAL2628510       4911    1037      83
UOAR2632410       4917    1038     726
UOAL2634410       4919    1039     918
UOMS2635610       4921    1040      86
UOMS2637210       4925    1041     919
UOMS2639110       4928    1042     729
UOMS2641310       4932    1043     920
UOMS2642810       4934    1044      91
UOTX2643810       4936    1045     732
UOLA2645310       4938    1046     734
UOTX2646810       4942    1047      95
UOMS2647110       4943    1048     921
UOMS2647610       4945    1049     922
UONE2663510       5305    1050      99
UOKS2663610       5309    1051     923
UOKS2664210       5501    1052     924
UOKS2664810       5503    1053     743
UOKS2665210       5504    1054     925
UOKS2665810       5505    1055     744
UOKS2666110       5507    1056     104
UOMO2666310       5601    1057     105
UOKS2675310       5802    1058     926
UOKS2677210       5805    1059     927
UOOK2678910       5810    1060     928
UOKS2685110       5818    1061     929
UOOK2687210       5820    1062     930
UOOK2688610       5822    1063     931
UOKS2691610       5901    1064     108
UOKS2691810       5902    1065     932
UOOK2693010       6001    1066     933
UOOK2693310       6003    1067     934
UOOK2693910       6005    1068     935
UOOK2694510       6007    1069     112
UOOK2695510       6102    1070     113
UOOK2696110       6103    1071     114
UOOK2696510       6104    1072     936
UOOK2697010       6105    1073     115
UOOK2697210       6107    1074     937
UOOK2698210       6109    1075     116
UOOK2698410       6110    1076     750
UOOK2698610       6111    1077     938
UOMI2701710       6301    1078     939
UOMI2702010       6304    1079     940
UOMI2702510       6306    1080     941
UOMI2703210       6307    1081     122
UOMI2707810       6311    1082     125
UOIL2731110       6401    1083     942
UOIL2731510       6402    1084     943
UOIL2731810       6403    1085     944
UOIL2732110       6404    1086     130
UOKY2743110       6601    1087     756
UOKY2743410       6602    1088     132
UGWA2016216        401    1089     133
UGWA2016516        402    1090     134
UGWA2016816        403    1091     135
UGWA2016916        404    1092     758
UGOR2017716        407    1093     137
UGOR2017816        410    1094     945
UGWA2046316        501    1095     946
UGOR2046916        502    1096     947
UGCA2059616        701    1097     948
UGCA2060516        703    1098     142
UGCA2061316        901    1099     763
UGCA2061716        902    1100     764
UGCA2062616        903    1101     146
UGCA2074916       1301    1102     949
UGCA2078416       1311    1103     950
UGNV2088216       1905    1104     951
UGUT2127416       2101    1105     952
UGCO2131516       2104    1106     953
UGUT2132616       2105    1107     954
UGUT2134816       2107    1108     153
UGNM2163916       2301    1109     955
UGAZ2166116       2504    1110     773
UGMT2169916   99925027    1111     157
UGMT2179116       2808    1112     775
UGMT2179716       2809    1113     159
UGMT2226816       2901    1114     160
UGMT2227216       2903    1115     777
UGND2239716       3102    1116     780
UGMT2241916       3105    1117     956
UGND2242516       3107    1118     167
UGMT2284616   99925033    1119     957
UGWY2321916       3402    1120     168
UGWY2322216       3403    1121     958
UGWY2324516       3408    1122     170
UGWY2325816       3502    1123     959
UGWY2326616       3503    1124     172
UGWY2327516       3504    1125     960
UGWY2328216       3515    1126     174
UGCO2357216   99905037    1127     961
UGWY2357216   99949037    1128     962
UGUT2358116   99943037    1129     963
UGCO2489816   99905041    1130     964
UGNM2490016   99930041    1131     788
UGTX2492016       4401    1132     180
UGTX2493316       4402    1133     965
UGTX2496916       4404    1134     966
UGTX2500716       4407    1135     182
UGTX2502416       4410    1136     183
UGTX2543216       4601    1137     967
UGTX2544616       4701    1138     186
UGTX2545416       4703    1139     187
UGTX2546116       4704    1140     968
UGTX2547916       4705    1141     969
UGLA2551216       4709    1142     970
UGTX2553016       4710    1143     971
UGTX2554816       4717    1144     972
UGTX2556316       4718    1145     973
UGTX2557416       4719    1146     974
UGTX2558716       4720    1147     975
UGTX2559216       4721    1148     976
UGTX2561516       4722    1149     977
UGTX2563716       4723    1150     978
UGTX2564816       4724    1151     979
UGTX2565816       4725    1152     200
UGTX2566816       4726    1153     201
UGTX2568716       4727    1154     980
UGTX2570316       4729    1155     203
UGTX2570516       4730    1156     204
UGTX2571416       4731    1157     981
UGTX2571916       4732    1158     982
UGTX2573216       4733    1159     983
UGTX2573816       4734    1160     984
UGLA2575016       4735    1161     807
UGLA2576016       4736    1162     985
UGLA2577816       4738    1163     211
UGTX2578716       4739    1164     986
UGLA2579716       4740    1165     213
UGLA2581316       4741    1166     987
UGTX2582216       4742    1167     988
UGLA2583216       4743    1168     989
UGMS2621116       4901    1169     990
UGAL2623516       4903    1170     991
UGMS2624116       4904    1171     219
UGMS2626116       4907    1172     220
UGMS2626616       4909    1173     992
UGAL2627916       4910    1174     222
UGMS2629716       4912    1175     993
UGMS2630316       4913    1176     994
UGLA2630816       4915    1177     225
UGTX2631916       4916    1178     226
UGAL2633616       4918    1179     995
UGTX2635216       4920    1180     228
UGTX2636016       4922    1181     820
UGTX2636216       4924    1182     996
UGLA2637916       4926    1183     821
UGTX2638416       4927    1184     997
UGLA2639516       4929    1185     822
UGTX2640116       4930    1186     998
UGLA2641016       4931    1187     824
UGLA2642416       4933    1188     999
UGLA2643216       4935    1189     825
UGMS2644516       4937    1190    1000
UGMS2646416       4941    1191     237
UGLA2648016       4946    1192     827
UGFL2648416       4947    1193    1001
UGFL2662016   99909050    1194    1002
UGMI2662716       5101    1195    1003
UGNE2663016       5303    1196     241
UGOK2674916       5801    1197    1004
UGKS2676116       5803    1198     831
UGOK2676816       5804    1199    1005
UGKS2677916       5807    1200     248
UGOK2678616       5809    1201    1249      11
UOCA2072710       1202    1250      12
UOCA2073010       1204    1251     667
UOCA2073610       1211    1252     879
UOCA2076410       1302    1253      16
UOCA2077610       1311    1254      17
UOCA2079410       1312    1255      18
